case,candidate_id,status,area,delay,adp,expected_adp,aig_path,notes
ex288,ex288_interleave_f10_k4_case_abc_g_aig,OK,1891,17,32147,32147,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex288/aigs/ex288_interleave_f10_k4_case_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex288,ex288_keybdd_selected_controlled_routing_abc_g_aig,OK,2257,14,31598,31598,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex288/aigs/ex288_keybdd_selected_controlled_routing_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex288,ex288_r4_current_keybdd_d13,OK,2261,14,31654,31654,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex288/aigs/ex288_r4_current_keybdd_d13.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex288,ex288_r71_onehot_boundary_bypass_abc_g_aig,OK,2284,14,31976,31976,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex288/aigs/ex288_r71_onehot_boundary_bypass_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex288,ex288_r75_keybdd_symcof_edge_bits,OK,2257,14,31598,31598,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex288/aigs/ex288_r75_keybdd_symcof_edge_bits.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex288,ex288_r85_keybdd_loww2_center_6_8,OK,2263,14,31682,31682,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex288/aigs/ex288_r85_keybdd_loww2_center_6_8.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex288,ex288_uc_onehot_boundary_0_1_13_14,OK,2262,14,31668,31668,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex288/aigs/ex288_uc_onehot_boundary_0_1_13_14.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex288,ex288_unknown_symmetry_cofactor_classonehot_interleave_f10_k6_abc_g_aig,OK,2281,14,31934,31934,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex288/aigs/ex288_unknown_symmetry_cofactor_classonehot_interleave_f10_k6_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex289,ex289_r7_split2_case_edge_overlay,OK,1071,20,21420,21420,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex289/aigs/ex289_r7_split2_case_edge_overlay.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex289,ex289_split2_f00_bits_0_1_12_13_onehot_group_abc_g_aig,OK,1046,20,20920,20920,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex289/aigs/ex289_split2_f00_bits_0_1_12_13_onehot_group_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex289,ex289_split2_f00_bits_0_1_12_13_onehot_group_synth_preset,OK,1079,20,21580,21580,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex289/aigs/ex289_split2_f00_bits_0_1_12_13_onehot_group_synth_preset.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex289,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_group_abc_g_aig,OK,1051,20,21020,21020,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex289/aigs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_group_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex289,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_group_xor_abc_g_gates_round2,OK,1047,19,19893,19893,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex289/aigs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_group_xor_abc_g_gates_round2.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex289,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_group_xor_synth_preset,OK,1078,20,21560,21560,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex289/aigs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_group_xor_synth_preset.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex290,ex290_r6_rotate_split_current_recut,OK,4518,16,72288,72288,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex290/aigs/ex290_r6_rotate_split_current_recut.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex290,ex290_rotate_high_split_default_abc_d20,OK,4484,16,71744,71744,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex290/aigs/ex290_rotate_high_split_default_abc_d20.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex290,ex290_rotate_high_split_default_abc_g_aig,OK,4428,14,61992,61992,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex290/aigs/ex290_rotate_high_split_default_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex290,ex290_rotate_high_split_default_abc_g_cmos2,OK,4508,15,67620,67620,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex290/aigs/ex290_rotate_high_split_default_abc_g_cmos2.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex290,ex290_rotate_high_split_default_abc_g_gates,OK,4432,15,66480,66480,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex290/aigs/ex290_rotate_high_split_default_abc_g_gates.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex290,ex290_rotate_high_split_default_synth_preset,OK,4437,15,66555,66555,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex290/aigs/ex290_rotate_high_split_default_synth_preset.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex291,ex291_r6_rotate_split_current_recut,OK,6685,16,106960,106960,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex291/aigs/ex291_r6_rotate_split_current_recut.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex291,ex291_rotate_high_split_default_abc_d20,OK,6624,16,105984,105984,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex291/aigs/ex291_rotate_high_split_default_abc_d20.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex291,ex291_rotate_high_split_default_abc_g_aig,OK,6571,15,98565,98565,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex291/aigs/ex291_rotate_high_split_default_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex291,ex291_rotate_high_split_default_abc_g_cmos2,OK,6716,16,107456,107456,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex291/aigs/ex291_rotate_high_split_default_abc_g_cmos2.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex291,ex291_rotate_high_split_default_abc_g_gates,OK,6571,16,105136,105136,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex291/aigs/ex291_rotate_high_split_default_abc_g_gates.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex291,ex291_rotate_high_split_default_synth_preset,OK,6503,15,97545,97545,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex291/aigs/ex291_rotate_high_split_default_synth_preset.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex292,ex292_r25_bdd_mod4_output_planes_abc_g_aig,OK,6789,20,135780,135780,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex292/aigs/ex292_r25_bdd_mod4_output_planes_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex292,ex292_r4_adjacent_mod7_mask_mix,OK,6760,20,135200,135200,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex292/aigs/ex292_r4_adjacent_mod7_mask_mix.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex292,ex292_r4_mod4_planes_d19,OK,6803,20,136060,136060,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex292/aigs/ex292_r4_mod4_planes_d19.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex292,ex292_r7_sweep_add_mod7_4,OK,6769,20,135380,135380,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex292/aigs/ex292_r7_sweep_add_mod7_4.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex292,ex292_r8_mod7_4_drop_adj_10,OK,6734,21,141414,141414,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex292/aigs/ex292_r8_mod7_4_drop_adj_10.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex292,ex292_r8_mod7_4_plus_adj_8,OK,6765,20,135300,135300,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex292/aigs/ex292_r8_mod7_4_plus_adj_8.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex292,ex292_r8_mod7_4_plus_mod7_9,OK,6765,20,135300,135300,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex292/aigs/ex292_r8_mod7_4_plus_mod7_9.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex292,ex292_r9_mod7_4_drop13_synth_preset,OK,6645,21,139545,139545,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex292/aigs/ex292_r9_mod7_4_drop13_synth_preset.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex293,ex293_rotate_low_split_default_abc_d20,OK,8158,18,146844,146844,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex293/aigs/ex293_rotate_low_split_default_abc_d20.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex293,ex293_rotate_low_split_default_abc_g_aig,OK,8122,18,146196,146196,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex293/aigs/ex293_rotate_low_split_default_abc_g_aig.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex293,ex293_rotate_low_split_default_abc_g_cmos2,OK,8298,18,149364,149364,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex293/aigs/ex293_rotate_low_split_default_abc_g_cmos2.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex293,ex293_rotate_low_split_default_abc_g_gates,OK,8126,18,146268,146268,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex293/aigs/ex293_rotate_low_split_default_abc_g_gates.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
ex293,ex293_rotate_low_split_default_abc_g_simple,OK,8326,20,166520,166520,student/new_seeds/unknown/ex280_ex299_backend_candidates_20260614_2011/ex293/aigs/ex293_rotate_low_split_default_abc_g_simple.aig,curated from already-verified frontend candidate; path/hash checked during new_seeds curation
