case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex255,ex255_umul_direct_context_default,1,91,19,1729,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/aigs/ex255_umul_direct_context_default.aig,exact unsigned low4 * high4 over 256 inputs; source=direct_context; flow=default
ex256,ex256_umul_sorted_operands_synth_preset,1,209,35,7315,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_sorted_operands_synth_preset.aig,exact unsigned low5 * high5 over 1024 inputs; source=sorted_operands; flow=synth_preset
ex257,ex257_umul_direct_context_default,1,235,27,6345,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_direct_context_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=direct_context; flow=default
ex257,ex257_umul_direct_context_wreduce_default,1,235,27,6345,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_direct_context_wreduce_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=direct_context; flow=wreduce_default
ex257,ex257_umul_direct_context_abc_g_aig,1,235,27,6345,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_direct_context_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=direct_context; flow=abc_g_aig
ex257,ex257_umul_direct_context_wreduce_abc_g_aig,1,235,27,6345,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_direct_context_wreduce_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=direct_context; flow=wreduce_abc_g_aig
ex257,ex257_umul_direct_context_arith_wreduce_aig,1,235,27,6345,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_direct_context_arith_wreduce_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=direct_context; flow=arith_wreduce_aig
ex257,ex257_umul_direct_context_synth_preset,1,229,27,6183,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_direct_context_synth_preset.aig,exact unsigned low6 * high6 over 4096 inputs; source=direct_context; flow=synth_preset
ex257,ex257_umul_wide_ext_direct_default,1,261,28,7308,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_wide_ext_direct_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=wide_ext_direct; flow=default
ex257,ex257_umul_wide_ext_direct_wreduce_default,1,235,27,6345,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_wide_ext_direct_wreduce_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=wide_ext_direct; flow=wreduce_default
ex257,ex257_umul_wide_ext_direct_abc_g_aig,1,255,28,7140,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_wide_ext_direct_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=wide_ext_direct; flow=abc_g_aig
ex257,ex257_umul_wide_ext_direct_wreduce_abc_g_aig,1,235,27,6345,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_wide_ext_direct_wreduce_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=wide_ext_direct; flow=wreduce_abc_g_aig
ex257,ex257_umul_wide_ext_direct_arith_wreduce_aig,1,235,27,6345,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_wide_ext_direct_arith_wreduce_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=wide_ext_direct; flow=arith_wreduce_aig
ex257,ex257_umul_wide_ext_direct_synth_preset,1,229,27,6183,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_wide_ext_direct_synth_preset.aig,exact unsigned low6 * high6 over 4096 inputs; source=wide_ext_direct; flow=synth_preset
ex257,ex257_umul_balanced_rows_default,1,222,29,6438,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_balanced_rows_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=balanced_rows; flow=default
ex257,ex257_umul_balanced_rows_wreduce_default,1,225,29,6525,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_balanced_rows_wreduce_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=balanced_rows; flow=wreduce_default
ex257,ex257_umul_balanced_rows_abc_g_aig,1,222,29,6438,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_balanced_rows_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=balanced_rows; flow=abc_g_aig
ex257,ex257_umul_balanced_rows_wreduce_abc_g_aig,1,223,29,6467,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_balanced_rows_wreduce_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=balanced_rows; flow=wreduce_abc_g_aig
ex257,ex257_umul_balanced_rows_arith_wreduce_aig,1,229,25,5725,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_balanced_rows_arith_wreduce_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=balanced_rows; flow=arith_wreduce_aig
ex257,ex257_umul_balanced_rows_synth_preset,1,229,27,6183,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_balanced_rows_synth_preset.aig,exact unsigned low6 * high6 over 4096 inputs; source=balanced_rows; flow=synth_preset
ex257,ex257_umul_csa_vector_default,1,316,25,7900,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_csa_vector_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_vector; flow=default
ex257,ex257_umul_csa_vector_wreduce_default,1,315,24,7560,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_csa_vector_wreduce_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_vector; flow=wreduce_default
ex257,ex257_umul_csa_vector_abc_g_aig,1,241,25,6025,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_csa_vector_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_vector; flow=abc_g_aig
ex257,ex257_umul_csa_vector_wreduce_abc_g_aig,1,238,24,5712,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_csa_vector_wreduce_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_vector; flow=wreduce_abc_g_aig
ex257,ex257_umul_csa_vector_arith_wreduce_aig,1,241,25,6025,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_csa_vector_arith_wreduce_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_vector; flow=arith_wreduce_aig
ex257,ex257_umul_csa_vector_synth_preset,1,238,24,5712,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_csa_vector_synth_preset.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_vector; flow=synth_preset
ex257,ex257_umul_column_carry_default,1,260,83,21580,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_column_carry_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=column_carry; flow=default
ex257,ex257_umul_column_carry_wreduce_default,1,256,83,21248,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_column_carry_wreduce_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=column_carry; flow=wreduce_default
ex257,ex257_umul_column_carry_abc_g_aig,1,251,83,20833,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_column_carry_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=column_carry; flow=abc_g_aig
ex257,ex257_umul_column_carry_wreduce_abc_g_aig,1,250,83,20750,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_column_carry_wreduce_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=column_carry; flow=wreduce_abc_g_aig
ex257,ex257_umul_column_carry_arith_wreduce_aig,1,225,83,18675,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_column_carry_arith_wreduce_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=column_carry; flow=arith_wreduce_aig
ex257,ex257_umul_column_carry_synth_preset,1,226,83,18758,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_column_carry_synth_preset.aig,exact unsigned low6 * high6 over 4096 inputs; source=column_carry; flow=synth_preset
ex257,ex257_umul_case_b_const_default,1,2033,36,73188,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_case_b_const_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=case_b_const; flow=default
ex257,ex257_umul_case_b_const_wreduce_default,1,1974,35,69090,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_case_b_const_wreduce_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=case_b_const; flow=wreduce_default
ex257,ex257_umul_case_b_const_abc_g_aig,1,2004,34,68136,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_case_b_const_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=case_b_const; flow=abc_g_aig
ex257,ex257_umul_case_b_const_wreduce_abc_g_aig,1,1954,34,66436,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_case_b_const_wreduce_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=case_b_const; flow=wreduce_abc_g_aig
ex257,ex257_umul_case_b_const_arith_wreduce_aig,1,1990,34,67660,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_case_b_const_arith_wreduce_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=case_b_const; flow=arith_wreduce_aig
ex257,ex257_umul_case_b_const_synth_preset,1,1429,41,58589,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_case_b_const_synth_preset.aig,exact unsigned low6 * high6 over 4096 inputs; source=case_b_const; flow=synth_preset
ex257,ex257_umul_split_half_default,1,235,27,6345,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_split_half_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=split_half; flow=default
ex257,ex257_umul_split_half_wreduce_default,1,238,27,6426,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_split_half_wreduce_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=split_half; flow=wreduce_default
ex257,ex257_umul_split_half_abc_g_aig,1,235,27,6345,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_split_half_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=split_half; flow=abc_g_aig
ex257,ex257_umul_split_half_wreduce_abc_g_aig,1,236,27,6372,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_split_half_wreduce_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=split_half; flow=wreduce_abc_g_aig
ex257,ex257_umul_split_half_arith_wreduce_aig,1,253,27,6831,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_split_half_arith_wreduce_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=split_half; flow=arith_wreduce_aig
ex257,ex257_umul_split_half_synth_preset,1,254,27,6858,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_split_half_synth_preset.aig,exact unsigned low6 * high6 over 4096 inputs; source=split_half; flow=synth_preset
ex257,ex257_umul_karatsuba_even_default,1,337,39,13143,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_karatsuba_even_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=karatsuba_even; flow=default
ex257,ex257_umul_karatsuba_even_wreduce_default,1,337,39,13143,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_karatsuba_even_wreduce_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=karatsuba_even; flow=wreduce_default
ex257,ex257_umul_karatsuba_even_abc_g_aig,1,332,39,12948,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_karatsuba_even_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=karatsuba_even; flow=abc_g_aig
ex257,ex257_umul_karatsuba_even_wreduce_abc_g_aig,1,332,39,12948,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_karatsuba_even_wreduce_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=karatsuba_even; flow=wreduce_abc_g_aig
ex257,ex257_umul_karatsuba_even_arith_wreduce_aig,1,325,37,12025,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_karatsuba_even_arith_wreduce_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=karatsuba_even; flow=arith_wreduce_aig
ex257,ex257_umul_karatsuba_even_synth_preset,1,325,37,12025,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_karatsuba_even_synth_preset.aig,exact unsigned low6 * high6 over 4096 inputs; source=karatsuba_even; flow=synth_preset
ex257,ex257_umul_sorted_operands_default,1,295,37,10915,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_sorted_operands_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=sorted_operands; flow=default
ex257,ex257_umul_sorted_operands_wreduce_default,1,295,37,10915,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_sorted_operands_wreduce_default.aig,exact unsigned low6 * high6 over 4096 inputs; source=sorted_operands; flow=wreduce_default
ex257,ex257_umul_sorted_operands_abc_g_aig,1,295,37,10915,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_sorted_operands_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=sorted_operands; flow=abc_g_aig
ex257,ex257_umul_sorted_operands_wreduce_abc_g_aig,1,295,37,10915,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_sorted_operands_wreduce_abc_g_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=sorted_operands; flow=wreduce_abc_g_aig
ex257,ex257_umul_sorted_operands_arith_wreduce_aig,1,295,37,10915,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_sorted_operands_arith_wreduce_aig.aig,exact unsigned low6 * high6 over 4096 inputs; source=sorted_operands; flow=arith_wreduce_aig
ex257,ex257_umul_sorted_operands_synth_preset,1,293,37,10841,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_sorted_operands_synth_preset.aig,exact unsigned low6 * high6 over 4096 inputs; source=sorted_operands; flow=synth_preset
ex258,ex258_umul_direct_context_default,1,343,33,11319,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_direct_context_default.aig,exact unsigned low7 * high7 over 16384 inputs; source=direct_context; flow=default
ex258,ex258_umul_direct_context_wreduce_default,1,343,33,11319,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_direct_context_wreduce_default.aig,exact unsigned low7 * high7 over 16384 inputs; source=direct_context; flow=wreduce_default
ex258,ex258_umul_direct_context_abc_g_aig,1,343,33,11319,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_direct_context_abc_g_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=direct_context; flow=abc_g_aig
ex258,ex258_umul_direct_context_wreduce_abc_g_aig,1,343,33,11319,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_direct_context_wreduce_abc_g_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=direct_context; flow=wreduce_abc_g_aig
ex258,ex258_umul_direct_context_arith_wreduce_aig,1,343,33,11319,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_direct_context_arith_wreduce_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=direct_context; flow=arith_wreduce_aig
ex258,ex258_umul_direct_context_synth_preset,1,343,33,11319,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_direct_context_synth_preset.aig,exact unsigned low7 * high7 over 16384 inputs; source=direct_context; flow=synth_preset
ex258,ex258_umul_wide_ext_direct_default,1,392,35,13720,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_wide_ext_direct_default.aig,exact unsigned low7 * high7 over 16384 inputs; source=wide_ext_direct; flow=default
ex258,ex258_umul_wide_ext_direct_wreduce_default,1,343,33,11319,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_wide_ext_direct_wreduce_default.aig,exact unsigned low7 * high7 over 16384 inputs; source=wide_ext_direct; flow=wreduce_default
ex258,ex258_umul_wide_ext_direct_abc_g_aig,1,389,35,13615,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_wide_ext_direct_abc_g_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=wide_ext_direct; flow=abc_g_aig
ex258,ex258_umul_wide_ext_direct_wreduce_abc_g_aig,1,343,33,11319,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_wide_ext_direct_wreduce_abc_g_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=wide_ext_direct; flow=wreduce_abc_g_aig
ex258,ex258_umul_wide_ext_direct_arith_wreduce_aig,1,343,33,11319,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_wide_ext_direct_arith_wreduce_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=wide_ext_direct; flow=arith_wreduce_aig
ex258,ex258_umul_wide_ext_direct_synth_preset,1,343,33,11319,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_wide_ext_direct_synth_preset.aig,exact unsigned low7 * high7 over 16384 inputs; source=wide_ext_direct; flow=synth_preset
ex258,ex258_umul_balanced_rows_default,1,320,32,10240,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_balanced_rows_default.aig,exact unsigned low7 * high7 over 16384 inputs; source=balanced_rows; flow=default
ex258,ex258_umul_balanced_rows_wreduce_default,1,326,32,10432,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_balanced_rows_wreduce_default.aig,exact unsigned low7 * high7 over 16384 inputs; source=balanced_rows; flow=wreduce_default
ex258,ex258_umul_balanced_rows_abc_g_aig,1,320,32,10240,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_balanced_rows_abc_g_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=balanced_rows; flow=abc_g_aig
ex258,ex258_umul_balanced_rows_wreduce_abc_g_aig,1,321,32,10272,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_balanced_rows_wreduce_abc_g_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=balanced_rows; flow=wreduce_abc_g_aig
ex258,ex258_umul_balanced_rows_arith_wreduce_aig,1,334,31,10354,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_balanced_rows_arith_wreduce_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=balanced_rows; flow=arith_wreduce_aig
ex258,ex258_umul_balanced_rows_synth_preset,1,338,33,11154,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_balanced_rows_synth_preset.aig,exact unsigned low7 * high7 over 16384 inputs; source=balanced_rows; flow=synth_preset
ex258,ex258_umul_csa_vector_default,1,459,29,13311,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_csa_vector_default.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=default
ex258,ex258_umul_csa_vector_wreduce_default,1,454,29,13166,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_csa_vector_wreduce_default.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=wreduce_default
ex258,ex258_umul_csa_vector_abc_g_aig,1,347,29,10063,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_csa_vector_abc_g_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=abc_g_aig
ex258,ex258_umul_csa_vector_wreduce_abc_g_aig,1,347,29,10063,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_csa_vector_wreduce_abc_g_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=wreduce_abc_g_aig
ex258,ex258_umul_csa_vector_arith_wreduce_aig,1,347,31,10757,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_csa_vector_arith_wreduce_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=arith_wreduce_aig
ex258,ex258_umul_csa_vector_synth_preset,1,350,29,10150,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_csa_vector_synth_preset.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=synth_preset
ex258,ex258_umul_column_carry_default,1,382,113,43166,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_column_carry_default.aig,exact unsigned low7 * high7 over 16384 inputs; source=column_carry; flow=default
ex258,ex258_umul_column_carry_wreduce_default,1,385,113,43505,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_column_carry_wreduce_default.aig,exact unsigned low7 * high7 over 16384 inputs; source=column_carry; flow=wreduce_default
ex258,ex258_umul_column_carry_abc_g_aig,1,370,113,41810,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_column_carry_abc_g_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=column_carry; flow=abc_g_aig
ex258,ex258_umul_column_carry_wreduce_abc_g_aig,1,376,113,42488,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_column_carry_wreduce_abc_g_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=column_carry; flow=wreduce_abc_g_aig
ex258,ex258_umul_column_carry_arith_wreduce_aig,1,322,113,36386,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_column_carry_arith_wreduce_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=column_carry; flow=arith_wreduce_aig
ex258,ex258_umul_column_carry_synth_preset,1,323,112,36176,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_column_carry_synth_preset.aig,exact unsigned low7 * high7 over 16384 inputs; source=column_carry; flow=synth_preset
ex258,ex258_umul_case_b_const_default,1,4977,52,258804,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_case_b_const_default.aig,exact unsigned low7 * high7 over 16384 inputs; source=case_b_const; flow=default
ex258,ex258_umul_case_b_const_wreduce_default,1,4954,52,257608,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_case_b_const_wreduce_default.aig,exact unsigned low7 * high7 over 16384 inputs; source=case_b_const; flow=wreduce_default
ex258,ex258_umul_case_b_const_abc_g_aig,1,4911,52,255372,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_case_b_const_abc_g_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=case_b_const; flow=abc_g_aig
ex258,ex258_umul_case_b_const_wreduce_abc_g_aig,1,4902,52,254904,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_case_b_const_wreduce_abc_g_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=case_b_const; flow=wreduce_abc_g_aig
ex258,ex258_umul_case_b_const_arith_wreduce_aig,1,4919,51,250869,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_case_b_const_arith_wreduce_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=case_b_const; flow=arith_wreduce_aig
ex258,ex258_umul_case_b_const_synth_preset,1,3386,54,182844,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_case_b_const_synth_preset.aig,exact unsigned low7 * high7 over 16384 inputs; source=case_b_const; flow=synth_preset
ex258,ex258_umul_split_half_default,1,337,30,10110,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_split_half_default.aig,exact unsigned low7 * high7 over 16384 inputs; source=split_half; flow=default
ex258,ex258_umul_split_half_wreduce_default,1,343,30,10290,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_split_half_wreduce_default.aig,exact unsigned low7 * high7 over 16384 inputs; source=split_half; flow=wreduce_default
ex258,ex258_umul_split_half_abc_g_aig,1,337,30,10110,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_split_half_abc_g_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=split_half; flow=abc_g_aig
ex258,ex258_umul_split_half_wreduce_abc_g_aig,1,338,30,10140,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_split_half_wreduce_abc_g_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=split_half; flow=wreduce_abc_g_aig
ex258,ex258_umul_split_half_arith_wreduce_aig,1,359,31,11129,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_split_half_arith_wreduce_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=split_half; flow=arith_wreduce_aig
ex258,ex258_umul_split_half_synth_preset,1,361,31,11191,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_split_half_synth_preset.aig,exact unsigned low7 * high7 over 16384 inputs; source=split_half; flow=synth_preset
ex258,ex258_umul_sorted_operands_default,1,425,45,19125,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_sorted_operands_default.aig,exact unsigned low7 * high7 over 16384 inputs; source=sorted_operands; flow=default
ex258,ex258_umul_sorted_operands_wreduce_default,1,425,45,19125,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_sorted_operands_wreduce_default.aig,exact unsigned low7 * high7 over 16384 inputs; source=sorted_operands; flow=wreduce_default
ex258,ex258_umul_sorted_operands_abc_g_aig,1,420,45,18900,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_sorted_operands_abc_g_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=sorted_operands; flow=abc_g_aig
ex258,ex258_umul_sorted_operands_wreduce_abc_g_aig,1,420,45,18900,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_sorted_operands_wreduce_abc_g_aig.aig,exact unsigned low7 * high7 over 16384 inputs; source=sorted_operands; flow=wreduce_abc_g_aig
