case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex255,ex255_umul_karatsuba_even_wreduce_abc_g_aig,unsigned low4_high4:a*b,karatsuba_even+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/verilog/ex255_umul_karatsuba_even.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/aigs/ex255_umul_karatsuba_even_wreduce_abc_g_aig.aig,1,1,1,142,28,3976,836,4.755981,0,0,0.258,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; source=karatsuba_even; flow=wreduce_abc_g_aig
ex255,ex255_umul_karatsuba_even_arith_wreduce_aig,unsigned low4_high4:a*b,karatsuba_even+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/verilog/ex255_umul_karatsuba_even.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/aigs/ex255_umul_karatsuba_even_arith_wreduce_aig.aig,1,1,1,141,25,3525,836,4.216507,0,0,0.253,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; source=karatsuba_even; flow=arith_wreduce_aig
ex255,ex255_umul_karatsuba_even_synth_preset,unsigned low4_high4:a*b,karatsuba_even+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/verilog/ex255_umul_karatsuba_even.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/aigs/ex255_umul_karatsuba_even_synth_preset.aig,1,1,1,141,25,3525,836,4.216507,0,0,0.293,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; source=karatsuba_even; flow=synth_preset
ex255,ex255_umul_sorted_operands_default,unsigned low4_high4:a*b,sorted_operands+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/verilog/ex255_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/aigs/ex255_umul_sorted_operands_default.aig,1,1,1,130,27,3510,836,4.198565,0,0,0.277,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; source=sorted_operands; flow=default
ex255,ex255_umul_sorted_operands_wreduce_default,unsigned low4_high4:a*b,sorted_operands+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/verilog/ex255_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/aigs/ex255_umul_sorted_operands_wreduce_default.aig,1,1,1,130,27,3510,836,4.198565,0,0,0.241,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; source=sorted_operands; flow=wreduce_default
ex255,ex255_umul_sorted_operands_abc_g_aig,unsigned low4_high4:a*b,sorted_operands+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/verilog/ex255_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/aigs/ex255_umul_sorted_operands_abc_g_aig.aig,1,1,1,128,27,3456,836,4.133971,0,0,0.249,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; source=sorted_operands; flow=abc_g_aig
ex255,ex255_umul_sorted_operands_wreduce_abc_g_aig,unsigned low4_high4:a*b,sorted_operands+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/verilog/ex255_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/aigs/ex255_umul_sorted_operands_wreduce_abc_g_aig.aig,1,1,1,128,27,3456,836,4.133971,0,0,0.234,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; source=sorted_operands; flow=wreduce_abc_g_aig
ex255,ex255_umul_sorted_operands_arith_wreduce_aig,unsigned low4_high4:a*b,sorted_operands+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/verilog/ex255_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/aigs/ex255_umul_sorted_operands_arith_wreduce_aig.aig,1,1,1,128,27,3456,836,4.133971,0,0,0.232,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; source=sorted_operands; flow=arith_wreduce_aig
ex255,ex255_umul_sorted_operands_synth_preset,unsigned low4_high4:a*b,sorted_operands+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/verilog/ex255_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex255/aigs/ex255_umul_sorted_operands_synth_preset.aig,1,1,1,128,27,3456,836,4.133971,0,0,0.319,semantic_mul_exact,exact unsigned low4 * high4 over 256 inputs; source=sorted_operands; flow=synth_preset
ex256,ex256_umul_direct_context_default,unsigned low5_high5:a*b,direct_context+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_direct_context.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_direct_context_default.aig,1,1,1,158,25,3950,1911,2.066981,0,0,0.215,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=direct_context; flow=default
ex256,ex256_umul_direct_context_wreduce_default,unsigned low5_high5:a*b,direct_context+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_direct_context.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_direct_context_wreduce_default.aig,1,1,1,158,25,3950,1911,2.066981,0,0,0.234,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=direct_context; flow=wreduce_default
ex256,ex256_umul_direct_context_abc_g_aig,unsigned low5_high5:a*b,direct_context+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_direct_context.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_direct_context_abc_g_aig.aig,1,1,1,158,25,3950,1911,2.066981,0,0,0.210,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=direct_context; flow=abc_g_aig
ex256,ex256_umul_direct_context_wreduce_abc_g_aig,unsigned low5_high5:a*b,direct_context+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_direct_context.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_direct_context_wreduce_abc_g_aig.aig,1,1,1,158,25,3950,1911,2.066981,0,0,0.210,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=direct_context; flow=wreduce_abc_g_aig
ex256,ex256_umul_direct_context_arith_wreduce_aig,unsigned low5_high5:a*b,direct_context+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_direct_context.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_direct_context_arith_wreduce_aig.aig,1,1,1,158,25,3950,1911,2.066981,0,0,0.207,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=direct_context; flow=arith_wreduce_aig
ex256,ex256_umul_direct_context_synth_preset,unsigned low5_high5:a*b,direct_context+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_direct_context.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_direct_context_synth_preset.aig,1,1,1,155,25,3875,1911,2.027734,0,0,0.247,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=direct_context; flow=synth_preset
ex256,ex256_umul_wide_ext_direct_default,unsigned low5_high5:a*b,wide_ext_direct+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_wide_ext_direct.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_wide_ext_direct_default.aig,1,1,1,171,24,4104,1911,2.147567,0,0,0.219,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=wide_ext_direct; flow=default
ex256,ex256_umul_wide_ext_direct_wreduce_default,unsigned low5_high5:a*b,wide_ext_direct+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_wide_ext_direct.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_wide_ext_direct_wreduce_default.aig,1,1,1,158,25,3950,1911,2.066981,0,0,0.205,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=wide_ext_direct; flow=wreduce_default
ex256,ex256_umul_wide_ext_direct_abc_g_aig,unsigned low5_high5:a*b,wide_ext_direct+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_wide_ext_direct.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_wide_ext_direct_abc_g_aig.aig,1,1,1,168,24,4032,1911,2.109890,0,0,0.220,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=wide_ext_direct; flow=abc_g_aig
ex256,ex256_umul_wide_ext_direct_wreduce_abc_g_aig,unsigned low5_high5:a*b,wide_ext_direct+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_wide_ext_direct.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_wide_ext_direct_wreduce_abc_g_aig.aig,1,1,1,158,25,3950,1911,2.066981,0,0,0.206,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=wide_ext_direct; flow=wreduce_abc_g_aig
ex256,ex256_umul_wide_ext_direct_arith_wreduce_aig,unsigned low5_high5:a*b,wide_ext_direct+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_wide_ext_direct.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_wide_ext_direct_arith_wreduce_aig.aig,1,1,1,158,25,3950,1911,2.066981,0,0,0.238,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=wide_ext_direct; flow=arith_wreduce_aig
ex256,ex256_umul_wide_ext_direct_synth_preset,unsigned low5_high5:a*b,wide_ext_direct+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_wide_ext_direct.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_wide_ext_direct_synth_preset.aig,1,1,1,155,25,3875,1911,2.027734,0,0,0.248,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=wide_ext_direct; flow=synth_preset
ex256,ex256_umul_balanced_rows_default,unsigned low5_high5:a*b,balanced_rows+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_balanced_rows_default.aig,1,1,1,162,25,4050,1911,2.119309,0,0,0.245,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=balanced_rows; flow=default
ex256,ex256_umul_balanced_rows_wreduce_default,unsigned low5_high5:a*b,balanced_rows+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_balanced_rows_wreduce_default.aig,1,1,1,156,25,3900,1911,2.040816,0,0,0.256,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=balanced_rows; flow=wreduce_default
ex256,ex256_umul_balanced_rows_abc_g_aig,unsigned low5_high5:a*b,balanced_rows+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_balanced_rows_abc_g_aig.aig,1,1,1,151,25,3775,1911,1.975406,0,0,0.240,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=balanced_rows; flow=abc_g_aig
ex256,ex256_umul_balanced_rows_wreduce_abc_g_aig,unsigned low5_high5:a*b,balanced_rows+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_balanced_rows_wreduce_abc_g_aig.aig,1,1,1,149,25,3725,1911,1.949241,0,0,0.251,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=balanced_rows; flow=wreduce_abc_g_aig
ex256,ex256_umul_balanced_rows_arith_wreduce_aig,unsigned low5_high5:a*b,balanced_rows+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_balanced_rows_arith_wreduce_aig.aig,1,1,1,152,23,3496,1911,1.829409,0,0,0.234,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=balanced_rows; flow=arith_wreduce_aig
ex256,ex256_umul_balanced_rows_synth_preset,unsigned low5_high5:a*b,balanced_rows+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_balanced_rows_synth_preset.aig,1,1,1,152,23,3496,1911,1.829409,0,0,0.275,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=balanced_rows; flow=synth_preset
ex256,ex256_umul_csa_vector_default,unsigned low5_high5:a*b,csa_vector+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_csa_vector_default.aig,1,1,1,194,21,4074,1911,2.131868,0,0,0.236,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=csa_vector; flow=default
ex256,ex256_umul_csa_vector_wreduce_default,unsigned low5_high5:a*b,csa_vector+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_csa_vector_wreduce_default.aig,1,1,1,192,22,4224,1911,2.210361,0,0,0.259,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=csa_vector; flow=wreduce_default
ex256,ex256_umul_csa_vector_abc_g_aig,unsigned low5_high5:a*b,csa_vector+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_csa_vector_abc_g_aig.aig,1,1,1,155,21,3255,1911,1.703297,0,0,0.228,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=csa_vector; flow=abc_g_aig
ex256,ex256_umul_csa_vector_wreduce_abc_g_aig,unsigned low5_high5:a*b,csa_vector+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_csa_vector_wreduce_abc_g_aig.aig,1,1,1,151,22,3322,1911,1.738357,0,0,0.237,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=csa_vector; flow=wreduce_abc_g_aig
ex256,ex256_umul_csa_vector_arith_wreduce_aig,unsigned low5_high5:a*b,csa_vector+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_csa_vector_arith_wreduce_aig.aig,1,1,1,155,22,3410,1911,1.784406,0,0,0.236,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=csa_vector; flow=arith_wreduce_aig
ex256,ex256_umul_csa_vector_synth_preset,unsigned low5_high5:a*b,csa_vector+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_csa_vector_synth_preset.aig,1,1,1,150,21,3150,1911,1.648352,0,0,0.299,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=csa_vector; flow=synth_preset
ex256,ex256_umul_column_carry_default,unsigned low5_high5:a*b,column_carry+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_column_carry_default.aig,1,1,1,162,57,9234,1911,4.832025,0,0,0.273,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=column_carry; flow=default
ex256,ex256_umul_column_carry_wreduce_default,unsigned low5_high5:a*b,column_carry+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_column_carry_wreduce_default.aig,1,1,1,159,55,8745,1911,4.576138,0,0,0.280,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=column_carry; flow=wreduce_default
ex256,ex256_umul_column_carry_abc_g_aig,unsigned low5_high5:a*b,column_carry+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_column_carry_abc_g_aig.aig,1,1,1,153,57,8721,1911,4.563579,0,0,0.262,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=column_carry; flow=abc_g_aig
ex256,ex256_umul_column_carry_wreduce_abc_g_aig,unsigned low5_high5:a*b,column_carry+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_column_carry_wreduce_abc_g_aig.aig,1,1,1,154,55,8470,1911,4.432234,0,0,0.279,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=column_carry; flow=wreduce_abc_g_aig
ex256,ex256_umul_column_carry_arith_wreduce_aig,unsigned low5_high5:a*b,column_carry+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_column_carry_arith_wreduce_aig.aig,1,1,1,146,57,8322,1911,4.354788,0,0,0.251,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=column_carry; flow=arith_wreduce_aig
ex256,ex256_umul_column_carry_synth_preset,unsigned low5_high5:a*b,column_carry+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_column_carry_synth_preset.aig,1,1,1,146,57,8322,1911,4.354788,0,0,0.309,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=column_carry; flow=synth_preset
ex256,ex256_umul_case_b_const_default,unsigned low5_high5:a*b,case_b_const+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_case_b_const.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_case_b_const_default.aig,1,1,1,793,29,22997,1911,12.034014,0,0,0.456,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=case_b_const; flow=default
ex256,ex256_umul_case_b_const_wreduce_default,unsigned low5_high5:a*b,case_b_const+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_case_b_const.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_case_b_const_wreduce_default.aig,1,1,1,795,29,23055,1911,12.064364,0,0,0.482,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=case_b_const; flow=wreduce_default
ex256,ex256_umul_case_b_const_abc_g_aig,unsigned low5_high5:a*b,case_b_const+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_case_b_const.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_case_b_const_abc_g_aig.aig,1,1,1,786,29,22794,1911,11.927786,0,0,0.464,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=case_b_const; flow=abc_g_aig
ex256,ex256_umul_case_b_const_wreduce_abc_g_aig,unsigned low5_high5:a*b,case_b_const+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_case_b_const.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_case_b_const_wreduce_abc_g_aig.aig,1,1,1,790,29,22910,1911,11.988488,0,0,0.488,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=case_b_const; flow=wreduce_abc_g_aig
ex256,ex256_umul_case_b_const_arith_wreduce_aig,unsigned low5_high5:a*b,case_b_const+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_case_b_const.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_case_b_const_arith_wreduce_aig.aig,1,1,1,791,29,22939,1911,12.003663,0,0,0.489,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=case_b_const; flow=arith_wreduce_aig
ex256,ex256_umul_case_b_const_synth_preset,unsigned low5_high5:a*b,case_b_const+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_case_b_const.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_case_b_const_synth_preset.aig,1,1,1,594,30,17820,1911,9.324961,0,0,0.492,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=case_b_const; flow=synth_preset
ex256,ex256_umul_split_half_default,unsigned low5_high5:a*b,split_half+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_split_half.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_split_half_default.aig,1,1,1,152,21,3192,1911,1.670330,0,0,0.234,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=split_half; flow=default
ex256,ex256_umul_split_half_wreduce_default,unsigned low5_high5:a*b,split_half+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_split_half.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_split_half_wreduce_default.aig,1,1,1,152,21,3192,1911,1.670330,0,0,0.240,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=split_half; flow=wreduce_default
ex256,ex256_umul_split_half_abc_g_aig,unsigned low5_high5:a*b,split_half+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_split_half.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_split_half_abc_g_aig.aig,1,1,1,152,21,3192,1911,1.670330,0,0,0.232,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=split_half; flow=abc_g_aig
ex256,ex256_umul_split_half_wreduce_abc_g_aig,unsigned low5_high5:a*b,split_half+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_split_half.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_split_half_wreduce_abc_g_aig.aig,1,1,1,152,21,3192,1911,1.670330,0,0,0.236,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=split_half; flow=wreduce_abc_g_aig
ex256,ex256_umul_split_half_arith_wreduce_aig,unsigned low5_high5:a*b,split_half+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_split_half.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_split_half_arith_wreduce_aig.aig,1,1,1,157,21,3297,1911,1.725275,0,0,0.234,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=split_half; flow=arith_wreduce_aig
ex256,ex256_umul_split_half_synth_preset,unsigned low5_high5:a*b,split_half+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_split_half.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_split_half_synth_preset.aig,1,1,1,157,21,3297,1911,1.725275,0,0,0.267,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=split_half; flow=synth_preset
ex256,ex256_umul_sorted_operands_default,unsigned low5_high5:a*b,sorted_operands+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_sorted_operands_default.aig,1,1,1,209,36,7524,1911,3.937206,0,0,0.289,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=sorted_operands; flow=default
ex256,ex256_umul_sorted_operands_wreduce_default,unsigned low5_high5:a*b,sorted_operands+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_sorted_operands_wreduce_default.aig,1,1,1,209,36,7524,1911,3.937206,0,0,0.256,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=sorted_operands; flow=wreduce_default
ex256,ex256_umul_sorted_operands_abc_g_aig,unsigned low5_high5:a*b,sorted_operands+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_sorted_operands_abc_g_aig.aig,1,1,1,209,36,7524,1911,3.937206,0,0,0.257,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=sorted_operands; flow=abc_g_aig
ex256,ex256_umul_sorted_operands_wreduce_abc_g_aig,unsigned low5_high5:a*b,sorted_operands+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_sorted_operands_wreduce_abc_g_aig.aig,1,1,1,209,36,7524,1911,3.937206,0,0,0.258,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=sorted_operands; flow=wreduce_abc_g_aig
ex256,ex256_umul_sorted_operands_arith_wreduce_aig,unsigned low5_high5:a*b,sorted_operands+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_sorted_operands_arith_wreduce_aig.aig,1,1,1,209,36,7524,1911,3.937206,0,0,0.256,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=sorted_operands; flow=arith_wreduce_aig
