case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex256,ex256_umul_sorted_operands_synth_preset,unsigned low5_high5:a*b,sorted_operands+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/verilog/ex256_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex256/aigs/ex256_umul_sorted_operands_synth_preset.aig,1,1,1,209,35,7315,1911,3.827839,0,0,0.323,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=sorted_operands; flow=synth_preset
ex257,ex257_umul_direct_context_default,unsigned low6_high6:a*b,direct_context+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_direct_context.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_direct_context_default.aig,1,1,1,235,27,6345,3952,1.605516,0,0,0.250,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=direct_context; flow=default
ex257,ex257_umul_direct_context_wreduce_default,unsigned low6_high6:a*b,direct_context+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_direct_context.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_direct_context_wreduce_default.aig,1,1,1,235,27,6345,3952,1.605516,0,0,0.249,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=direct_context; flow=wreduce_default
ex257,ex257_umul_direct_context_abc_g_aig,unsigned low6_high6:a*b,direct_context+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_direct_context.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_direct_context_abc_g_aig.aig,1,1,1,235,27,6345,3952,1.605516,0,0,0.252,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=direct_context; flow=abc_g_aig
ex257,ex257_umul_direct_context_wreduce_abc_g_aig,unsigned low6_high6:a*b,direct_context+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_direct_context.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_direct_context_wreduce_abc_g_aig.aig,1,1,1,235,27,6345,3952,1.605516,0,0,0.268,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=direct_context; flow=wreduce_abc_g_aig
ex257,ex257_umul_direct_context_arith_wreduce_aig,unsigned low6_high6:a*b,direct_context+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_direct_context.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_direct_context_arith_wreduce_aig.aig,1,1,1,235,27,6345,3952,1.605516,0,0,0.249,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=direct_context; flow=arith_wreduce_aig
ex257,ex257_umul_direct_context_synth_preset,unsigned low6_high6:a*b,direct_context+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_direct_context.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_direct_context_synth_preset.aig,1,1,1,229,27,6183,3952,1.564524,0,0,0.296,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=direct_context; flow=synth_preset
ex257,ex257_umul_wide_ext_direct_default,unsigned low6_high6:a*b,wide_ext_direct+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_wide_ext_direct.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_wide_ext_direct_default.aig,1,1,1,261,28,7308,3952,1.849190,0,0,0.261,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=wide_ext_direct; flow=default
ex257,ex257_umul_wide_ext_direct_wreduce_default,unsigned low6_high6:a*b,wide_ext_direct+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_wide_ext_direct.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_wide_ext_direct_wreduce_default.aig,1,1,1,235,27,6345,3952,1.605516,0,0,0.251,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=wide_ext_direct; flow=wreduce_default
ex257,ex257_umul_wide_ext_direct_abc_g_aig,unsigned low6_high6:a*b,wide_ext_direct+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_wide_ext_direct.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_wide_ext_direct_abc_g_aig.aig,1,1,1,255,28,7140,3952,1.806680,0,0,0.262,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=wide_ext_direct; flow=abc_g_aig
ex257,ex257_umul_wide_ext_direct_wreduce_abc_g_aig,unsigned low6_high6:a*b,wide_ext_direct+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_wide_ext_direct.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_wide_ext_direct_wreduce_abc_g_aig.aig,1,1,1,235,27,6345,3952,1.605516,0,0,0.256,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=wide_ext_direct; flow=wreduce_abc_g_aig
ex257,ex257_umul_wide_ext_direct_arith_wreduce_aig,unsigned low6_high6:a*b,wide_ext_direct+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_wide_ext_direct.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_wide_ext_direct_arith_wreduce_aig.aig,1,1,1,235,27,6345,3952,1.605516,0,0,0.248,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=wide_ext_direct; flow=arith_wreduce_aig
ex257,ex257_umul_wide_ext_direct_synth_preset,unsigned low6_high6:a*b,wide_ext_direct+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_wide_ext_direct.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_wide_ext_direct_synth_preset.aig,1,1,1,229,27,6183,3952,1.564524,0,0,0.296,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=wide_ext_direct; flow=synth_preset
ex257,ex257_umul_balanced_rows_default,unsigned low6_high6:a*b,balanced_rows+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_balanced_rows_default.aig,1,1,1,222,29,6438,3952,1.629049,0,0,0.296,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=balanced_rows; flow=default
ex257,ex257_umul_balanced_rows_wreduce_default,unsigned low6_high6:a*b,balanced_rows+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_balanced_rows_wreduce_default.aig,1,1,1,225,29,6525,3952,1.651063,0,0,0.312,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=balanced_rows; flow=wreduce_default
ex257,ex257_umul_balanced_rows_abc_g_aig,unsigned low6_high6:a*b,balanced_rows+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_balanced_rows_abc_g_aig.aig,1,1,1,222,29,6438,3952,1.629049,0,0,0.292,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=balanced_rows; flow=abc_g_aig
ex257,ex257_umul_balanced_rows_wreduce_abc_g_aig,unsigned low6_high6:a*b,balanced_rows+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_balanced_rows_wreduce_abc_g_aig.aig,1,1,1,223,29,6467,3952,1.636387,0,0,0.306,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=balanced_rows; flow=wreduce_abc_g_aig
ex257,ex257_umul_balanced_rows_arith_wreduce_aig,unsigned low6_high6:a*b,balanced_rows+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_balanced_rows_arith_wreduce_aig.aig,1,1,1,229,25,5725,3952,1.448634,1,0,0.272,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=balanced_rows; flow=arith_wreduce_aig
ex257,ex257_umul_balanced_rows_synth_preset,unsigned low6_high6:a*b,balanced_rows+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_balanced_rows.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_balanced_rows_synth_preset.aig,1,1,1,229,27,6183,3952,1.564524,0,0,0.312,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=balanced_rows; flow=synth_preset
ex257,ex257_umul_csa_vector_default,unsigned low6_high6:a*b,csa_vector+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_csa_vector_default.aig,1,1,1,316,25,7900,3952,1.998988,0,0,0.277,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_vector; flow=default
ex257,ex257_umul_csa_vector_wreduce_default,unsigned low6_high6:a*b,csa_vector+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_csa_vector_wreduce_default.aig,1,1,1,315,24,7560,3952,1.912955,0,0,0.281,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_vector; flow=wreduce_default
ex257,ex257_umul_csa_vector_abc_g_aig,unsigned low6_high6:a*b,csa_vector+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_csa_vector_abc_g_aig.aig,1,1,1,241,25,6025,3952,1.524545,0,0,0.274,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_vector; flow=abc_g_aig
ex257,ex257_umul_csa_vector_wreduce_abc_g_aig,unsigned low6_high6:a*b,csa_vector+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_csa_vector_wreduce_abc_g_aig.aig,1,1,1,238,24,5712,3952,1.445344,1,0,0.281,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_vector; flow=wreduce_abc_g_aig
ex257,ex257_umul_csa_vector_arith_wreduce_aig,unsigned low6_high6:a*b,csa_vector+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_csa_vector_arith_wreduce_aig.aig,1,1,1,241,25,6025,3952,1.524545,0,0,0.285,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_vector; flow=arith_wreduce_aig
ex257,ex257_umul_csa_vector_synth_preset,unsigned low6_high6:a*b,csa_vector+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_csa_vector_synth_preset.aig,1,1,1,238,24,5712,3952,1.445344,1,0,0.337,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_vector; flow=synth_preset
ex257,ex257_umul_column_carry_default,unsigned low6_high6:a*b,column_carry+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_column_carry_default.aig,1,1,1,260,83,21580,3952,5.460526,0,0,0.351,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=column_carry; flow=default
ex257,ex257_umul_column_carry_wreduce_default,unsigned low6_high6:a*b,column_carry+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_column_carry_wreduce_default.aig,1,1,1,256,83,21248,3952,5.376518,0,0,0.362,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=column_carry; flow=wreduce_default
ex257,ex257_umul_column_carry_abc_g_aig,unsigned low6_high6:a*b,column_carry+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_column_carry_abc_g_aig.aig,1,1,1,251,83,20833,3952,5.271508,0,0,0.354,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=column_carry; flow=abc_g_aig
ex257,ex257_umul_column_carry_wreduce_abc_g_aig,unsigned low6_high6:a*b,column_carry+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_column_carry_wreduce_abc_g_aig.aig,1,1,1,250,83,20750,3952,5.250506,0,0,0.361,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=column_carry; flow=wreduce_abc_g_aig
ex257,ex257_umul_column_carry_arith_wreduce_aig,unsigned low6_high6:a*b,column_carry+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_column_carry_arith_wreduce_aig.aig,1,1,1,225,83,18675,3952,4.725455,0,0,0.327,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=column_carry; flow=arith_wreduce_aig
ex257,ex257_umul_column_carry_synth_preset,unsigned low6_high6:a*b,column_carry+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_column_carry.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_column_carry_synth_preset.aig,1,1,1,226,83,18758,3952,4.746457,0,0,0.369,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=column_carry; flow=synth_preset
ex257,ex257_umul_case_b_const_default,unsigned low6_high6:a*b,case_b_const+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_case_b_const.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_case_b_const_default.aig,1,1,1,2033,36,73188,3952,18.519231,0,0,0.999,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=case_b_const; flow=default
ex257,ex257_umul_case_b_const_wreduce_default,unsigned low6_high6:a*b,case_b_const+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_case_b_const.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_case_b_const_wreduce_default.aig,1,1,1,1974,35,69090,3952,17.482287,0,0,1.041,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=case_b_const; flow=wreduce_default
ex257,ex257_umul_case_b_const_abc_g_aig,unsigned low6_high6:a*b,case_b_const+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_case_b_const.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_case_b_const_abc_g_aig.aig,1,1,1,2004,34,68136,3952,17.240891,0,0,1.037,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=case_b_const; flow=abc_g_aig
ex257,ex257_umul_case_b_const_wreduce_abc_g_aig,unsigned low6_high6:a*b,case_b_const+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_case_b_const.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_case_b_const_wreduce_abc_g_aig.aig,1,1,1,1954,34,66436,3952,16.810729,0,0,1.084,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=case_b_const; flow=wreduce_abc_g_aig
ex257,ex257_umul_case_b_const_arith_wreduce_aig,unsigned low6_high6:a*b,case_b_const+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_case_b_const.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_case_b_const_arith_wreduce_aig.aig,1,1,1,1990,34,67660,3952,17.120445,0,0,1.047,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=case_b_const; flow=arith_wreduce_aig
ex257,ex257_umul_case_b_const_synth_preset,unsigned low6_high6:a*b,case_b_const+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_case_b_const.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_case_b_const_synth_preset.aig,1,1,1,1429,41,58589,3952,14.825152,0,0,0.943,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=case_b_const; flow=synth_preset
ex257,ex257_umul_split_half_default,unsigned low6_high6:a*b,split_half+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_split_half.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_split_half_default.aig,1,1,1,235,27,6345,3952,1.605516,0,0,0.268,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=split_half; flow=default
ex257,ex257_umul_split_half_wreduce_default,unsigned low6_high6:a*b,split_half+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_split_half.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_split_half_wreduce_default.aig,1,1,1,238,27,6426,3952,1.626012,0,0,0.274,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=split_half; flow=wreduce_default
ex257,ex257_umul_split_half_abc_g_aig,unsigned low6_high6:a*b,split_half+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_split_half.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_split_half_abc_g_aig.aig,1,1,1,235,27,6345,3952,1.605516,0,0,0.267,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=split_half; flow=abc_g_aig
ex257,ex257_umul_split_half_wreduce_abc_g_aig,unsigned low6_high6:a*b,split_half+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_split_half.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_split_half_wreduce_abc_g_aig.aig,1,1,1,236,27,6372,3952,1.612348,0,0,0.279,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=split_half; flow=wreduce_abc_g_aig
ex257,ex257_umul_split_half_arith_wreduce_aig,unsigned low6_high6:a*b,split_half+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_split_half.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_split_half_arith_wreduce_aig.aig,1,1,1,253,27,6831,3952,1.728492,0,0,0.267,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=split_half; flow=arith_wreduce_aig
ex257,ex257_umul_split_half_synth_preset,unsigned low6_high6:a*b,split_half+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_split_half.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_split_half_synth_preset.aig,1,1,1,254,27,6858,3952,1.735324,0,0,0.314,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=split_half; flow=synth_preset
ex257,ex257_umul_karatsuba_even_default,unsigned low6_high6:a*b,karatsuba_even+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_karatsuba_even.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_karatsuba_even_default.aig,1,1,1,337,39,13143,3952,3.325658,0,0,0.339,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=karatsuba_even; flow=default
ex257,ex257_umul_karatsuba_even_wreduce_default,unsigned low6_high6:a*b,karatsuba_even+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_karatsuba_even.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_karatsuba_even_wreduce_default.aig,1,1,1,337,39,13143,3952,3.325658,0,0,0.342,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=karatsuba_even; flow=wreduce_default
ex257,ex257_umul_karatsuba_even_abc_g_aig,unsigned low6_high6:a*b,karatsuba_even+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_karatsuba_even.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_karatsuba_even_abc_g_aig.aig,1,1,1,332,39,12948,3952,3.276316,0,0,0.343,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=karatsuba_even; flow=abc_g_aig
ex257,ex257_umul_karatsuba_even_wreduce_abc_g_aig,unsigned low6_high6:a*b,karatsuba_even+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_karatsuba_even.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_karatsuba_even_wreduce_abc_g_aig.aig,1,1,1,332,39,12948,3952,3.276316,0,0,0.373,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=karatsuba_even; flow=wreduce_abc_g_aig
ex257,ex257_umul_karatsuba_even_arith_wreduce_aig,unsigned low6_high6:a*b,karatsuba_even+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_karatsuba_even.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_karatsuba_even_arith_wreduce_aig.aig,1,1,1,325,37,12025,3952,3.042763,0,0,0.320,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=karatsuba_even; flow=arith_wreduce_aig
ex257,ex257_umul_karatsuba_even_synth_preset,unsigned low6_high6:a*b,karatsuba_even+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_karatsuba_even.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_karatsuba_even_synth_preset.aig,1,1,1,325,37,12025,3952,3.042763,0,0,0.380,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=karatsuba_even; flow=synth_preset
ex257,ex257_umul_sorted_operands_default,unsigned low6_high6:a*b,sorted_operands+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_sorted_operands_default.aig,1,1,1,295,37,10915,3952,2.761893,0,0,0.300,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=sorted_operands; flow=default
ex257,ex257_umul_sorted_operands_wreduce_default,unsigned low6_high6:a*b,sorted_operands+wreduce_default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_sorted_operands_wreduce_default.aig,1,1,1,295,37,10915,3952,2.761893,0,0,0.297,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=sorted_operands; flow=wreduce_default
ex257,ex257_umul_sorted_operands_abc_g_aig,unsigned low6_high6:a*b,sorted_operands+abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_sorted_operands_abc_g_aig.aig,1,1,1,295,37,10915,3952,2.761893,0,0,0.297,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=sorted_operands; flow=abc_g_aig
ex257,ex257_umul_sorted_operands_wreduce_abc_g_aig,unsigned low6_high6:a*b,sorted_operands+wreduce_abc_g_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_sorted_operands_wreduce_abc_g_aig.aig,1,1,1,295,37,10915,3952,2.761893,0,0,0.300,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=sorted_operands; flow=wreduce_abc_g_aig
ex257,ex257_umul_sorted_operands_arith_wreduce_aig,unsigned low6_high6:a*b,sorted_operands+arith_wreduce_aig,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_sorted_operands_arith_wreduce_aig.aig,1,1,1,295,37,10915,3952,2.761893,0,0,0.300,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=sorted_operands; flow=arith_wreduce_aig
ex257,ex257_umul_sorted_operands_synth_preset,unsigned low6_high6:a*b,sorted_operands+synth_preset,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/verilog/ex257_umul_sorted_operands.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex257/aigs/ex257_umul_sorted_operands_synth_preset.aig,1,1,1,293,37,10841,3952,2.743168,0,0,0.368,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=sorted_operands; flow=synth_preset
ex258,ex258_umul_direct_context_default,unsigned low7_high7:a*b,direct_context+default,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/verilog/ex258_umul_direct_context.v,student/work/ex255_ex259_frontend_umul_deep_20260609_0013/ex258/aigs/ex258_umul_direct_context_default.aig,1,1,1,343,33,11319,6289,1.799809,0,0,0.439,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=direct_context; flow=default
