case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,items,classification,notes
ex225,ex225_fp16_log10_manual14_vec12_9_cube_0e,fp16_log10,manual14_vec12_9_cube_0e,student/work/ex225_frontend_fp16_cube_correction_20260607_1338/ex225/verilog/ex225_fp16_log10_manual14_vec12_9_cube_0e.v,student/work/ex225_frontend_fp16_cube_correction_20260607_1338/ex225/aigs/ex225_fp16_log10_manual14_vec12_9_cube_0e.aig,1,1,1,11672,23,268456,116676,2.300867,0,0,13.405,"table_items=31777; manual_bit14=threshold_expr; vec_cube: bits=12,9; cube_sign_exps=0x0e; attrs=0; const_se=47; tree_se=16; cube_se=1; tree_runs=52; cube_items=73",structural_exact,"exact high/low mantissa correction; table_items=31777; manual_bit14=threshold_expr; vec_cube: bits=12,9; cube_sign_exps=0x0e; attrs=0; const_se=47; tree_se=16; cube_se=1; tree_runs=52; cube_items=73"
ex225,ex225_fp16_log10_manual14_vec12_9_cube_0f,fp16_log10,manual14_vec12_9_cube_0f,student/work/ex225_frontend_fp16_cube_correction_20260607_1338/ex225/verilog/ex225_fp16_log10_manual14_vec12_9_cube_0f.v,student/work/ex225_frontend_fp16_cube_correction_20260607_1338/ex225/aigs/ex225_fp16_log10_manual14_vec12_9_cube_0f.aig,1,1,1,11634,23,267582,116676,2.293377,0,0,14.559,"table_items=31777; manual_bit14=threshold_expr; vec_cube: bits=12,9; cube_sign_exps=0x0f; attrs=0; const_se=47; tree_se=16; cube_se=1; tree_runs=52; cube_items=79",structural_exact,"exact high/low mantissa correction; table_items=31777; manual_bit14=threshold_expr; vec_cube: bits=12,9; cube_sign_exps=0x0f; attrs=0; const_se=47; tree_se=16; cube_se=1; tree_runs=52; cube_items=79"
ex225,ex225_fp16_log10_manual14_vec12_9_cube_0e_0f,fp16_log10,manual14_vec12_9_cube_0e_0f,student/work/ex225_frontend_fp16_cube_correction_20260607_1338/ex225/verilog/ex225_fp16_log10_manual14_vec12_9_cube_0e_0f.v,student/work/ex225_frontend_fp16_cube_correction_20260607_1338/ex225/aigs/ex225_fp16_log10_manual14_vec12_9_cube_0e_0f.aig,1,1,1,11720,24,281280,116676,2.410779,0,0,15.946,"table_items=31777; manual_bit14=threshold_expr; vec_cube: bits=12,9; cube_sign_exps=0x0e,0x0f; attrs=0; const_se=47; tree_se=15; cube_se=2; tree_runs=32; cube_items=152",structural_exact,"exact high/low mantissa correction; table_items=31777; manual_bit14=threshold_expr; vec_cube: bits=12,9; cube_sign_exps=0x0e,0x0f; attrs=0; const_se=47; tree_se=15; cube_se=2; tree_runs=32; cube_items=152"
ex225,ex225_fp16_log10_manual14_vec12_9_cube_0e_0f_attr,fp16_log10,manual14_vec12_9_cube_0e_0f_attr,student/work/ex225_frontend_fp16_cube_correction_20260607_1338/ex225/verilog/ex225_fp16_log10_manual14_vec12_9_cube_0e_0f_attr.v,student/work/ex225_frontend_fp16_cube_correction_20260607_1338/ex225/aigs/ex225_fp16_log10_manual14_vec12_9_cube_0e_0f_attr.aig,1,1,1,11720,24,281280,116676,2.410779,0,0,16.750,"table_items=31777; manual_bit14=threshold_expr; vec_cube: bits=12,9; cube_sign_exps=0x0e,0x0f; attrs=1; const_se=47; tree_se=15; cube_se=2; tree_runs=32; cube_items=152",structural_exact,"exact high/low mantissa correction; table_items=31777; manual_bit14=threshold_expr; vec_cube: bits=12,9; cube_sign_exps=0x0e,0x0f; attrs=1; const_se=47; tree_se=15; cube_se=2; tree_runs=32; cube_items=152"
ex225,ex225_fp16_log10_manual14_vec12_9_cube_many,fp16_log10,manual14_vec12_9_cube_many,student/work/ex225_frontend_fp16_cube_correction_20260607_1338/ex225/verilog/ex225_fp16_log10_manual14_vec12_9_cube_many.v,student/work/ex225_frontend_fp16_cube_correction_20260607_1338/ex225/aigs/ex225_fp16_log10_manual14_vec12_9_cube_many.aig,1,1,1,11735,24,281640,116676,2.413864,0,0,15.606,"table_items=31777; manual_bit14=threshold_expr; vec_cube: bits=12,9; cube_sign_exps=0x0d,0x0e,0x0f,0x10; attrs=0; const_se=47; tree_se=13; cube_se=4; tree_runs=26; cube_items=181",structural_exact,"exact high/low mantissa correction; table_items=31777; manual_bit14=threshold_expr; vec_cube: bits=12,9; cube_sign_exps=0x0d,0x0e,0x0f,0x10; attrs=0; const_se=47; tree_se=13; cube_se=4; tree_runs=26; cube_items=181"
