case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex225,ex225_fp16_log10_manual14_vec12_9_cube_0f,fp16_log10,manual14_vec12_9_cube_0f,student/work/ex225_frontend_fp16_cube_correction_20260607_1338/ex225/verilog/ex225_fp16_log10_manual14_vec12_9_cube_0f.v,student/work/ex225_frontend_fp16_cube_correction_20260607_1338/ex225/aigs/ex225_fp16_log10_manual14_vec12_9_cube_0f.aig,1,1,11634,23,267582,116676,2.293377,0,0,structural_exact,"exact high/low mantissa correction; table_items=31777; manual_bit14=threshold_expr; vec_cube: bits=12,9; cube_sign_exps=0x0f; attrs=0; const_se=47; tree_se=16; cube_se=1; tree_runs=52; cube_items=79"
