case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex276,ex276_isqrt_radix4_wires_synth_preset_d16,unsigned_floor_isqrt,radix4_wires+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_radix4_wires_synth_preset_d16.aig,1,1,1,93,17,1581,632,2.501582,0,0,0.406,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=radix4_wires; flow=synth_preset_d16
ex276,ex276_isqrt_radix8_wires_abc_g_aig,unsigned_floor_isqrt,radix8_wires+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_radix8_wires_abc_g_aig.aig,1,1,1,117,16,1872,632,2.962025,0,0,0.380,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=radix8_wires; flow=abc_g_aig
ex276,ex276_isqrt_radix8_wires_wreduce_abc_g_aig,unsigned_floor_isqrt,radix8_wires+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_radix8_wires_wreduce_abc_g_aig.aig,1,1,1,117,16,1872,632,2.962025,0,0,0.423,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=radix8_wires; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_radix8_wires_arith_wreduce_aig,unsigned_floor_isqrt,radix8_wires+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_radix8_wires_arith_wreduce_aig.aig,1,1,1,115,17,1955,632,3.093354,0,0,0.386,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=radix8_wires; flow=arith_wreduce_aig
ex276,ex276_isqrt_radix8_wires_synth_preset,unsigned_floor_isqrt,radix8_wires+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_radix8_wires_synth_preset.aig,1,1,1,116,17,1972,632,3.120253,0,0,0.413,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=radix8_wires; flow=synth_preset
ex276,ex276_isqrt_radix8_wires_synth_preset_d12,unsigned_floor_isqrt,radix8_wires+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_radix8_wires_synth_preset_d12.aig,1,1,1,116,17,1972,632,3.120253,0,0,0.408,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=radix8_wires; flow=synth_preset_d12
ex276,ex276_isqrt_radix8_wires_synth_preset_d16,unsigned_floor_isqrt,radix8_wires+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_radix8_wires_synth_preset_d16.aig,1,1,1,116,17,1972,632,3.120253,0,0,0.408,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=radix8_wires; flow=synth_preset_d16
ex276,ex276_isqrt_restoring_wires_abc_g_aig,unsigned_floor_isqrt,restoring_wires+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_restoring_wires_abc_g_aig.aig,1,1,1,87,27,2349,632,3.716772,0,0,0.299,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=restoring_wires; flow=abc_g_aig
ex276,ex276_isqrt_restoring_wires_wreduce_abc_g_aig,unsigned_floor_isqrt,restoring_wires+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_restoring_wires_wreduce_abc_g_aig.aig,1,1,1,86,26,2236,632,3.537975,0,0,0.302,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=restoring_wires; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_restoring_wires_arith_wreduce_aig,unsigned_floor_isqrt,restoring_wires+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_restoring_wires_arith_wreduce_aig.aig,1,1,1,87,26,2262,632,3.579114,0,0,0.443,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=restoring_wires; flow=arith_wreduce_aig
ex276,ex276_isqrt_restoring_wires_synth_preset,unsigned_floor_isqrt,restoring_wires+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_restoring_wires_synth_preset.aig,1,1,1,90,25,2250,632,3.560127,0,0,0.364,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=restoring_wires; flow=synth_preset
ex276,ex276_isqrt_restoring_wires_synth_preset_d12,unsigned_floor_isqrt,restoring_wires+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_restoring_wires_synth_preset_d12.aig,1,1,1,90,25,2250,632,3.560127,0,0,0.384,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=restoring_wires; flow=synth_preset_d12
ex276,ex276_isqrt_restoring_wires_synth_preset_d16,unsigned_floor_isqrt,restoring_wires+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_restoring_wires_synth_preset_d16.aig,1,1,1,90,25,2250,632,3.560127,0,0,0.375,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=restoring_wires; flow=synth_preset_d16
ex276,ex276_isqrt_prefix4_range_abc_g_aig,unsigned_floor_isqrt,prefix4_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_range_abc_g_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.312,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_range; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_range_wreduce_abc_g_aig.aig,1,1,1,116,11,1276,632,2.018987,0,0,0.403,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_range; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix4_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_range_arith_wreduce_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.267,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_range; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix4_range_synth_preset,unsigned_floor_isqrt,prefix4_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_range_synth_preset.aig,1,1,1,114,11,1254,632,1.984177,0,0,0.342,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_range; flow=synth_preset
ex276,ex276_isqrt_prefix4_range_synth_preset_d12,unsigned_floor_isqrt,prefix4_range+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_range_synth_preset_d12.aig,1,1,1,114,11,1254,632,1.984177,0,0,0.347,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_range; flow=synth_preset_d12
ex276,ex276_isqrt_prefix4_range_synth_preset_d16,unsigned_floor_isqrt,prefix4_range+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_prefix4_range_synth_preset_d16.aig,1,1,1,114,11,1254,632,1.984177,0,0,0.346,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_range; flow=synth_preset_d16
ex276,ex276_isqrt_bdd_reverse_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_bdd_reverse_abc_g_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.212,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=abc_g_aig
ex276,ex276_isqrt_bdd_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_bdd_reverse_wreduce_abc_g_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.213,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_reverse_arith_wreduce_aig,unsigned_floor_isqrt,bdd_reverse+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_bdd_reverse_arith_wreduce_aig.aig,1,1,1,111,12,1332,632,2.107595,0,0,0.212,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=arith_wreduce_aig
ex276,ex276_isqrt_bdd_reverse_synth_preset,unsigned_floor_isqrt,bdd_reverse+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_bdd_reverse_synth_preset.aig,1,1,1,105,12,1260,632,1.993671,0,0,0.280,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=synth_preset
ex276,ex276_isqrt_bdd_reverse_synth_preset_d12,unsigned_floor_isqrt,bdd_reverse+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_bdd_reverse_synth_preset_d12.aig,1,1,1,105,12,1260,632,1.993671,0,0,0.288,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=synth_preset_d12
ex276,ex276_isqrt_bdd_reverse_synth_preset_d16,unsigned_floor_isqrt,bdd_reverse+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/verilog/ex276_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex276/aigs/ex276_isqrt_bdd_reverse_synth_preset_d16.aig,1,1,1,105,12,1260,632,1.993671,0,0,0.287,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_reverse; flow=synth_preset_d16
ex277,ex277_isqrt_prefix5_range_abc_g_aig,unsigned_floor_isqrt,prefix5_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix5_range_abc_g_aig.aig,1,1,1,256,12,3072,1980,1.551515,0,0,0.356,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=abc_g_aig
ex277,ex277_isqrt_prefix5_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix5_range_wreduce_abc_g_aig.aig,1,1,1,256,12,3072,1980,1.551515,0,0,0.378,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix5_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix5_range_arith_wreduce_aig.aig,1,1,1,250,12,3000,1980,1.515152,0,0,0.382,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix5_range_synth_preset,unsigned_floor_isqrt,prefix5_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix5_range_synth_preset.aig,1,1,1,242,13,3146,1980,1.588889,0,0,0.471,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=synth_preset
ex277,ex277_isqrt_prefix5_range_synth_preset_d12,unsigned_floor_isqrt,prefix5_range+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix5_range_synth_preset_d12.aig,1,1,1,242,13,3146,1980,1.588889,0,0,0.451,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=synth_preset_d12
ex277,ex277_isqrt_prefix5_range_synth_preset_d16,unsigned_floor_isqrt,prefix5_range+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix5_range_synth_preset_d16.aig,1,1,1,242,13,3146,1980,1.588889,0,0,0.453,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix5_range; flow=synth_preset_d16
ex277,ex277_isqrt_prefix6_range_abc_g_aig,unsigned_floor_isqrt,prefix6_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix6_range_abc_g_aig.aig,1,1,1,294,12,3528,1980,1.781818,0,0,0.376,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix6_range; flow=abc_g_aig
ex277,ex277_isqrt_prefix6_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix6_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix6_range_wreduce_abc_g_aig.aig,1,1,1,286,11,3146,1980,1.588889,0,0,0.378,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix6_range; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix6_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix6_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix6_range_arith_wreduce_aig.aig,1,1,1,284,11,3124,1980,1.577778,0,0,0.380,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix6_range; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix6_range_synth_preset,unsigned_floor_isqrt,prefix6_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix6_range_synth_preset.aig,1,1,1,267,11,2937,1980,1.483333,1,0,0.544,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix6_range; flow=synth_preset
ex277,ex277_isqrt_prefix6_range_synth_preset_d12,unsigned_floor_isqrt,prefix6_range+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix6_range_synth_preset_d12.aig,1,1,1,267,11,2937,1980,1.483333,1,0,0.502,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix6_range; flow=synth_preset_d12
ex277,ex277_isqrt_prefix6_range_synth_preset_d16,unsigned_floor_isqrt,prefix6_range+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix6_range_synth_preset_d16.aig,1,1,1,267,11,2937,1980,1.483333,1,0,0.500,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix6_range; flow=synth_preset_d16
ex277,ex277_isqrt_prefix7_range_abc_g_aig,unsigned_floor_isqrt,prefix7_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix7_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix7_range_abc_g_aig.aig,1,1,1,362,11,3982,1980,2.011111,0,0,0.439,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix7_range; flow=abc_g_aig
ex277,ex277_isqrt_prefix7_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix7_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix7_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix7_range_wreduce_abc_g_aig.aig,1,1,1,343,11,3773,1980,1.905556,0,0,0.438,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix7_range; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix7_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix7_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix7_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix7_range_arith_wreduce_aig.aig,1,1,1,355,11,3905,1980,1.972222,0,0,0.439,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix7_range; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix7_range_synth_preset,unsigned_floor_isqrt,prefix7_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix7_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix7_range_synth_preset.aig,1,1,1,321,12,3852,1980,1.945455,0,0,0.530,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix7_range; flow=synth_preset
ex277,ex277_isqrt_prefix7_range_synth_preset_d12,unsigned_floor_isqrt,prefix7_range+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix7_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix7_range_synth_preset_d12.aig,1,1,1,321,12,3852,1980,1.945455,0,0,0.538,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix7_range; flow=synth_preset_d12
ex277,ex277_isqrt_prefix7_range_synth_preset_d16,unsigned_floor_isqrt,prefix7_range+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix7_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix7_range_synth_preset_d16.aig,1,1,1,321,12,3852,1980,1.945455,0,0,0.574,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix7_range; flow=synth_preset_d16
ex277,ex277_isqrt_prefix8_range_abc_g_aig,unsigned_floor_isqrt,prefix8_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix8_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix8_range_abc_g_aig.aig,1,1,1,372,11,4092,1980,2.066667,0,0,0.550,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix8_range; flow=abc_g_aig
ex277,ex277_isqrt_prefix8_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix8_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix8_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix8_range_wreduce_abc_g_aig.aig,1,1,1,368,11,4048,1980,2.044444,0,0,0.579,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix8_range; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix8_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix8_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix8_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix8_range_arith_wreduce_aig.aig,1,1,1,366,12,4392,1980,2.218182,0,0,0.586,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix8_range; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix8_range_synth_preset,unsigned_floor_isqrt,prefix8_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix8_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix8_range_synth_preset.aig,1,1,1,360,13,4680,1980,2.363636,0,0,0.642,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix8_range; flow=synth_preset
ex277,ex277_isqrt_prefix8_range_synth_preset_d12,unsigned_floor_isqrt,prefix8_range+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix8_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix8_range_synth_preset_d12.aig,1,1,1,360,13,4680,1980,2.363636,0,0,0.635,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix8_range; flow=synth_preset_d12
ex277,ex277_isqrt_prefix8_range_synth_preset_d16,unsigned_floor_isqrt,prefix8_range+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix8_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix8_range_synth_preset_d16.aig,1,1,1,360,13,4680,1980,2.363636,0,0,0.628,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix8_range; flow=synth_preset_d16
ex277,ex277_isqrt_radix4_wires_abc_g_aig,unsigned_floor_isqrt,radix4_wires+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_radix4_wires_abc_g_aig.aig,1,1,1,161,25,4025,1980,2.032828,0,0,0.384,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix4_wires; flow=abc_g_aig
