case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex277,ex277_isqrt_radix4_wires_wreduce_abc_g_aig,unsigned_floor_isqrt,radix4_wires+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_radix4_wires_wreduce_abc_g_aig.aig,1,1,1,159,26,4134,1980,2.087879,0,0,0.404,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix4_wires; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_radix4_wires_arith_wreduce_aig,unsigned_floor_isqrt,radix4_wires+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_radix4_wires_arith_wreduce_aig.aig,1,1,1,161,26,4186,1980,2.114141,0,0,0.405,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix4_wires; flow=arith_wreduce_aig
ex277,ex277_isqrt_radix4_wires_synth_preset,unsigned_floor_isqrt,radix4_wires+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_radix4_wires_synth_preset.aig,1,1,1,161,25,4025,1980,2.032828,0,0,0.451,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix4_wires; flow=synth_preset
ex277,ex277_isqrt_radix4_wires_synth_preset_d12,unsigned_floor_isqrt,radix4_wires+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_radix4_wires_synth_preset_d12.aig,1,1,1,161,25,4025,1980,2.032828,0,0,0.448,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix4_wires; flow=synth_preset_d12
ex277,ex277_isqrt_radix4_wires_synth_preset_d16,unsigned_floor_isqrt,radix4_wires+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_radix4_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_radix4_wires_synth_preset_d16.aig,1,1,1,161,25,4025,1980,2.032828,0,0,0.453,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix4_wires; flow=synth_preset_d16
ex277,ex277_isqrt_radix8_wires_abc_g_aig,unsigned_floor_isqrt,radix8_wires+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_radix8_wires_abc_g_aig.aig,1,1,1,196,22,4312,1980,2.177778,0,0,0.457,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix8_wires; flow=abc_g_aig
ex277,ex277_isqrt_radix8_wires_wreduce_abc_g_aig,unsigned_floor_isqrt,radix8_wires+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_radix8_wires_wreduce_abc_g_aig.aig,1,1,1,193,23,4439,1980,2.241919,0,0,0.469,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix8_wires; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_radix8_wires_arith_wreduce_aig,unsigned_floor_isqrt,radix8_wires+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_radix8_wires_arith_wreduce_aig.aig,1,1,1,199,24,4776,1980,2.412121,0,0,0.452,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix8_wires; flow=arith_wreduce_aig
ex277,ex277_isqrt_radix8_wires_synth_preset,unsigned_floor_isqrt,radix8_wires+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_radix8_wires_synth_preset.aig,1,1,1,195,21,4095,1980,2.068182,0,0,0.543,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix8_wires; flow=synth_preset
ex277,ex277_isqrt_radix8_wires_synth_preset_d12,unsigned_floor_isqrt,radix8_wires+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_radix8_wires_synth_preset_d12.aig,1,1,1,195,21,4095,1980,2.068182,0,0,0.505,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix8_wires; flow=synth_preset_d12
ex277,ex277_isqrt_radix8_wires_synth_preset_d16,unsigned_floor_isqrt,radix8_wires+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_radix8_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_radix8_wires_synth_preset_d16.aig,1,1,1,195,21,4095,1980,2.068182,0,0,0.494,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=radix8_wires; flow=synth_preset_d16
ex277,ex277_isqrt_restoring_wires_abc_g_aig,unsigned_floor_isqrt,restoring_wires+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_restoring_wires_abc_g_aig.aig,1,1,1,135,37,4995,1980,2.522727,0,0,0.318,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=restoring_wires; flow=abc_g_aig
ex277,ex277_isqrt_restoring_wires_wreduce_abc_g_aig,unsigned_floor_isqrt,restoring_wires+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_restoring_wires_wreduce_abc_g_aig.aig,1,1,1,136,37,5032,1980,2.541414,0,0,0.336,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=restoring_wires; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_restoring_wires_arith_wreduce_aig,unsigned_floor_isqrt,restoring_wires+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_restoring_wires_arith_wreduce_aig.aig,1,1,1,137,36,4932,1980,2.490909,0,0,0.332,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=restoring_wires; flow=arith_wreduce_aig
ex277,ex277_isqrt_restoring_wires_synth_preset,unsigned_floor_isqrt,restoring_wires+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_restoring_wires_synth_preset.aig,1,1,1,133,38,5054,1980,2.552525,0,0,0.382,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=restoring_wires; flow=synth_preset
ex277,ex277_isqrt_restoring_wires_synth_preset_d12,unsigned_floor_isqrt,restoring_wires+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_restoring_wires_synth_preset_d12.aig,1,1,1,133,38,5054,1980,2.552525,0,0,0.390,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=restoring_wires; flow=synth_preset_d12
ex277,ex277_isqrt_restoring_wires_synth_preset_d16,unsigned_floor_isqrt,restoring_wires+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_restoring_wires.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_restoring_wires_synth_preset_d16.aig,1,1,1,133,38,5054,1980,2.552525,0,0,0.394,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=restoring_wires; flow=synth_preset_d16
ex277,ex277_isqrt_prefix4_range_abc_g_aig,unsigned_floor_isqrt,prefix4_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix4_range_abc_g_aig.aig,1,1,1,270,12,3240,1980,1.636364,0,0,0.438,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_range; flow=abc_g_aig
ex277,ex277_isqrt_prefix4_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix4_range_wreduce_abc_g_aig.aig,1,1,1,271,12,3252,1980,1.642424,0,0,0.491,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_range; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_prefix4_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix4_range_arith_wreduce_aig.aig,1,1,1,264,13,3432,1980,1.733333,0,0,0.464,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_range; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix4_range_synth_preset,unsigned_floor_isqrt,prefix4_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix4_range_synth_preset.aig,1,1,1,263,13,3419,1980,1.726768,0,0,0.542,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_range; flow=synth_preset
ex277,ex277_isqrt_prefix4_range_synth_preset_d12,unsigned_floor_isqrt,prefix4_range+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix4_range_synth_preset_d12.aig,1,1,1,263,13,3419,1980,1.726768,0,0,0.548,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_range; flow=synth_preset_d12
ex277,ex277_isqrt_prefix4_range_synth_preset_d16,unsigned_floor_isqrt,prefix4_range+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_prefix4_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_prefix4_range_synth_preset_d16.aig,1,1,1,263,13,3419,1980,1.726768,0,0,0.552,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix4_range; flow=synth_preset_d16
ex277,ex277_isqrt_bdd_reverse_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_bdd_reverse_abc_g_aig.aig,1,1,1,252,17,4284,1980,2.163636,0,0,0.261,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_reverse; flow=abc_g_aig
ex277,ex277_isqrt_bdd_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_bdd_reverse_wreduce_abc_g_aig.aig,1,1,1,252,17,4284,1980,2.163636,0,0,0.263,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_reverse; flow=wreduce_abc_g_aig
ex277,ex277_isqrt_bdd_reverse_arith_wreduce_aig,unsigned_floor_isqrt,bdd_reverse+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_bdd_reverse_arith_wreduce_aig.aig,1,1,1,252,17,4284,1980,2.163636,0,0,0.280,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_reverse; flow=arith_wreduce_aig
ex277,ex277_isqrt_bdd_reverse_synth_preset,unsigned_floor_isqrt,bdd_reverse+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_bdd_reverse_synth_preset.aig,1,1,1,243,15,3645,1980,1.840909,0,0,0.346,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_reverse; flow=synth_preset
ex277,ex277_isqrt_bdd_reverse_synth_preset_d12,unsigned_floor_isqrt,bdd_reverse+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_bdd_reverse_synth_preset_d12.aig,1,1,1,243,15,3645,1980,1.840909,0,0,0.343,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_reverse; flow=synth_preset_d12
ex277,ex277_isqrt_bdd_reverse_synth_preset_d16,unsigned_floor_isqrt,bdd_reverse+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/verilog/ex277_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex277/aigs/ex277_isqrt_bdd_reverse_synth_preset_d16.aig,1,1,1,243,15,3645,1980,1.840909,0,0,0.344,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=bdd_reverse; flow=synth_preset_d16
ex278,ex278_isqrt_prefix5_range_abc_g_aig,unsigned_floor_isqrt,prefix5_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix5_range_abc_g_aig.aig,1,1,1,524,15,7860,5198,1.512120,0,0,0.811,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix5_range; flow=abc_g_aig
ex278,ex278_isqrt_prefix5_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix5_range_wreduce_abc_g_aig.aig,1,1,1,529,14,7406,5198,1.424779,1,0,0.818,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix5_range; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_prefix5_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix5_range_arith_wreduce_aig.aig,1,1,1,528,15,7920,5198,1.523663,0,0,0.842,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix5_range; flow=arith_wreduce_aig
ex278,ex278_isqrt_prefix5_range_synth_preset,unsigned_floor_isqrt,prefix5_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix5_range_synth_preset.aig,1,1,1,502,14,7028,5198,1.352058,1,0,0.908,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix5_range; flow=synth_preset
ex278,ex278_isqrt_prefix5_range_synth_preset_d12,unsigned_floor_isqrt,prefix5_range+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix5_range_synth_preset_d12.aig,1,1,1,502,14,7028,5198,1.352058,1,0,0.913,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix5_range; flow=synth_preset_d12
ex278,ex278_isqrt_prefix5_range_synth_preset_d16,unsigned_floor_isqrt,prefix5_range+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix5_range_synth_preset_d16.aig,1,1,1,502,14,7028,5198,1.352058,1,0,0.903,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix5_range; flow=synth_preset_d16
ex278,ex278_isqrt_prefix6_range_abc_g_aig,unsigned_floor_isqrt,prefix6_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix6_range_abc_g_aig.aig,1,1,1,545,14,7630,5198,1.467872,1,0,0.615,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix6_range; flow=abc_g_aig
ex278,ex278_isqrt_prefix6_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix6_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix6_range_wreduce_abc_g_aig.aig,1,1,1,560,14,7840,5198,1.508272,0,0,0.631,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix6_range; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_prefix6_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix6_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix6_range_arith_wreduce_aig.aig,1,1,1,551,14,7714,5198,1.484032,1,0,0.634,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix6_range; flow=arith_wreduce_aig
ex278,ex278_isqrt_prefix6_range_synth_preset,unsigned_floor_isqrt,prefix6_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix6_range_synth_preset.aig,1,1,1,517,14,7238,5198,1.392459,1,0,0.745,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix6_range; flow=synth_preset
ex278,ex278_isqrt_prefix6_range_synth_preset_d12,unsigned_floor_isqrt,prefix6_range+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix6_range_synth_preset_d12.aig,1,1,1,517,14,7238,5198,1.392459,1,0,0.743,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix6_range; flow=synth_preset_d12
ex278,ex278_isqrt_prefix6_range_synth_preset_d16,unsigned_floor_isqrt,prefix6_range+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix6_range_synth_preset_d16.aig,1,1,1,517,14,7238,5198,1.392459,1,0,0.745,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix6_range; flow=synth_preset_d16
ex278,ex278_isqrt_prefix7_range_abc_g_aig,unsigned_floor_isqrt,prefix7_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix7_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix7_range_abc_g_aig.aig,1,1,1,610,13,7930,5198,1.525587,0,0,0.605,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix7_range; flow=abc_g_aig
ex278,ex278_isqrt_prefix7_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix7_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix7_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix7_range_wreduce_abc_g_aig.aig,1,1,1,594,14,8316,5198,1.599846,0,0,0.599,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix7_range; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_prefix7_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix7_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix7_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix7_range_arith_wreduce_aig.aig,1,1,1,606,13,7878,5198,1.515583,0,0,0.599,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix7_range; flow=arith_wreduce_aig
ex278,ex278_isqrt_prefix7_range_synth_preset,unsigned_floor_isqrt,prefix7_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix7_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix7_range_synth_preset.aig,1,1,1,577,13,7501,5198,1.443055,1,0,0.705,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix7_range; flow=synth_preset
ex278,ex278_isqrt_prefix7_range_synth_preset_d12,unsigned_floor_isqrt,prefix7_range+synth_preset_d12,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix7_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix7_range_synth_preset_d12.aig,1,1,1,577,13,7501,5198,1.443055,1,0,0.708,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix7_range; flow=synth_preset_d12
ex278,ex278_isqrt_prefix7_range_synth_preset_d16,unsigned_floor_isqrt,prefix7_range+synth_preset_d16,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix7_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix7_range_synth_preset_d16.aig,1,1,1,577,13,7501,5198,1.443055,1,0,0.928,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix7_range; flow=synth_preset_d16
ex278,ex278_isqrt_prefix8_range_abc_g_aig,unsigned_floor_isqrt,prefix8_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix8_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix8_range_abc_g_aig.aig,1,1,1,689,13,8957,5198,1.723163,0,0,0.736,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix8_range; flow=abc_g_aig
ex278,ex278_isqrt_prefix8_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix8_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/verilog/ex278_isqrt_prefix8_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prefix_20260609_1551/ex278/aigs/ex278_isqrt_prefix8_range_wreduce_abc_g_aig.aig,1,1,1,713,13,9269,5198,1.783186,0,0,0.712,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix8_range; flow=wreduce_abc_g_aig
