case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes
ex287,ex287_unknown_bit_hybrid_primary_0,unknown_bit_hybrid,primary_0,/home/b10507053/ALS_Final_Project/student/work/ex287_frontend_bit_hybrid_single_20260608_1605/ex287/verilog/ex287_unknown_bit_hybrid_primary_0.v,/home/b10507053/ALS_Final_Project/student/work/ex287_frontend_bit_hybrid_single_20260608_1605/ex287/aigs/ex287_unknown_bit_hybrid_primary_0.aig,1,1,1,1984,19,37696,5782,6.519543,0,0,structural_exact,structural decision-tree primary bit over symmetry-BDD secondary,,recovered after stopping selected-bit hybrid sweep; ABC CEC equivalent
ex287,ex287_unknown_bit_hybrid_primary_1,unknown_bit_hybrid,primary_1,/home/b10507053/ALS_Final_Project/student/work/ex287_frontend_bit_hybrid_single_20260608_1605/ex287/verilog/ex287_unknown_bit_hybrid_primary_1.v,/home/b10507053/ALS_Final_Project/student/work/ex287_frontend_bit_hybrid_single_20260608_1605/ex287/aigs/ex287_unknown_bit_hybrid_primary_1.aig,1,1,1,1989,19,37791,5782,6.535974,0,0,structural_exact,structural decision-tree primary bit over symmetry-BDD secondary,,recovered after stopping selected-bit hybrid sweep; ABC CEC equivalent
ex287,ex287_unknown_bit_hybrid_primary_2,unknown_bit_hybrid,primary_2,/home/b10507053/ALS_Final_Project/student/work/ex287_frontend_bit_hybrid_single_20260608_1605/ex287/verilog/ex287_unknown_bit_hybrid_primary_2.v,/home/b10507053/ALS_Final_Project/student/work/ex287_frontend_bit_hybrid_single_20260608_1605/ex287/aigs/ex287_unknown_bit_hybrid_primary_2.aig,1,1,1,2050,20,41000,5782,7.090972,0,0,structural_exact,structural decision-tree primary bit over symmetry-BDD secondary,,recovered after stopping selected-bit hybrid sweep; ABC CEC equivalent
ex287,ex287_unknown_bit_hybrid_primary_3,unknown_bit_hybrid,primary_3,/home/b10507053/ALS_Final_Project/student/work/ex287_frontend_bit_hybrid_single_20260608_1605/ex287/verilog/ex287_unknown_bit_hybrid_primary_3.v,/home/b10507053/ALS_Final_Project/student/work/ex287_frontend_bit_hybrid_single_20260608_1605/ex287/aigs/ex287_unknown_bit_hybrid_primary_3.aig,1,1,1,2018,19,38342,5782,6.631269,0,0,structural_exact,structural decision-tree primary bit over symmetry-BDD secondary,,recovered after stopping selected-bit hybrid sweep; ABC CEC equivalent
ex287,ex287_unknown_bit_hybrid_primary_4,unknown_bit_hybrid,primary_4,/home/b10507053/ALS_Final_Project/student/work/ex287_frontend_bit_hybrid_single_20260608_1605/ex287/verilog/ex287_unknown_bit_hybrid_primary_4.v,/home/b10507053/ALS_Final_Project/student/work/ex287_frontend_bit_hybrid_single_20260608_1605/ex287/aigs/ex287_unknown_bit_hybrid_primary_4.aig,1,1,1,1964,19,37316,5782,6.453822,0,0,structural_exact,structural decision-tree primary bit over symmetry-BDD secondary,,recovered after stopping selected-bit hybrid sweep; ABC CEC equivalent
ex287,ex287_unknown_bit_hybrid_primary_5,unknown_bit_hybrid,primary_5,/home/b10507053/ALS_Final_Project/student/work/ex287_frontend_bit_hybrid_single_20260608_1605/ex287/verilog/ex287_unknown_bit_hybrid_primary_5.v,/home/b10507053/ALS_Final_Project/student/work/ex287_frontend_bit_hybrid_single_20260608_1605/ex287/aigs/ex287_unknown_bit_hybrid_primary_5.aig,1,1,1,2001,19,38019,5782,6.575406,0,0,structural_exact,structural decision-tree primary bit over symmetry-BDD secondary,,recovered after stopping selected-bit hybrid sweep; ABC CEC equivalent
ex287,ex287_unknown_bit_hybrid_primary_6,unknown_bit_hybrid,primary_6,/home/b10507053/ALS_Final_Project/student/work/ex287_frontend_bit_hybrid_single_20260608_1605/ex287/verilog/ex287_unknown_bit_hybrid_primary_6.v,/home/b10507053/ALS_Final_Project/student/work/ex287_frontend_bit_hybrid_single_20260608_1605/ex287/aigs/ex287_unknown_bit_hybrid_primary_6.aig,1,1,1,1814,19,34466,5782,5.960913,0,0,structural_exact,structural decision-tree primary bit over symmetry-BDD secondary,,recovered after stopping selected-bit hybrid sweep; ABC CEC equivalent
