case,hypothesis/function_guess,candidate_count,verified_truth_count,synthesized_count,equivalent_count,semantic_exact_count,semantic_hybrid_count,structural_exact_count,best_candidate_id,best_variant,best_classification,best_area,best_delay,best_adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,top5,notes
ex287,unknown_bit_hybrid,7,7,7,7,0,0,7,ex287_unknown_bit_hybrid_primary_6,primary_6,structural_exact,1814,19,34466,5782,5.960913,0,0,primary_6:34466; primary_4:37316; primary_0:37696; primary_1:37791; primary_5:38019,
