case,domain,agent_id,candidate_id,method_signature,hypothesis,representation,shared_structure,verilog_path,aig_path,evaluate_log,equivalent,simulation_pass,area,delay,adp,frontend_best_adp,new_best_adp,old_best_adp,old_frontend_adp,reference_adp,improvement_vs_frontend,beats_reference,notes
ex285,unknown,local-ex285-iter-r39,ex285_r39_resyn2rs_area_from_frontend_best,ex285|frontend_best_structural_remap|abc_diverse_resyn2rs_area|preserve_frontend_source_shared_logic|parent_ex285_r38_compress2rs_area_from_frontend_best|resyn2rs_area|official_evaluate|full_word,frontend best structural remap from current best,ABC diverse remap flow resyn2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex285_frontend_gt2_iter_remap_round39_20260613_0822/local-ex285-iter-r39/ex285/aigs/ex285_r39_resyn2rs_area_from_frontend_best.aig,student/work/ex285_frontend_gt2_iter_remap_round39_20260613_0822/local-ex285-iter-r39/ex285/logs/ex285_r39_resyn2rs_area_from_frontend_best.evaluate.py.log,1,not_run,658,17,11186,11186,11186,11203,11203,5499,17,0,official evaluate.py OK; abc_log=student/work/ex285_frontend_gt2_iter_remap_round39_20260613_0822/local-ex285-iter-r39/ex285/logs/ex285_r39_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.193; eval_sec=0.229; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
