case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex270,ex270_square_wallace_square_outside_csel2_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel2+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_csel2.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_csel2_abc_g_aig.aig,1,1,1,191,20,3820,2076,1.840077,0,0,0.290,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel2; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel3_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel3+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel3_abc_g_aig.aig,1,1,1,716,40,28640,15078,1.899456,0,0,0.761,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel3; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel3_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel3+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel3_wreduce_abc_g_aig.aig,1,1,1,716,40,28640,15078,1.899456,0,0,0.779,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel3; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_outside_csel3_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel3+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel3_synth_preset.aig,1,1,1,714,40,28560,15078,1.894150,0,0,0.937,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel3; flow=synth_preset
ex273,ex273_square_wallace_square_outside_csel4_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel4+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel4_abc_g_aig.aig,1,1,1,720,38,27360,15078,1.814564,0,0,0.762,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel4; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel4+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel4_wreduce_abc_g_aig.aig,1,1,1,720,38,27360,15078,1.814564,0,0,0.775,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel4; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_outside_csel4_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel4+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_csel4_synth_preset.aig,1,1,1,718,38,27284,15078,1.809524,0,0,0.926,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel4; flow=synth_preset
ex273,ex273_square_wallace_square_outside_hcla4_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla4_abc_g_aig.aig,1,1,1,721,41,29561,15078,1.960539,0,0,0.776,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla4; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_hcla4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla4_wreduce_abc_g_aig.aig,1,1,1,723,40,28920,15078,1.918026,0,0,0.811,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla4; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_outside_hcla4_synth_preset,unsigned_square_x_times_x,wallace_square_outside_hcla4+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla4_synth_preset.aig,1,1,1,708,44,31152,15078,2.066057,0,0,0.987,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla4; flow=synth_preset
ex273,ex273_square_wallace_square_outside_hcla6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla6_abc_g_aig.aig,1,1,1,719,41,29479,15078,1.955100,0,0,0.775,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla6; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_hcla6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla6_wreduce_abc_g_aig.aig,1,1,1,719,42,30198,15078,2.002786,0,0,0.832,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla6; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_outside_hcla6_synth_preset,unsigned_square_x_times_x,wallace_square_outside_hcla6+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/verilog/ex273_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex273/aigs/ex273_square_wallace_square_outside_hcla6_synth_preset.aig,1,1,1,713,42,29946,15078,1.986072,0,0,0.969,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_hcla6; flow=synth_preset
ex274,ex274_square_wallace_square_outside_csel2_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel2+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel2.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel2_abc_g_aig.aig,1,1,1,956,49,46844,21630,2.165696,0,0,3.428,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel2; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_csel2_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel2+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel2.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel2_wreduce_abc_g_aig.aig,1,1,1,957,49,46893,21630,2.167961,0,0,3.536,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel2; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_outside_csel2_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel2+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel2.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel2_synth_preset.aig,1,1,1,946,53,50138,21630,2.317984,0,0,3.652,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel2; flow=synth_preset
ex274,ex274_square_wallace_square_outside_csel3_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel3+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel3_abc_g_aig.aig,1,1,1,965,46,44390,21630,2.052242,0,0,3.490,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel3; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_csel3_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel3+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel3_wreduce_abc_g_aig.aig,1,1,1,965,46,44390,21630,2.052242,0,0,3.554,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel3; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_outside_csel3_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel3+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel3_synth_preset.aig,1,1,1,963,47,45261,21630,2.092510,0,0,3.607,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel3; flow=synth_preset
ex274,ex274_square_wallace_square_outside_csel4_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel4+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel4_abc_g_aig.aig,1,1,1,964,46,44344,21630,2.050116,0,0,3.368,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel4; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_csel4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel4+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel4_wreduce_abc_g_aig.aig,1,1,1,965,46,44390,21630,2.052242,0,0,3.480,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel4; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_outside_csel4_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel4+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_csel4_synth_preset.aig,1,1,1,959,46,44114,21630,2.039482,0,0,3.600,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_csel4; flow=synth_preset
ex274,ex274_square_wallace_square_outside_hcla4_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla4_abc_g_aig.aig,1,1,1,965,48,46320,21630,2.141470,0,0,3.610,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla4; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_hcla4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla4_wreduce_abc_g_aig.aig,1,1,1,971,47,45637,21630,2.109894,0,0,3.794,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla4; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_outside_hcla4_synth_preset,unsigned_square_x_times_x,wallace_square_outside_hcla4+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla4_synth_preset.aig,1,1,1,954,50,47700,21630,2.205270,0,0,3.832,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla4; flow=synth_preset
ex274,ex274_square_wallace_square_outside_hcla6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla6_abc_g_aig.aig,1,1,1,968,46,44528,21630,2.058622,0,0,3.728,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla6; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_hcla6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+wreduce_abc_g_aig,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla6_wreduce_abc_g_aig.aig,1,1,1,970,48,46560,21630,2.152566,0,0,3.543,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla6; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_outside_hcla6_synth_preset,unsigned_square_x_times_x,wallace_square_outside_hcla6+synth_preset,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_carryselect_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla6_synth_preset.aig,1,1,1,971,46,44666,21630,2.065002,0,0,3.816,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla6; flow=synth_preset
