case,metric,key,value,detail
ex286,degree2_from_twohot,out1,4166/8192,linear=0000000000010;quadratic_terms=16;first=x=0x1a;expected=1;pred=0
ex286,degree2_from_twohot,out11,4288/8192,linear=0000110000000;quadratic_terms=26;first=x=0x7;expected=0;pred=1
ex286,degree2_from_twohot,out12,4449/8192,linear=0000000000000;quadratic_terms=4;first=x=0xd;expected=0;pred=1
ex286,degree2_residual_bdd,out0,246->360,matches=4297/8192;linear_terms=0;quadratic_terms=8;order=0:12:1:11:2:10:3:9:4:8:5:7:6
ex286,degree2_residual_bdd,out1,216->264,matches=4166/8192;linear_terms=1;quadratic_terms=16;order=0:12:1:11:2:10:3:9:4:8:5:7:6
ex286,degree2_residual_bdd,out11,208->271,matches=4288/8192;linear_terms=2;quadratic_terms=26;order=0:12:1:11:2:10:3:9:4:8:5:7:6
ex286,degree2_residual_bdd,out12,245->266,matches=4449/8192;linear_terms=0;quadratic_terms=4;order=0:12:1:11:2:10:3:9:4:8:5:7:6
ex287,onehot_map,input_to_output_slot,6:13:9:5:11:11:9:9:3:3:4:3:5:9,
ex287,twohot_onehot_pair_conflicts,slot_pair_to_output,47,keys=25;pairs=91;first=inputs=0:6;slot_pair=6:9;old=0x500;new=0x140
ex287,twohot_output_matrix,out0,8,ones=5;rows=0:0:400:0:20:10:80:40:200:100:1004:0:400:0
ex287,twohot_output_matrix,out1,8,ones=11;rows=0:0:3000:30c0:20:10:2088:2048:200:100:0:0:c:cc
ex287,twohot_output_matrix,out2,2,ones=8;rows=b02:401:0:0:0:0:0:0:401:401:b02:401:0:0
ex287,twohot_output_matrix,out3,8,ones=26;rows=2:1:b00:30:2b08:2b08:b00:b00:18f4:18f4:800:17f4:b00:30
ex287,twohot_output_matrix,out4,4,ones=10;rows=1008:0:0:401:400:400:400:400:400:400:13f8:0:401:0
ex287,twohot_output_matrix,out5,8,ones=22;rows=400:3b08:0:3f2:1008:1008:1008:1008:180a:180a:1:1302:bf2:2
ex287,twohot_output_matrix,out6,2,ones=8;rows=23f8:0:0:1:1:1:1:1:1:1:0:0:0:1
ex287,twohot_output_matrix,out7,6,ones=8;rows=400:808:30:802:1004:1004:0:0:0:0:1:a:30:0
ex287,twohot_output_matrix,out8,2,ones=8;rows=20c4:0:401:0:0:0:401:401:0:0:20c4:0:0:401
ex287,twohot_output_matrix,out9,6,ones=28;rows=0:3034:3f2:0:28c6:28c6:2334:2334:20c4:20c4:0:2030:2:bf2
ex287,twohot_output_matrix,out10,4,ones=6;rows=1034:0:1:0:401:401:0:0:0:0:30:0:1:0
ex287,twohot_output_matrix,out11,6,ones=20;rows=0:c4:802:b00:3c0:3c0:832:832:2038:2038:0:20cc:0:b00
ex287,twohot_output_matrix,out12,8,ones=6;rows=800:400:8:404:0:0:0:0:0:0:200a:1:2000:1400
ex287,twohot_output_matrix,out13,6,ones=16;rows=0:3f0:30c8:3004:2:2:1006:1006:2:2:0:0:20cc:100c
ex287,twohot_rank_summary,all_output_bits,b0:r8:ones5;b1:r8:ones11;b2:r2:ones8;b3:r8:ones26;b4:r4:ones10;b5:r8:ones22;b6:r2:ones8;b7:r6:ones8;b8:r2:ones8;b9:r6:ones28;b10:r4:ones6;b11:r6:ones20;b12:r8:ones6;b13:r6:ones16,low_rank_bits=2:4:6:8:10
ex287,degree2_from_twohot,out0,8365/16384,linear=00000000000000;quadratic_terms=5;first=x=0xd;expected=1;pred=0
ex287,degree2_from_twohot,out1,8375/16384,linear=00000000000000;quadratic_terms=11;first=x=0x1a;expected=1;pred=0
ex287,degree2_from_twohot,out12,9191/16384,linear=00000000000000;quadratic_terms=6;first=x=0xd;expected=0;pred=1
ex287,degree2_from_twohot,out13,8563/16384,linear=01000000000000;quadratic_terms=17;first=x=0x7;expected=0;pred=1
ex287,degree2_residual_bdd,out0,283->319,matches=8365/16384;linear_terms=0;quadratic_terms=5;order=0:13:1:12:2:11:3:10:4:9:5:8:6:7
ex287,degree2_residual_bdd,out1,297->364,matches=8375/16384;linear_terms=0;quadratic_terms=11;order=0:13:1:12:2:11:3:10:4:9:5:8:6:7
ex287,degree2_residual_bdd,out12,287->301,matches=9191/16384;linear_terms=0;quadratic_terms=6;order=0:13:1:12:2:11:3:10:4:9:5:8:6:7
ex287,degree2_residual_bdd,out13,308->341,matches=8563/16384;linear_terms=1;quadratic_terms=17;order=0:13:1:12:2:11:3:10:4:9:5:8:6:7
ex288,onehot_map,input_to_output_slot,14:13:9:5:11:11:9:9:3:3:5:4:1:5:8,
ex288,twohot_onehot_pair_conflicts,slot_pair_to_output,43,keys=40;pairs=105;first=inputs=0:6;slot_pair=9:14;old=0x500;new=0x4100
ex288,twohot_output_matrix,out0,12,ones=11;rows=1000:0:800:4000:20:10:4080:4040:200:100:800:3404:801:800:c8
ex288,twohot_output_matrix,out1,14,ones=21;rows=0:1000:6400:20c0:1020:1010:5088:5048:1200:1100:3804:400:7f2:40c:c4
ex288,twohot_output_matrix,out2,2,ones=1;rows=2:1:0:0:0:0:0:0:0:0:0:0:0:0:0
ex288,twohot_output_matrix,out3,8,ones=21;rows=2:401:300:30:4308:4308:300:300:24f4:24f4:1302:0:400:300:30
ex288,twohot_output_matrix,out4,4,ones=9;rows=408:0:0:801:800:800:800:800:800:800:1:3f8:0:0:0
ex288,twohot_output_matrix,out5,8,ones=30;rows=800:6308:1000:7f2:2408:2408:2408:2408:340a:340a:23f8:1:2304:17f2:2
ex288,twohot_output_matrix,out6,6,ones=11;rows=6308:800:0:1:0:0:0:0:801:801:0:3302:2800:1801:1
ex288,twohot_output_matrix,out7,6,ones=8;rows=800:1008:30:1002:2004:2004:0:0:0:0:0:1:a:30:0
ex288,twohot_output_matrix,out8,4,ones=13;rows=40c4:0:801:0:4000:4000:801:801:4000:4000:0:40c4:4000:0:1b31
ex288,twohot_output_matrix,out9,6,ones=25;rows=0:2034:7f2:1000:10c6:10c6:734:734:c4:c4:c4:0:4038:2:1000
ex288,twohot_output_matrix,out10,6,ones=7;rows=2034:4000:1:0:801:801:0:0:0:0:0:30:0:1:2
ex288,twohot_output_matrix,out11,6,ones=20;rows=0:c4:1002:300:7c0:7c0:1032:1032:4038:4038:30:0:c4:0:300
ex288,twohot_output_matrix,out12,8,ones=7;rows=1000:800:4008:804:0:0:0:0:0:0:4000:400a:1:0:c04
ex288,twohot_output_matrix,out13,8,ones=18;rows=0:7f0:20c8:6404:2:2:2006:2006:2:2:400a:0:0:40cc:2408
ex288,twohot_output_matrix,out14,4,ones=8;rows=7f0:0:0:0:1:1:1:1:1:1:1:0:0:4000:2000
ex288,twohot_rank_summary,all_output_bits,b0:r12:ones11;b1:r14:ones21;b2:r2:ones1;b3:r8:ones21;b4:r4:ones9;b5:r8:ones30;b6:r6:ones11;b7:r6:ones8;b8:r4:ones13;b9:r6:ones25;b10:r6:ones7;b11:r6:ones20;b12:r8:ones7;b13:r8:ones18;b14:r4:ones8,low_rank_bits=2:4:8:14
ex288,degree2_from_twohot,out0,16687/32768,linear=000000000000000;quadratic_terms=11;first=x=0xd;expected=1;pred=0
ex288,degree2_from_twohot,out1,16586/32768,linear=000000000000100;quadratic_terms=19;first=x=0x1a;expected=1;pred=0
ex288,degree2_from_twohot,out13,16060/32768,linear=010000000000000;quadratic_terms=18;first=x=0x7;expected=0;pred=1
ex288,degree2_from_twohot,out14,17277/32768,linear=100000000000000;quadratic_terms=8;first=x=0x7;expected=0;pred=1
ex288,degree2_residual_bdd,out0,395->615,matches=16687/32768;linear_terms=0;quadratic_terms=11;order=0:14:1:13:2:12:3:11:4:10:5:9:6:8:7
ex288,degree2_residual_bdd,out1,390->479,matches=16586/32768;linear_terms=1;quadratic_terms=19;order=0:14:1:13:2:12:3:11:4:10:5:9:6:8:7
ex288,degree2_residual_bdd,out13,370->432,matches=16060/32768;linear_terms=1;quadratic_terms=18;order=0:14:1:13:2:12:3:11:4:10:5:9:6:8:7
ex288,degree2_residual_bdd,out14,399->401,matches=17277/32768;linear_terms=1;quadratic_terms=8;order=0:14:1:13:2:12:3:11:4:10:5:9:6:8:7
ex289,onehot_map,input_to_output_slot,14:13:9:5:11:11:9:9:7:7:5:5:2:1:5:9,
ex289,twohot_onehot_pair_conflicts,slot_pair_to_output,70,keys=32;pairs=120;first=inputs=0:6;slot_pair=9:14;old=0x500;new=0x4100
ex289,twohot_output_matrix,out0,12,ones=6;rows=2000:1000:0:0:20:10:80:40:200:100:800:400:2:1:0:0
ex289,twohot_output_matrix,out1,10,ones=24;rows=0:0:cc00:c0c0:2020:2010:a088:a048:2200:2100:6804:6404:0:ff0:c0c:cc
ex289,twohot_output_matrix,out2,4,ones=10;rows=2:1:0:0:1000:1000:1000:1000:1000:1000:1000:1000:2ff0:1000:0:0
ex289,twohot_output_matrix,out3,6,ones=12;rows=1002:2001:300:30:8008:8008:0:0:4004:4004:0:0:2001:1002:300:30
ex289,twohot_output_matrix,out4,2,ones=8;rows=4c08:0:0:1001:0:0:0:0:0:0:1001:1001:4c08:0:1001:0
ex289,twohot_output_matrix,out5,6,ones=36;rows=0:8308:2000:ff2:4c08:4c08:4c08:4c08:6c0a:6c0a:43f8:43f8:0:4304:2ff0:2
ex289,twohot_output_matrix,out6,4,ones=8;rows=8308:0:1000:1:0:0:0:0:1001:1001:0:0:4304:0:1000:1
ex289,twohot_output_matrix,out7,4,ones=20;rows=0:4c08:0:2002:300:300:300:300:cf0:cf0:2302:2302:0:4c08:2002:0
ex289,twohot_output_matrix,out8,2,ones=8;rows=80c4:0:1001:0:0:0:1001:1001:0:0:0:0:80c4:0:0:1001
ex289,twohot_output_matrix,out9,6,ones=36;rows=0:4034:ff2:2000:a0c6:a0c6:8f34:8f34:80c4:80c4:80c4:80c4:0:8038:2:2ff0
ex289,twohot_output_matrix,out10,4,ones=8;rows=4034:0:1:1000:1001:1001:0:0:0:0:0:0:8038:0:1:1000
ex289,twohot_output_matrix,out11,4,ones=20;rows=0:80c4:2002:0:fc0:fc0:2032:2032:30:30:30:30:0:80c4:0:2002
ex289,twohot_output_matrix,out12,8,ones=4;rows=2000:1000:8:4:0:0:0:0:0:0:0:0:2:1:8000:4000
ex289,twohot_output_matrix,out13,6,ones=22;rows=0:ff0:c0c8:cc04:2:2:4006:4006:2:2:800a:800a:0:0:80cc:4c0c
ex289,twohot_output_matrix,out14,2,ones=8;rows=ff0:0:0:0:1:1:1:1:1:1:1:1:0:0:0:0
ex289,twohot_output_matrix,out15,8,ones=10;rows=1000:2000:30:300:4004:4004:0:0:8008:8008:0:0:1:2:30:300
ex289,twohot_rank_summary,all_output_bits,b0:r12:ones6;b1:r10:ones24;b2:r4:ones10;b3:r6:ones12;b4:r2:ones8;b5:r6:ones36;b6:r4:ones8;b7:r4:ones20;b8:r2:ones8;b9:r6:ones36;b10:r4:ones8;b11:r4:ones20;b12:r8:ones4;b13:r6:ones22;b14:r2:ones8;b15:r8:ones10,low_rank_bits=2:4:6:7:8:10:11:14
ex289,degree2_from_twohot,out0,33769/65536,linear=0000000000000000;quadratic_terms=6;first=x=0xd;expected=1;pred=0
ex289,degree2_from_twohot,out1,32097/65536,linear=0000000000000100;quadratic_terms=23;first=x=0x1a;expected=1;pred=0
ex289,degree2_from_twohot,out14,33927/65536,linear=1000000000000000;quadratic_terms=7;first=x=0x7;expected=0;pred=1
ex289,degree2_from_twohot,out15,35599/65536,linear=0000000000000000;quadratic_terms=10;first=x=0xd;expected=1;pred=0
ex289,degree2_residual_bdd,out0,416->490,matches=33769/65536;linear_terms=0;quadratic_terms=6;order=0:15:1:14:2:13:3:12:4:11:5:10:6:9:7:8
ex289,degree2_residual_bdd,out1,392->503,matches=32097/65536;linear_terms=1;quadratic_terms=23;order=0:15:1:14:2:13:3:12:4:11:5:10:6:9:7:8
ex289,degree2_residual_bdd,out14,392->396,matches=33927/65536;linear_terms=1;quadratic_terms=7;order=0:15:1:14:2:13:3:12:4:11:5:10:6:9:7:8
ex289,degree2_residual_bdd,out15,416->450,matches=35599/65536;linear_terms=0;quadratic_terms=10;order=0:15:1:14:2:13:3:12:4:11:5:10:6:9:7:8
