case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_grouped_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_clamp_grouped_deg2,student/work/ex280_ex284_frontend_muxcoord_grouped_smoke_20260609_0117/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_grouped_deg2.v,student/work/ex280_ex284_frontend_muxcoord_grouped_smoke_20260609_0117/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_grouped_deg2.aig,221,28,6188,transform=prefix_parity_reduce; coord_mode=full_clamp; emit_style=grouped; degree=2; coord_width=17; features=154; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11; inconsistent=0x0; grouped_ands=47; linear_xors=10; term_counts=1:3:5:7:9:11:13:19:20:24:22:22; hash=e8cea26df2f5,unknown mux-coordinate ANF Verilog seed
ex284,ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_grouped_deg2,unknown_muxcoord_anf,prefix_parity_reduce_full_clamp_grouped_deg2,student/work/ex280_ex284_frontend_muxcoord_grouped_smoke_20260609_0117/ex284/verilog/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_grouped_deg2.v,student/work/ex280_ex284_frontend_muxcoord_grouped_smoke_20260609_0117/ex284/aigs/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_grouped_deg2.aig,289,37,10693,transform=prefix_parity_reduce; coord_mode=full_clamp; emit_style=grouped; degree=2; coord_width=21; features=232; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15; inconsistent=0x0; grouped_ands=63; linear_xors=10; term_counts=1:3:5:7:9:11:13:15:17:19:21:27:28:32:30:30; hash=72cd4c9e4e53,unknown mux-coordinate ANF Verilog seed
