case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex256,ex256_umul_csa_androws_cla_abc_g_aig,unsigned low5_high5:a*b,csa_androws_cla+abc_g_aig,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_cla.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_cla_abc_g_aig.aig,1,1,1,159,18,2862,1911,1.497645,1,0,0.234,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_cla; flow=abc_g_aig
ex256,ex256_umul_csa_androws_outside_cla_wreduce_abc_g_aig,unsigned low5_high5:a*b,csa_androws_outside_cla+wreduce_abc_g_aig,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_outside_cla.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_outside_cla_wreduce_abc_g_aig.aig,1,1,1,168,19,3192,1911,1.670330,0,0,0.271,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_outside_cla; flow=wreduce_abc_g_aig
ex256,ex256_umul_csa_androws_outside_cla_synth_preset_d13,unsigned low5_high5:a*b,csa_androws_outside_cla+synth_preset_d13,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_outside_cla.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_outside_cla_synth_preset_d13.aig,1,1,1,168,20,3360,1911,1.758242,0,0,0.327,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_outside_cla; flow=synth_preset_d13
ex256,ex256_umul_csa_androws_outside_cla_synth_preset_d18,unsigned low5_high5:a*b,csa_androws_outside_cla+synth_preset_d18,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_outside_cla.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_outside_cla_synth_preset_d18.aig,1,1,1,168,20,3360,1911,1.758242,0,0,0.292,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_outside_cla; flow=synth_preset_d18
ex256,ex256_umul_csa_androws_center_cla_abc_g_aig,unsigned low5_high5:a*b,csa_androws_center_cla+abc_g_aig,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_center_cla.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_center_cla_abc_g_aig.aig,1,1,1,178,18,3204,1911,1.676609,0,0,0.234,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_center_cla; flow=abc_g_aig
ex256,ex256_umul_csa_androws_center_cla_wreduce_abc_g_aig,unsigned low5_high5:a*b,csa_androws_center_cla+wreduce_abc_g_aig,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_center_cla.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_center_cla_wreduce_abc_g_aig.aig,1,1,1,178,18,3204,1911,1.676609,0,0,0.277,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_center_cla; flow=wreduce_abc_g_aig
ex256,ex256_umul_csa_androws_center_cla_synth_preset_d13,unsigned low5_high5:a*b,csa_androws_center_cla+synth_preset_d13,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_center_cla.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_center_cla_synth_preset_d13.aig,1,1,1,180,20,3600,1911,1.883830,0,0,0.293,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_center_cla; flow=synth_preset_d13
ex256,ex256_umul_csa_androws_center_cla_synth_preset_d18,unsigned low5_high5:a*b,csa_androws_center_cla+synth_preset_d18,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_center_cla.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_center_cla_synth_preset_d18.aig,1,1,1,180,20,3600,1911,1.883830,0,0,0.288,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_center_cla; flow=synth_preset_d18
ex256,ex256_umul_csa_androws_prefix_ks_abc_g_aig,unsigned low5_high5:a*b,csa_androws_prefix_ks+abc_g_aig,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_prefix_ks.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_prefix_ks_abc_g_aig.aig,1,1,1,163,20,3260,1911,1.705913,0,0,0.213,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_prefix_ks; flow=abc_g_aig
ex256,ex256_umul_csa_androws_prefix_ks_wreduce_abc_g_aig,unsigned low5_high5:a*b,csa_androws_prefix_ks+wreduce_abc_g_aig,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_prefix_ks.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_prefix_ks_wreduce_abc_g_aig.aig,1,1,1,161,20,3220,1911,1.684982,0,0,0.220,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_prefix_ks; flow=wreduce_abc_g_aig
ex256,ex256_umul_csa_androws_prefix_ks_synth_preset_d13,unsigned low5_high5:a*b,csa_androws_prefix_ks+synth_preset_d13,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_prefix_ks.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_prefix_ks_synth_preset_d13.aig,1,1,1,160,20,3200,1911,1.674516,0,0,0.296,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_prefix_ks; flow=synth_preset_d13
ex256,ex256_umul_csa_androws_prefix_ks_synth_preset_d18,unsigned low5_high5:a*b,csa_androws_prefix_ks+synth_preset_d18,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_prefix_ks.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_prefix_ks_synth_preset_d18.aig,1,1,1,160,20,3200,1911,1.674516,0,0,0.284,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_prefix_ks; flow=synth_preset_d18
ex256,ex256_umul_csa_androws_prefix_sklansky_abc_g_aig,unsigned low5_high5:a*b,csa_androws_prefix_sklansky+abc_g_aig,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_prefix_sklansky.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_prefix_sklansky_abc_g_aig.aig,1,1,1,153,21,3213,1911,1.681319,0,0,0.205,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_prefix_sklansky; flow=abc_g_aig
ex256,ex256_umul_csa_androws_prefix_sklansky_wreduce_abc_g_aig,unsigned low5_high5:a*b,csa_androws_prefix_sklansky+wreduce_abc_g_aig,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_prefix_sklansky.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_prefix_sklansky_wreduce_abc_g_aig.aig,1,1,1,153,21,3213,1911,1.681319,0,0,0.211,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_prefix_sklansky; flow=wreduce_abc_g_aig
ex256,ex256_umul_csa_androws_prefix_sklansky_synth_preset_d13,unsigned low5_high5:a*b,csa_androws_prefix_sklansky+synth_preset_d13,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_prefix_sklansky.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_prefix_sklansky_synth_preset_d13.aig,1,1,1,153,22,3366,1911,1.761381,0,0,0.303,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_prefix_sklansky; flow=synth_preset_d13
ex256,ex256_umul_csa_androws_prefix_sklansky_synth_preset_d18,unsigned low5_high5:a*b,csa_androws_prefix_sklansky+synth_preset_d18,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_prefix_sklansky.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_prefix_sklansky_synth_preset_d18.aig,1,1,1,153,22,3366,1911,1.761381,0,0,0.757,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_prefix_sklansky; flow=synth_preset_d18
ex256,ex256_umul_csa_androws_carryselect2_abc_g_aig,unsigned low5_high5:a*b,csa_androws_carryselect2+abc_g_aig,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_carryselect2.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_carryselect2_abc_g_aig.aig,1,1,1,155,21,3255,1911,1.703297,0,0,1.649,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_carryselect2; flow=abc_g_aig
ex256,ex256_umul_csa_androws_carryselect2_wreduce_abc_g_aig,unsigned low5_high5:a*b,csa_androws_carryselect2+wreduce_abc_g_aig,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_carryselect2.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_carryselect2_wreduce_abc_g_aig.aig,1,1,1,154,20,3080,1911,1.611722,0,0,0.623,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_carryselect2; flow=wreduce_abc_g_aig
ex256,ex256_umul_csa_androws_carryselect2_synth_preset_d13,unsigned low5_high5:a*b,csa_androws_carryselect2+synth_preset_d13,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_carryselect2.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_carryselect2_synth_preset_d13.aig,1,1,1,155,22,3410,1911,1.784406,0,0,2.044,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_carryselect2; flow=synth_preset_d13
ex256,ex256_umul_csa_androws_carryselect2_synth_preset_d18,unsigned low5_high5:a*b,csa_androws_carryselect2+synth_preset_d18,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_carryselect2.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_carryselect2_synth_preset_d18.aig,1,1,1,155,22,3410,1911,1.784406,0,0,1.575,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_carryselect2; flow=synth_preset_d18
ex256,ex256_umul_csa_androws_carryselect3_abc_g_aig,unsigned low5_high5:a*b,csa_androws_carryselect3+abc_g_aig,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_carryselect3.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_carryselect3_abc_g_aig.aig,1,1,1,157,20,3140,1911,1.643119,0,0,0.913,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_carryselect3; flow=abc_g_aig
ex256,ex256_umul_csa_androws_carryselect3_wreduce_abc_g_aig,unsigned low5_high5:a*b,csa_androws_carryselect3+wreduce_abc_g_aig,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_carryselect3.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_carryselect3_wreduce_abc_g_aig.aig,1,1,1,157,20,3140,1911,1.643119,0,0,0.253,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_carryselect3; flow=wreduce_abc_g_aig
ex256,ex256_umul_csa_androws_carryselect3_synth_preset_d13,unsigned low5_high5:a*b,csa_androws_carryselect3+synth_preset_d13,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_carryselect3.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_carryselect3_synth_preset_d13.aig,1,1,1,156,19,2964,1911,1.551020,0,0,0.320,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_carryselect3; flow=synth_preset_d13
ex256,ex256_umul_csa_androws_carryselect3_synth_preset_d18,unsigned low5_high5:a*b,csa_androws_carryselect3+synth_preset_d18,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/verilog/ex256_umul_csa_androws_carryselect3.v,student/work/ex256_frontend_umul_deeper_merge_20260609_0148/ex256/aigs/ex256_umul_csa_androws_carryselect3_synth_preset_d18.aig,1,1,1,156,19,2964,1911,1.551020,0,0,2.033,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; focused source=csa_androws_carryselect3; flow=synth_preset_d18
