case,hypothesis/function_guess,candidate_count,verified_truth_count,synthesized_count,equivalent_count,semantic_exact_count,semantic_hybrid_count,structural_exact_count,best_candidate_id,best_variant,best_classification,best_area,best_delay,best_adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,top5,notes
ex295,unknown_shared_bdd_12x12,1,1,1,1,0,0,1,ex295_unknown_shared_bdd_12x12_order_5_6_4_7_3_8_2_9_1_10_0_11,order_5_6_4_7_3_8_2_9_1_10_0_11,structural_exact,9186,21,192906,68064,2.834185,0,0,order_5_6_4_7_3_8_2_9_1_10_0_11:192906,
ex297,unknown_shared_bdd_14x14,1,1,1,1,0,0,1,ex297_unknown_shared_bdd_14x14_order_0_1_2_3_4_5_6_7_8_9_10_11_12_13,order_0_1_2_3_4_5_6_7_8_9_10_11_12_13,structural_exact,32175,24,772200,225900,3.418327,0,0,order_0_1_2_3_4_5_6_7_8_9_10_11_12_13:772200,
ex299,unknown_shared_bdd_16x16,1,1,1,1,0,0,1,ex299_unknown_shared_bdd_16x16_order_0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15,order_0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15,structural_exact,118187,27,3191049,1013807,3.147590,0,0,order_0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15:3191049,
