case,previous_candidate_id,previous_adp,new_candidate_id,new_adp,area,delay,verilog_path,aig_path,log_path,method_signature,agent_id,notes,shard_csv
ex297,ex297_r71_sel0_identity_bypass_abc_g_aig,426176,ex297_r73_pairsel_cell_bit_template,425024,26564,16,student/work/frontend_source_parallel_round73_20260613_1414/sub-unknown-state-r73/ex297/verilog/ex297_r73_pairsel_cell_bit_template.v,student/work/frontend_source_parallel_round73_20260613_1414/sub-unknown-state-r73/ex297/aigs/ex297_r73_pairsel_cell_bit_template.aig,student/work/frontend_source_parallel_round73_20260613_1414/sub-unknown-state-r73/ex297/logs/ex297_r73_pairsel_cell_bit_template.evaluate.py.log,ex297|cyclic_2bit_selector_state_paired_classes|pairsel_cell_bit_template|cell_default_and_bit_default_templates_selected_by_selector_pair_xor|yosys_internal_abc_g_aig|official_evaluate|cell_pair_outputs,sub-unknown-state-r73,beats frontend best; reference beat=False overall beat=True,student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1414/agent_shards/sub-unknown-state-r73/best_improvements.csv
ex299,ex299_r71_sel0_identity_bypass_abc_g_aig,1778940,ex299_r73_cell_local_inversion_template,1778148,98786,18,student/work/frontend_source_parallel_round73_20260613_1414/sub-unknown-state-r73/ex299/verilog/ex299_r73_cell_local_inversion_template.v,student/work/frontend_source_parallel_round73_20260613_1414/sub-unknown-state-r73/ex299/aigs/ex299_r73_cell_local_inversion_template.aig,student/work/frontend_source_parallel_round73_20260613_1414/sub-unknown-state-r73/ex299/logs/ex299_r73_cell_local_inversion_template.evaluate.py.log,ex299|cyclic_2bit_cell_local_default_inversion|paired_selector_equality_inversion_template|r66_cell_default_source_with_cell_local_inversion_normalization|yosys_internal_abc_g_aig|official_evaluate|cell_outputs,sub-unknown-state-r73,beats frontend best; reference beat=False overall beat=True,student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1414/agent_shards/sub-unknown-state-r73/best_improvements.csv
