case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex280,ex280_anf_shared_prefix_parity_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_anf_parity_20260608_1722/ex280/verilog/ex280_unknown_algebraic_12x12_anf_shared_prefix_parity.v,student/work/ex280_ex284_frontend_anf_parity_synthflow_20260608_1724/ex280/aigs/ex280_anf_shared_prefix_parity_abc_g_aig.aig,1514,34,51476,Yosys abc gate set aig,Yosys abc gate set aig
ex281,ex281_anf_shared_prefix_parity_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_anf_parity_20260608_1722/ex281/verilog/ex281_unknown_algebraic_13x13_anf_shared_prefix_parity.v,student/work/ex280_ex284_frontend_anf_parity_synthflow_20260608_1724/ex281/aigs/ex281_anf_shared_prefix_parity_abc_g_aig.aig,1813,36,65268,Yosys abc gate set aig,Yosys abc gate set aig
ex282,ex282_anf_shared_prefix_parity_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_anf_parity_20260608_1722/ex282/verilog/ex282_unknown_algebraic_14x14_anf_shared_prefix_parity.v,student/work/ex280_ex284_frontend_anf_parity_synthflow_20260608_1724/ex282/aigs/ex282_anf_shared_prefix_parity_abc_g_aig.aig,2147,39,83733,Yosys abc gate set aig,Yosys abc gate set aig
ex283,ex283_anf_shared_prefix_parity_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_anf_parity_20260608_1722/ex283/verilog/ex283_unknown_algebraic_15x15_anf_shared_prefix_parity.v,student/work/ex280_ex284_frontend_anf_parity_synthflow_20260608_1724/ex283/aigs/ex283_anf_shared_prefix_parity_abc_g_aig.aig,2382,41,97662,Yosys abc gate set aig,Yosys abc gate set aig
ex284,ex284_anf_shared_prefix_parity_abc_g_aig,,abc_g_aig,student/work/ex280_ex284_frontend_anf_parity_20260608_1722/ex284/verilog/ex284_unknown_algebraic_16x16_anf_shared_prefix_parity.v,student/work/ex280_ex284_frontend_anf_parity_synthflow_20260608_1724/ex284/aigs/ex284_anf_shared_prefix_parity_abc_g_aig.aig,2725,43,117175,Yosys abc gate set aig,Yosys abc gate set aig
