case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,items,classification,notes
ex225,ex225_fp16_log10_bitrun_bit10_t16,fp16_log10,bitrun_bit10_t16,student/work/ex225_frontend_fp16_log10_bitrun_low_20260607_1205/ex225/verilog/ex225_fp16_log10_bitrun_bit10_t16.v,student/work/ex225_frontend_fp16_log10_bitrun_low_20260607_1205/ex225/aigs/ex225_fp16_log10_bitrun_bit10_t16.aig,1,1,1,11628,23,267444,116676,2.292194,0,0,13.606,bits=10; threshold=16; table_items=31777; bit=10; threshold=16; const_groups=54; range_groups=10; table_groups=0; range_items=40; table_items=0,structural_exact,per-output-bit run-cover hybrid; bits=10; threshold=16; table_items=31777; bit=10; threshold=16; const_groups=54; range_groups=10; table_groups=0; range_items=40; table_items=0
ex225,ex225_fp16_log10_bitrun_bit9_t32,fp16_log10,bitrun_bit9_t32,student/work/ex225_frontend_fp16_log10_bitrun_low_20260607_1205/ex225/verilog/ex225_fp16_log10_bitrun_bit9_t32.v,student/work/ex225_frontend_fp16_log10_bitrun_low_20260607_1205/ex225/aigs/ex225_fp16_log10_bitrun_bit9_t32.aig,1,1,1,11590,24,278160,116676,2.384038,0,0,13.361,bits=9; threshold=32; table_items=31777; bit=9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=71; table_items=0,structural_exact,per-output-bit run-cover hybrid; bits=9; threshold=32; table_items=31777; bit=9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=71; table_items=0
ex225,ex225_fp16_log10_bitrun_bit8_t64,fp16_log10,bitrun_bit8_t64,student/work/ex225_frontend_fp16_log10_bitrun_low_20260607_1205/ex225/verilog/ex225_fp16_log10_bitrun_bit8_t64.v,student/work/ex225_frontend_fp16_log10_bitrun_low_20260607_1205/ex225/aigs/ex225_fp16_log10_bitrun_bit8_t64.aig,1,1,1,11610,23,267030,116676,2.288645,0,0,13.667,bits=8; threshold=64; table_items=31777; bit=8; threshold=64; const_groups=42; range_groups=22; table_groups=0; range_items=118; table_items=0,structural_exact,per-output-bit run-cover hybrid; bits=8; threshold=64; table_items=31777; bit=8; threshold=64; const_groups=42; range_groups=22; table_groups=0; range_items=118; table_items=0
ex225,ex225_fp16_log10_bitrun_bit7_t64,fp16_log10,bitrun_bit7_t64,student/work/ex225_frontend_fp16_log10_bitrun_low_20260607_1205/ex225/verilog/ex225_fp16_log10_bitrun_bit7_t64.v,student/work/ex225_frontend_fp16_log10_bitrun_low_20260607_1205/ex225/aigs/ex225_fp16_log10_bitrun_bit7_t64.aig,1,1,1,11709,23,269307,116676,2.308161,0,0,15.207,bits=7; threshold=64; table_items=31777; bit=7; threshold=64; const_groups=35; range_groups=29; table_groups=0; range_items=209; table_items=0,structural_exact,per-output-bit run-cover hybrid; bits=7; threshold=64; table_items=31777; bit=7; threshold=64; const_groups=35; range_groups=29; table_groups=0; range_items=209; table_items=0
