case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex285,ex285_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_basic,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex285/verilog/ex285_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.v,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex285/aigs/ex285_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.aig,0,0,0,,,,0.175,,RuntimeError: degree-2 coordinate solve failed
ex285,ex285_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_basic,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_basic,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex285/verilog/ex285_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_basic.v,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex285/aigs/ex285_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_basic.aig,0,0,0,,,,0.177,,RuntimeError: degree-2 coordinate solve failed
ex285,ex285_unknown_quadratic_compressor_prefix_parity_full_clamp_basic,unknown_quadratic_compressor,prefix_parity_full_clamp_basic,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex285/verilog/ex285_unknown_quadratic_compressor_prefix_parity_full_clamp_basic.v,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex285/aigs/ex285_unknown_quadratic_compressor_prefix_parity_full_clamp_basic.aig,0,0,0,,,,0.177,,RuntimeError: degree-2 coordinate solve failed
ex285,ex285_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_basic,unknown_quadratic_compressor,prefix_parity_full_clamp_simplified_basic,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex285/verilog/ex285_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_basic.v,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex285/aigs/ex285_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_basic.aig,0,0,0,,,,0.177,,RuntimeError: degree-2 coordinate solve failed
ex286,ex286_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_basic,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex286/verilog/ex286_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.v,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex286/aigs/ex286_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.aig,0,0,0,,,,0.383,,RuntimeError: degree-2 coordinate solve failed
ex286,ex286_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_basic,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_basic,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex286/verilog/ex286_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_basic.v,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex286/aigs/ex286_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_basic.aig,0,0,0,,,,0.383,,RuntimeError: degree-2 coordinate solve failed
ex286,ex286_unknown_quadratic_compressor_prefix_parity_full_clamp_basic,unknown_quadratic_compressor,prefix_parity_full_clamp_basic,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex286/verilog/ex286_unknown_quadratic_compressor_prefix_parity_full_clamp_basic.v,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex286/aigs/ex286_unknown_quadratic_compressor_prefix_parity_full_clamp_basic.aig,0,0,0,,,,0.383,,RuntimeError: degree-2 coordinate solve failed
ex286,ex286_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_basic,unknown_quadratic_compressor,prefix_parity_full_clamp_simplified_basic,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex286/verilog/ex286_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_basic.v,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex286/aigs/ex286_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_basic.aig,0,0,0,,,,0.384,,RuntimeError: degree-2 coordinate solve failed
ex287,ex287_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_basic,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex287/verilog/ex287_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.v,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex287/aigs/ex287_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.aig,0,0,0,,,,0.854,,RuntimeError: degree-2 coordinate solve failed
ex287,ex287_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_basic,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_basic,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex287/verilog/ex287_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_basic.v,student/work/ex285_ex299_frontend_quadratic_compressor_transfer_20260609_0546/ex287/aigs/ex287_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_basic.aig,0,0,0,,,,0.834,,RuntimeError: degree-2 coordinate solve failed
