case,best_order,bdd_nodes,mapped_keys,selected_features,key_width,candidate_id,area,delay,adp,current_best_adp,adp_vs_current_ratio,reference_adp,adp_vs_reference_ratio,verdict
ex286,selectors_first,3616,4608,raw3:raw10:xor6_7,15,ex286_unknown_bucket_key_bdd_bucket_key_bdd_selectors_first_abc_g_aig,4244,23,97612,21705,4.497213,2376,41.082492,reject as active seed; BDD improves flat table but remains far worse than current
ex287,selectors_first,6322,6912,xor6_7:xor8_9:raw13:raw12,16,ex287_unknown_bucket_key_bdd_bucket_key_bdd_selectors_first_abc_g_aig,7852,27,212004,27480,7.714847,5782,36.666205,reject as active seed; BDD improves flat table but remains far worse than current
ex288,selectors_first,9273,13824,raw13:raw10:xor6_7,16,ex288_unknown_bucket_key_bdd_bucket_key_bdd_selectors_first_abc_g_aig,12839,25,320975,31934,10.051199,16394,19.578809,reject as active seed; BDD improves flat table but remains far worse than current
