case,candidate_id,area,delay,adp,reference_adp,adp_ratio_to_reference,current_best_adp,delta_vs_current,beats_current,variant,items,notes
ex280,ex280_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_direct,212,30,6360,2415,2.633540,4712,1648,0,prefix_parity_full_clamp_simplified_direct,transform=prefix_parity; coord_mode=full_clamp_simplified; style=direct; coord_width=17; candidate_basis=2062; raw_pair_terms=156; selected_terms=42; unique_products=37; compound_products=12; linear_forms=23; correction_bits=0; terms_by_bit=1:3:2:2:2:2:2:3:7:6:5:7; hash=9e1f047f0f6a,unknown quadratic shared-compressor Verilog seed
ex284,ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct,267,40,10680,4240,2.518868,7800,2880,0,prefix_parity_reduce_full_clamp_simplified_direct,transform=prefix_parity_reduce; coord_mode=full_clamp_simplified; style=direct; coord_width=21; candidate_basis=5003; raw_pair_terms=268; selected_terms=50; unique_products=45; compound_products=16; linear_forms=31; correction_bits=0; terms_by_bit=1:3:2:2:2:2:2:2:2:2:2:3:7:6:5:7; hash=c87cec11f29c,unknown quadratic shared-compressor Verilog seed
