case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex280,ex280_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_direct,unknown_quadratic_compressor,prefix_parity_full_clamp_simplified_direct,student/work/ex280_ex284_frontend_quadratic_compressor_direct_smoke_20260609_0241/ex280/verilog/ex280_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_direct.v,student/work/ex280_ex284_frontend_quadratic_compressor_direct_smoke_20260609_0241/ex280/aigs/ex280_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_direct.aig,212,30,6360,transform=prefix_parity; coord_mode=full_clamp_simplified; style=direct; coord_width=17; candidate_basis=2062; raw_pair_terms=156; selected_terms=42; unique_products=37; compound_products=12; linear_forms=23; correction_bits=0; terms_by_bit=1:3:2:2:2:2:2:3:7:6:5:7; hash=9e1f047f0f6a,unknown quadratic shared-compressor Verilog seed
ex284,ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_direct,student/work/ex280_ex284_frontend_quadratic_compressor_direct_smoke_20260609_0241/ex284/verilog/ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct.v,student/work/ex280_ex284_frontend_quadratic_compressor_direct_smoke_20260609_0241/ex284/aigs/ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct.aig,267,40,10680,transform=prefix_parity_reduce; coord_mode=full_clamp_simplified; style=direct; coord_width=21; candidate_basis=5003; raw_pair_terms=268; selected_terms=50; unique_products=45; compound_products=16; linear_forms=31; correction_bits=0; terms_by_bit=1:3:2:2:2:2:2:2:2:2:2:3:7:6:5:7; hash=c87cec11f29c,unknown quadratic shared-compressor Verilog seed
