case,domain,agent_id,hypothesis,method_signature,status,evidence_path,notes
ex286,unknown,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_case_group|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex286_frontend_targeted_symcof_mux_probe_20260613_0403/local-ex286-symcof/ex286/notes/ex286_r25_symcof_f00_bits_0_12_1_10_case_group_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 8192 inputs; pairs=4:5,6:7; order=interleave; policy=f00; mux_style=case; bdd_share=group; outer_bits=0:12:1:10; inner_bits=2:3:4:5:6:7:8:9:11; classes=16; group_nodes=144:142:141:145:143:125:159:154:131:142:129:139:163:136:144:120; total_group_nodes=2257; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex286,unknown,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_tree_group|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex286_frontend_targeted_symcof_mux_probe_20260613_0403/local-ex286-symcof/ex286/notes/ex286_r25_symcof_f00_bits_0_12_1_10_tree_group_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 8192 inputs; pairs=4:5,6:7; order=interleave; policy=f00; mux_style=tree; bdd_share=group; outer_bits=0:12:1:10; inner_bits=2:3:4:5:6:7:8:9:11; classes=16; group_nodes=144:142:141:145:143:125:159:154:131:142:129:139:163:136:144:120; total_group_nodes=2257; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex286,unknown,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_onehot_global|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex286_frontend_targeted_symcof_mux_probe_20260613_0403/local-ex286-symcof/ex286/notes/ex286_r25_symcof_f00_bits_0_12_1_10_onehot_global_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 8192 inputs; pairs=4:5,6:7; order=interleave; policy=f00; mux_style=onehot; bdd_share=global; outer_bits=0:12:1:10; inner_bits=2:3:4:5:6:7:8:9:11; classes=16; group_nodes=640:640:640:640:640:640:640:640:640:640:640:640:640:640:640:640; total_group_nodes=10240; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex286,unknown,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_case_global|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex286_frontend_targeted_symcof_mux_probe_20260613_0403/local-ex286-symcof/ex286/notes/ex286_r25_symcof_f00_bits_0_12_1_10_case_global_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 8192 inputs; pairs=4:5,6:7; order=interleave; policy=f00; mux_style=case; bdd_share=global; outer_bits=0:12:1:10; inner_bits=2:3:4:5:6:7:8:9:11; classes=16; group_nodes=640:640:640:640:640:640:640:640:640:640:640:640:640:640:640:640; total_group_nodes=10240; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex286,unknown,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_tree_global|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex286_frontend_targeted_symcof_mux_probe_20260613_0403/local-ex286-symcof/ex286/notes/ex286_r25_symcof_f00_bits_0_12_1_10_tree_global_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 8192 inputs; pairs=4:5,6:7; order=interleave; policy=f00; mux_style=tree; bdd_share=global; outer_bits=0:12:1:10; inner_bits=2:3:4:5:6:7:8:9:11; classes=16; group_nodes=640:640:640:640:640:640:640:640:640:640:640:640:640:640:640:640; total_group_nodes=10240; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex286,unknown,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_case_group|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex286_frontend_targeted_symcof_mux_probe_20260613_0403/local-ex286-symcof/ex286/notes/ex286_r25_symcof_f10_bits_0_12_1_10_case_group_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 8192 inputs; pairs=4:5,6:7; order=interleave; policy=f10; mux_style=case; bdd_share=group; outer_bits=0:12:1:10; inner_bits=2:3:4:5:6:7:8:9:11; classes=16; group_nodes=155:155:151:158:156:137:174:171:140:152:138:149:172:147:154:130; total_group_nodes=2439; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex286,unknown,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_tree_group|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex286_frontend_targeted_symcof_mux_probe_20260613_0403/local-ex286-symcof/ex286/notes/ex286_r25_symcof_f10_bits_0_12_1_10_tree_group_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 8192 inputs; pairs=4:5,6:7; order=interleave; policy=f10; mux_style=tree; bdd_share=group; outer_bits=0:12:1:10; inner_bits=2:3:4:5:6:7:8:9:11; classes=16; group_nodes=155:155:151:158:156:137:174:171:140:152:138:149:172:147:154:130; total_group_nodes=2439; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex286,unknown,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_onehot_global|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex286_frontend_targeted_symcof_mux_probe_20260613_0403/local-ex286-symcof/ex286/notes/ex286_r25_symcof_f10_bits_0_12_1_10_onehot_global_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 8192 inputs; pairs=4:5,6:7; order=interleave; policy=f10; mux_style=onehot; bdd_share=global; outer_bits=0:12:1:10; inner_bits=2:3:4:5:6:7:8:9:11; classes=16; group_nodes=657:657:657:657:657:657:657:657:657:657:657:657:657:657:657:657; total_group_nodes=10512; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex286,unknown,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_case_global|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex286_frontend_targeted_symcof_mux_probe_20260613_0403/local-ex286-symcof/ex286/notes/ex286_r25_symcof_f10_bits_0_12_1_10_case_global_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 8192 inputs; pairs=4:5,6:7; order=interleave; policy=f10; mux_style=case; bdd_share=global; outer_bits=0:12:1:10; inner_bits=2:3:4:5:6:7:8:9:11; classes=16; group_nodes=657:657:657:657:657:657:657:657:657:657:657:657:657:657:657:657; total_group_nodes=10512; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
ex286,unknown,local-ex286-symcof,hamming_weight_preserving_lossy_routing_normalizer,ex286|hamming_weight_preserving_lossy_routing_normalizer|symcof_outer_bitset_0_12_1_10_tree_global|known_pair_symmetry_key_and_class_mux_bdd_share|yosys_abc_g_aig_official_evaluate|exact_popcount_preserving_unknown|full_word_class_mux,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex286_frontend_targeted_symcof_mux_probe_20260613_0403/local-ex286-symcof/ex286/notes/ex286_r25_symcof_f10_bits_0_12_1_10_tree_global_abc_g_aig.md,"exact symmetry cofactor class-onehot model over 8192 inputs; pairs=4:5,6:7; order=interleave; policy=f10; mux_style=tree; bdd_share=global; outer_bits=0:12:1:10; inner_bits=2:3:4:5:6:7:8:9:11; classes=16; group_nodes=657:657:657:657:657:657:657:657:657:657:657:657:657:657:657:657; total_group_nodes=10512; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits="
