case,candidate_id,hypothesis,variant,method_signature,verilog_path,aig_path,verified_truth,equivalent,official_status,area,delay,adp,reference_adp,runtime_sec,evaluate_log,notes,agent_id,domain,high_level_description,representation,sharing_strategy,synth_flow,yosys_log,current_frontend_adp,beats_current_frontend,beats_reference,status,evidence_path,failure_reason,log_path,method_notes
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|rot5_low11_default_xor_correction_dag|rotated_state_default_word_plus_sparse_correction|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_two_level_decision_graph,,,,,,,,,,,,"official evaluate.py OK, but ADP 61272 does not beat current frontend target 20190; rotate=5; low_key_bits=11; outer_bits=2; default_rows=2048; correction_rows=4096",ex286-struct-r1,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/ex286-struct-r1/ex286/logs/ex286_r1_rot5_low11_default_xor_correction_abc_g_aig.evaluate.py.log,,,
ex287,ex287_struct_r3_twohot_pair_unanimity_outside_in_residual,two-hot collision-lift,,ex287|hamming_weight_preserving_lossy_routing_normalizer|twohot_collision_lift_pair_unanimity|pair_consensus_base_plus_exact_residual|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_residual_xor,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/ex287-struct-r3/ex287/verilog/ex287_struct_r3_twohot_pair_unanimity_outside_in_residual.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/ex287-struct-r3/ex287/aigs/ex287_struct_r3_twohot_pair_unanimity_outside_in_residual.aig,,,,4095,67,274365,,,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/ex287-struct-r3/ex287/logs/ex287_struct_r3_twohot_pair_unanimity_outside_in_residual.evaluate.py.log,variant=pair_unanimity; order=outside_in; base_exact_rows=106/16384; residual_bdd_nodes=1433,ex287-struct-r3,unknown,,two-hot pair-score threshold base with exact residual BDD,,,,,,,EQUIVALENT_NO_IMPROVEMENT,,"official evaluate.py OK, but ADP did not beat current frontend target 26880",student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/ex287-struct-r3/ex287/logs/ex287_struct_r3_twohot_pair_unanimity_outside_in_residual.yosys.log,
ex287,ex287_struct_r3_twohot_pair_unanimity_pairlate_residual,two-hot collision-lift,,ex287|hamming_weight_preserving_lossy_routing_normalizer|twohot_collision_lift_pair_unanimity|pair_consensus_base_plus_exact_residual|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_residual_xor,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/ex287-struct-r3/ex287/verilog/ex287_struct_r3_twohot_pair_unanimity_pairlate_residual.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/ex287-struct-r3/ex287/aigs/ex287_struct_r3_twohot_pair_unanimity_pairlate_residual.aig,,,,4176,68,283968,,,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/ex287-struct-r3/ex287/logs/ex287_struct_r3_twohot_pair_unanimity_pairlate_residual.evaluate.py.log,variant=pair_unanimity; order=pairlate; base_exact_rows=106/16384; residual_bdd_nodes=1456,ex287-struct-r3,unknown,,two-hot pair-score threshold base with exact residual BDD,,,,,,,EQUIVALENT_NO_IMPROVEMENT,,"official evaluate.py OK, but ADP did not beat current frontend target 26880",student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/ex287-struct-r3/ex287/logs/ex287_struct_r3_twohot_pair_unanimity_pairlate_residual.yosys.log,
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f00_twohot_image_cluster_onehot|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f00_twohot_image_cluster_0_1_10_onehot.evaluate.py.log,,,"official evaluate.py OK, but ADP 26424 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_9_11_8_10_1_3_2_6_7_4_5; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=148:152:153:145:153:152:153:148; total_group_nodes=1204; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f00_twohot_image_cluster_case|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f00_twohot_image_cluster_0_1_10_case.evaluate.py.log,,,"official evaluate.py OK, but ADP 26352 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_9_11_8_10_1_3_2_6_7_4_5; policy=f00; mux_style=case; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=148:152:153:145:153:152:153:148; total_group_nodes=1204; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f00_twohot_image_cluster_tree|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f00_twohot_image_cluster_0_1_10_tree.evaluate.py.log,,,"official evaluate.py OK, but ADP 29583 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_9_11_8_10_1_3_2_6_7_4_5; policy=f00; mux_style=tree; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=148:152:153:145:153:152:153:148; total_group_nodes=1204; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f11_twohot_image_cluster_onehot|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f11_twohot_image_cluster_0_1_10_onehot.evaluate.py.log,,,"official evaluate.py OK, but ADP 25313 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_9_11_8_10_1_3_2_6_7_4_5; policy=f11; mux_style=onehot; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=149:153:154:146:154:153:154:149; total_group_nodes=1212; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f11_twohot_image_cluster_case|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f11_twohot_image_cluster_0_1_10_case.evaluate.py.log,,,"official evaluate.py OK, but ADP 26244 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_9_11_8_10_1_3_2_6_7_4_5; policy=f11; mux_style=case; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=149:153:154:146:154:153:154:149; total_group_nodes=1212; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f11_twohot_image_cluster_tree|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f11_twohot_image_cluster_0_1_10_tree.evaluate.py.log,,,"official evaluate.py OK, but ADP 27828 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_9_11_8_10_1_3_2_6_7_4_5; policy=f11; mux_style=tree; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=149:153:154:146:154:153:154:149; total_group_nodes=1212; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f10_twohot_image_cluster_onehot|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f10_twohot_image_cluster_0_1_10_onehot.evaluate.py.log,,,"official evaluate.py OK, but ADP 24752 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_9_11_8_10_1_3_2_6_7_4_5; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=151:155:156:148:156:155:156:151; total_group_nodes=1228; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f10_twohot_image_cluster_case|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f10_twohot_image_cluster_0_1_10_case.evaluate.py.log,,,"official evaluate.py OK, but ADP 26658 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_9_11_8_10_1_3_2_6_7_4_5; policy=f10; mux_style=case; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=151:155:156:148:156:155:156:151; total_group_nodes=1228; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f10_twohot_image_cluster_tree|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f10_twohot_image_cluster_0_1_10_tree.evaluate.py.log,,,"official evaluate.py OK, but ADP 29868 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_9_11_8_10_1_3_2_6_7_4_5; policy=f10; mux_style=tree; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=151:155:156:148:156:155:156:151; total_group_nodes=1228; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_passthrough_twohot_image_cluster_onehot|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_passthrough_twohot_image_cluster_0_1_10_onehot.evaluate.py.log,,,"official evaluate.py OK, but ADP 24752 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_9_11_8_10_1_3_2_6_7_4_5; policy=passthrough; mux_style=onehot; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=151:155:156:148:156:155:156:151; total_group_nodes=1228; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_passthrough_twohot_image_cluster_case|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_passthrough_twohot_image_cluster_0_1_10_case.evaluate.py.log,,,"official evaluate.py OK, but ADP 26658 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_9_11_8_10_1_3_2_6_7_4_5; policy=passthrough; mux_style=case; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=151:155:156:148:156:155:156:151; total_group_nodes=1228; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_passthrough_twohot_image_cluster_tree|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_passthrough_twohot_image_cluster_0_1_10_tree.evaluate.py.log,,,"official evaluate.py OK, but ADP 29868 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_9_11_8_10_1_3_2_6_7_4_5; policy=passthrough; mux_style=tree; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=151:155:156:148:156:155:156:151; total_group_nodes=1228; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f00_outside_in_mid_onehot|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f00_outside_in_mid_0_1_10_onehot.evaluate.py.log,,,"official evaluate.py OK, but ADP 22865 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_1_11_2_10_3_9_8_4_5_6_7; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=167:165:175:163:150:163:176:151; total_group_nodes=1310; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f00_outside_in_mid_case|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f00_outside_in_mid_0_1_10_case.evaluate.py.log,,,"official evaluate.py OK, but ADP 22661 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_1_11_2_10_3_9_8_4_5_6_7; policy=f00; mux_style=case; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=167:165:175:163:150:163:176:151; total_group_nodes=1310; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f00_outside_in_mid_tree|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f00_outside_in_mid_0_1_10_tree.evaluate.py.log,,,"official evaluate.py OK, but ADP 25002 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_1_11_2_10_3_9_8_4_5_6_7; policy=f00; mux_style=tree; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=167:165:175:163:150:163:176:151; total_group_nodes=1310; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f11_outside_in_mid_onehot|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f11_outside_in_mid_0_1_10_onehot.evaluate.py.log,,,"official evaluate.py OK, but ADP 22474 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_1_11_2_10_3_9_8_4_5_6_7; policy=f11; mux_style=onehot; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=170:168:178:166:153:166:179:154; total_group_nodes=1334; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f11_outside_in_mid_case|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f11_outside_in_mid_0_1_10_case.evaluate.py.log,,,"official evaluate.py OK, but ADP 22474 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_1_11_2_10_3_9_8_4_5_6_7; policy=f11; mux_style=case; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=170:168:178:166:153:166:179:154; total_group_nodes=1334; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f11_outside_in_mid_tree|outer_bits_0:1:10|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f11_outside_in_mid_0_1_10_tree.evaluate.py.log,,,"official evaluate.py OK, but ADP 26562 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_1_11_2_10_3_9_8_4_5_6_7; policy=f11; mux_style=tree; bdd_share=group; outer_bits=0:1:10; inner_bits=2:3:4:5:6:7:8:9:11:12; classes=8; group_nodes=170:168:178:166:153:166:179:154; total_group_nodes=1334; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f00_outside_in_mid_onehot|outer_bits_0:11:1|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f00_outside_in_mid_0_11_1_onehot.evaluate.py.log,,,"official evaluate.py OK, but ADP 23152 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_1_11_2_10_3_9_8_4_5_6_7; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:11:1; inner_bits=2:3:4:5:6:7:8:9:10:12; classes=8; group_nodes=164:172:159:165:178:167:174:160; total_group_nodes=1339; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f00_outside_in_mid_case|outer_bits_0:11:1|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f00_outside_in_mid_0_11_1_case.evaluate.py.log,,,"official evaluate.py OK, but ADP 24395 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_1_11_2_10_3_9_8_4_5_6_7; policy=f00; mux_style=case; bdd_share=group; outer_bits=0:11:1; inner_bits=2:3:4:5:6:7:8:9:10:12; classes=8; group_nodes=164:172:159:165:178:167:174:160; total_group_nodes=1339; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
ex286,,hamming_weight_preserving_lossy_routing_normalizer,,ex286|hamming_weight_preserving_lossy_routing_normalizer|outer_bitset_symcof_dc_bdd_3o_f00_outside_in_mid_tree|outer_bits_0:11:1|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,,,,,,,,,,,,,subagent-ex286-bdd,unknown,,,,,,,,,EQUIVALENT_NO_IMPROVEMENT,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex286-bdd/ex286/logs/ex286_bdd_3o_f00_outside_in_mid_0_11_1_tree.evaluate.py.log,,,"official evaluate.py OK, but ADP 28329 does not beat current frontend 20190; pairs=4:5,6:7; order=bits_0_12_1_11_2_10_3_9_8_4_5_6_7; policy=f00; mux_style=tree; bdd_share=group; outer_bits=0:11:1; inner_bits=2:3:4:5:6:7:8:9:10:12; classes=8; group_nodes=164:172:159:165:178:167:174:160; total_group_nodes=1339; anf_bits=; key_bdd_bits=bits=:nodes=0; popcount_repair_bits=; parity_repair_bits=; exact_model=True; selection_reason=best_new_outer3_by_group_nodes; exact symmetry cofactor class-onehot model over 8192 inputs"
