case,candidate_id,hypothesis,variant,method_signature,verilog_path,aig_path,verified_truth,equivalent,official_status,area,delay,adp,reference_adp,runtime_sec,evaluate_log,notes,agent_id,domain,high_level_description,representation,sharing_strategy,synth_flow,yosys_log,current_frontend_adp,beats_current_frontend,beats_reference
ex286,ex286_linhyb_sweep_raw_1_5_7_8_f00_global_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_5_7_8_f00_global/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_5_7_8|policy_f00|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_5_7_8_f00_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_5_7_8_f00_global_abc_g_aig.aig,1,1,OK,1345,15,20175,2376,0.372,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_5_7_8_f00_global_abc_g_aig.evaluate.py.log,selected_bits=1:5:7:8;coord_masks=2:20:80:100;policy=f00;share=global;base_nodes=572;coord_nodes=342;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_5_7_8_f00_global_abc_g_aig.yosys.log,20190,1,0
ex286,ex286_linhyb_sweep_raw_1_6_7_8_f11_global_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_6_7_8_f11_global/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_6_7_8|policy_f11|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_6_7_8_f11_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_6_7_8_f11_global_abc_g_aig.aig,1,1,OK,1343,15,20145,2376,0.383,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_6_7_8_f11_global_abc_g_aig.evaluate.py.log,selected_bits=1:6:7:8;coord_masks=2:40:80:100;policy=f11;share=global;base_nodes=585;coord_nodes=370;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_6_7_8_f11_global_abc_g_aig.yosys.log,20190,1,0
ex286,ex286_linhyb_sweep_raw_1_6_7_8_f00_group_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_6_7_8_f00_group/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_6_7_8|policy_f00|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_6_7_8_f00_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_6_7_8_f00_group_abc_g_aig.aig,1,1,OK,1341,15,20115,2376,0.221,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_6_7_8_f00_group_abc_g_aig.evaluate.py.log,selected_bits=1:6:7:8;coord_masks=2:40:80:100;policy=f00;share=group;base_nodes=1870;coord_nodes=357;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_6_7_8_f00_group_abc_g_aig.yosys.log,20190,1,0
ex286,ex286_linhyb_sweep_raw_2_3_4_8_f00_group_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_2_3_4_8_f00_group/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_2_3_4_8|policy_f00|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_2_3_4_8_f00_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_2_3_4_8_f00_group_abc_g_aig.aig,1,1,OK,1344,15,20160,2376,0.279,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_3_4_8_f00_group_abc_g_aig.evaluate.py.log,selected_bits=2:3:4:8;coord_masks=4:8:10:100;policy=f00;share=group;base_nodes=1837;coord_nodes=452;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_3_4_8_f00_group_abc_g_aig.yosys.log,20190,1,0
ex286,ex286_linhyb_sweep_raw_2_5_6_7_f11_group_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_2_5_6_7_f11_group/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_2_5_6_7|policy_f11|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_2_5_6_7_f11_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_2_5_6_7_f11_group_abc_g_aig.aig,1,1,OK,1345,15,20175,2376,0.219,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_5_6_7_f11_group_abc_g_aig.evaluate.py.log,selected_bits=2:5:6:7;coord_masks=4:20:40:80;policy=f11;share=group;base_nodes=1955;coord_nodes=237;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_5_6_7_f11_group_abc_g_aig.yosys.log,20190,1,0
ex286,ex286_linhyb_sweep_raw_2_5_7_8_f00_global_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_2_5_7_8_f00_global/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_2_5_7_8|policy_f00|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_2_5_7_8_f00_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_2_5_7_8_f00_global_abc_g_aig.aig,1,1,OK,1339,15,20085,2376,0.215,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_5_7_8_f00_global_abc_g_aig.evaluate.py.log,selected_bits=2:5:7:8;coord_masks=4:20:80:100;policy=f00;share=global;base_nodes=572;coord_nodes=335;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_5_7_8_f00_global_abc_g_aig.yosys.log,20190,1,0
ex286,ex286_linhyb_sweep_raw_2_6_7_8_f00_group_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_2_6_7_8_f00_group/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_2_6_7_8|policy_f00|group_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_2_6_7_8_f00_group.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_2_6_7_8_f00_group_abc_g_aig.aig,1,1,OK,1345,15,20175,2376,0.259,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_6_7_8_f00_group_abc_g_aig.evaluate.py.log,selected_bits=2:6:7:8;coord_masks=4:40:80:100;policy=f00;share=group;base_nodes=1853;coord_nodes=350;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_2_6_7_8_f00_group_abc_g_aig.yosys.log,20190,1,0
ex286,ex286_linhyb_sweep_raw_3_5_6_8_f00_global_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_3_5_6_8_f00_global/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_3_5_6_8|policy_f00|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_3_5_6_8_f00_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_3_5_6_8_f00_global_abc_g_aig.aig,1,1,OK,1338,15,20070,2376,0.238,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_5_6_8_f00_global_abc_g_aig.evaluate.py.log,selected_bits=3:5:6:8;coord_masks=8:20:40:100;policy=f00;share=global;base_nodes=572;coord_nodes=345;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_3_5_6_8_f00_global_abc_g_aig.yosys.log,20190,1,0
ex286,ex286_linhyb_sweep_raw_1_2_3_5_6_f00_global_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_2_3_5_6_f00_global/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_2_3_5_6|policy_f00|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_2_3_5_6_f00_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_2_3_5_6_f00_global_abc_g_aig.aig,1,1,OK,1345,15,20175,2376,0.278,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_2_3_5_6_f00_global_abc_g_aig.evaluate.py.log,selected_bits=1:2:3:5:6;coord_masks=2:4:8:20:40;policy=f00;share=global;base_nodes=626;coord_nodes=337;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_2_3_5_6_f00_global_abc_g_aig.yosys.log,20190,1,0
ex286,ex286_linhyb_sweep_raw_1_2_4_6_8_f00_global_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_1_2_4_6_8_f00_global/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_1_2_4_6_8|policy_f00|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_1_2_4_6_8_f00_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_1_2_4_6_8_f00_global_abc_g_aig.aig,1,1,OK,1345,15,20175,2376,0.216,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_2_4_6_8_f00_global_abc_g_aig.evaluate.py.log,selected_bits=1:2:4:6:8;coord_masks=2:4:10:40:100;policy=f00;share=global;base_nodes=509;coord_nodes=472;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_1_2_4_6_8_f00_global_abc_g_aig.yosys.log,20190,1,0
ex286,ex286_linhyb_sweep_raw_5_6_7_8_1_f11_global_abc_g_aig,selective_output_linear_coordinate_hybrid,sweep_raw_5_6_7_8_1_f11_global/abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|selective_output_linear_coordinate_hybrid|sweep_raw_5_6_7_8_1|policy_f11|global_base_bdd|coord_global_bdd|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/verilog/ex286_linhyb_sweep_raw_5_6_7_8_1_f11_global.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/aigs/ex286_linhyb_sweep_raw_5_6_7_8_1_f11_global_abc_g_aig.aig,1,1,OK,1338,15,20070,2376,0.228,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_5_6_7_8_1_f11_global_abc_g_aig.evaluate.py.log,selected_bits=5:6:7:8:1;coord_masks=20:40:80:100:2;policy=f11;share=global;base_nodes=551;coord_nodes=370;outer_bits=0:12:1:10,coordinator-ex286-linear-hybrid-sweep,unknown,13-bit Hamming-weight-preserving lossy routing/normalizer with selected cheap output coordinates.,current symcof source for hard bits plus cofactored BDD for selected linear/raw output coordinates,preserve current pair-symmetry outer cofactor sharing while skipping selected output roots and adding one shared coordinate BDD bank,Yosys frontend abc_g_aig plus official evaluate.py,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-ex286-linear-hybrid/ex286/logs/ex286_linhyb_sweep_raw_5_6_7_8_1_f11_global_abc_g_aig.yosys.log,20190,1,0
ex287,ex287_orientbdd_keycof_k6_b2_b3_f00_abc_g_aig,output_image_pair_count_orientation_encoded_symmetry_key_cofactor_bdd,k6_b2_b3_f00/abc_g_aig,ex287|hamming_weight_preserving_lossy_routing_normalizer|output_image_adjacent_pair_count_component_orientation|symmetry_key_k6_b2_b3_cofactor_bdd_policy_f00|fixed_decoder|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-orientbdd-r1/ex287/verilog/ex287_orientbdd_keycof_k6_b2_b3_f00.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-orientbdd-r1/ex287/aigs/ex287_orientbdd_keycof_k6_b2_b3_f00_abc_g_aig.aig,1,1,OK,1645,15,24675,26880,0.468,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-orientbdd-r1/ex287/logs/ex287_orientbdd_keycof_k6_b2_b3_f00_abc_g_aig.evaluate.py.log,"shared_bdd_nodes=411;encoded_width=15;components=0:1:2:3:4:5:6;outer_bits=0:13:1:12:2:3;order=0:13:1:12:2:11:3:10:4:9:5:8:6:7;key_policy=f00;pairs=4:5,6:7,8:9",,,,,,,,,,
ex287,ex287_orientbdd_keycof_k6_b2_b3_f00_abc_g_aig_d15,output_image_pair_count_orientation_encoded_symmetry_key_cofactor_bdd,k6_b2_b3_f00/abc_g_aig_d15,ex287|hamming_weight_preserving_lossy_routing_normalizer|output_image_adjacent_pair_count_component_orientation|symmetry_key_k6_b2_b3_cofactor_bdd_policy_f00|fixed_decoder|yosys_abc_g_aig_d15|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-orientbdd-r1/ex287/verilog/ex287_orientbdd_keycof_k6_b2_b3_f00.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-orientbdd-r1/ex287/aigs/ex287_orientbdd_keycof_k6_b2_b3_f00_abc_g_aig_d15.aig,1,1,OK,1645,15,24675,26880,0.401,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-orientbdd-r1/ex287/logs/ex287_orientbdd_keycof_k6_b2_b3_f00_abc_g_aig_d15.evaluate.py.log,"shared_bdd_nodes=411;encoded_width=15;components=0:1:2:3:4:5:6;outer_bits=0:13:1:12:2:3;order=0:13:1:12:2:11:3:10:4:9:5:8:6:7;key_policy=f00;pairs=4:5,6:7,8:9",,,,,,,,,,
ex287,ex287_orientbdd_keycof_k6_b2_b3_f00_abc_g_aig_d16,output_image_pair_count_orientation_encoded_symmetry_key_cofactor_bdd,k6_b2_b3_f00/abc_g_aig_d16,ex287|hamming_weight_preserving_lossy_routing_normalizer|output_image_adjacent_pair_count_component_orientation|symmetry_key_k6_b2_b3_cofactor_bdd_policy_f00|fixed_decoder|yosys_abc_g_aig_d16|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-orientbdd-r1/ex287/verilog/ex287_orientbdd_keycof_k6_b2_b3_f00.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-orientbdd-r1/ex287/aigs/ex287_orientbdd_keycof_k6_b2_b3_f00_abc_g_aig_d16.aig,1,1,OK,1645,15,24675,26880,0.327,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/coordinator-orientbdd-r1/ex287/logs/ex287_orientbdd_keycof_k6_b2_b3_f00_abc_g_aig_d16.evaluate.py.log,"shared_bdd_nodes=411;encoded_width=15;components=0:1:2:3:4:5:6;outer_bits=0:13:1:12:2:3;order=0:13:1:12:2:11:3:10:4:9:5:8:6:7;key_policy=f00;pairs=4:5,6:7,8:9",,,,,,,,,,
ex287,ex287_orientfollow_k6_b2_b3_f11_case_direct_abc_g_aig,output_image_pair_count_orientation_encoded_symmetry_key_cofactor_bdd,k6_b2_b3_f11_case_direct/abc_g_aig,ex287|hamming_weight_preserving_lossy_routing_normalizer|output_image_adjacent_pair_count_component_orientation|symmetry_key_k6_b2_b3_f11_case_direct_cofactor_bdd_policy_f11|case_selector|direct_decoder|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex287-orient-followup/ex287/verilog/ex287_orientfollow_k6_b2_b3_f11_case_direct.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex287-orient-followup/ex287/aigs/ex287_orientfollow_k6_b2_b3_f11_case_direct_abc_g_aig.aig,1,1,OK,1593,15,23895,,,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex287-orient-followup/ex287/logs/ex287_orientfollow_k6_b2_b3_f11_case_direct_abc_g_aig.evaluate.py.log,"shared_bdd_nodes=451;encoded_width=15;outer_bits=0:13:1:12:2:3;inner_bits=4:5:6:7:8:9:10:11;order=0:13:1:12:2:11:3:10:4:9:5:8:6:7;policy=f11;selector=case;decoder=direct;pairs=4:5,6:7,8:9;runtime_sec=0.997",,,,,,,,,,
ex287,ex287_orientfollow_k6_b2_b3_f11_case_factored_abc_g_aig,output_image_pair_count_orientation_encoded_symmetry_key_cofactor_bdd,k6_b2_b3_f11_case_factored/abc_g_aig,ex287|hamming_weight_preserving_lossy_routing_normalizer|output_image_adjacent_pair_count_component_orientation|symmetry_key_k6_b2_b3_f11_case_factored_cofactor_bdd_policy_f11|case_selector|factored_decoder|yosys_abc_g_aig|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex287-orient-followup/ex287/verilog/ex287_orientfollow_k6_b2_b3_f11_case_factored.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex287-orient-followup/ex287/aigs/ex287_orientfollow_k6_b2_b3_f11_case_factored_abc_g_aig.aig,1,1,OK,1593,15,23895,,,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex287-orient-followup/ex287/logs/ex287_orientfollow_k6_b2_b3_f11_case_factored_abc_g_aig.evaluate.py.log,"shared_bdd_nodes=451;encoded_width=15;outer_bits=0:13:1:12:2:3;inner_bits=4:5:6:7:8:9:10:11;order=0:13:1:12:2:11:3:10:4:9:5:8:6:7;policy=f11;selector=case;decoder=factored;pairs=4:5,6:7,8:9;runtime_sec=1.013",,,,,,,,,,
ex287,ex287_orientfollow_k6_b2_b3_f11_case_factored_abc_g_aig_d14,output_image_pair_count_orientation_encoded_symmetry_key_cofactor_bdd,k6_b2_b3_f11_case_factored/abc_g_aig_d14,ex287|hamming_weight_preserving_lossy_routing_normalizer|output_image_adjacent_pair_count_component_orientation|symmetry_key_k6_b2_b3_f11_case_factored_cofactor_bdd_policy_f11|case_selector|factored_decoder|yosys_abc_g_aig_d14|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex287-orient-followup/ex287/verilog/ex287_orientfollow_k6_b2_b3_f11_case_factored.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex287-orient-followup/ex287/aigs/ex287_orientfollow_k6_b2_b3_f11_case_factored_abc_g_aig_d14.aig,1,1,OK,1593,15,23895,,,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex287-orient-followup/ex287/logs/ex287_orientfollow_k6_b2_b3_f11_case_factored_abc_g_aig_d14.evaluate.py.log,"shared_bdd_nodes=451;encoded_width=15;outer_bits=0:13:1:12:2:3;inner_bits=4:5:6:7:8:9:10:11;order=0:13:1:12:2:11:3:10:4:9:5:8:6:7;policy=f11;selector=case;decoder=factored;pairs=4:5,6:7,8:9;runtime_sec=1.059",,,,,,,,,,
ex287,ex287_orientfollow_k6_b2_b3_f11_case_factored_abc_g_aig_d15,output_image_pair_count_orientation_encoded_symmetry_key_cofactor_bdd,k6_b2_b3_f11_case_factored/abc_g_aig_d15,ex287|hamming_weight_preserving_lossy_routing_normalizer|output_image_adjacent_pair_count_component_orientation|symmetry_key_k6_b2_b3_f11_case_factored_cofactor_bdd_policy_f11|case_selector|factored_decoder|yosys_abc_g_aig_d15|abc_xf_official_evaluate,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex287-orient-followup/ex287/verilog/ex287_orientfollow_k6_b2_b3_f11_case_factored.v,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex287-orient-followup/ex287/aigs/ex287_orientfollow_k6_b2_b3_f11_case_factored_abc_g_aig_d15.aig,1,1,OK,1593,15,23895,,,student/work/ex286_ex287_frontend_structural_decomp_20260614_2320/subagent-ex287-orient-followup/ex287/logs/ex287_orientfollow_k6_b2_b3_f11_case_factored_abc_g_aig_d15.evaluate.py.log,"shared_bdd_nodes=451;encoded_width=15;outer_bits=0:13:1:12:2:3;inner_bits=4:5:6:7:8:9:10:11;order=0:13:1:12:2:11:3:10:4:9:5:8:6:7;policy=f11;selector=case;decoder=factored;pairs=4:5,6:7,8:9;runtime_sec=1.009",,,,,,,,,,
