case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex273,ex273_square_wallace_square_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_csel6+abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex273/verilog/ex273_square_wallace_square_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex273/aigs/ex273_square_wallace_square_csel6_abc_g_aig.aig,1,1,1,747,40,29880,15078,1.981695,0,0,0.788,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_csel6; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel6_synth_preset.aig,1,1,1,715,39,27885,15078,1.849383,0,0,0.921,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel6; flow=synth_preset
ex273,ex273_square_wallace_square_outside_csel6_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel6+synth_preset_d20,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel6_synth_preset_d20.aig,1,1,1,715,39,27885,15078,1.849383,0,0,0.915,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel6; flow=synth_preset_d20
ex273,ex273_square_wallace_square_outside_csel8_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel8_abc_g_aig.aig,1,1,1,725,38,27550,15078,1.827165,0,0,0.746,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=abc_g_aig
ex273,ex273_square_wallace_square_outside_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel8+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel8_wreduce_abc_g_aig.aig,1,1,1,723,37,26751,15078,1.774174,0,0,0.761,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=wreduce_abc_g_aig
ex273,ex273_square_wallace_square_outside_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel8_synth_preset.aig,1,1,1,724,37,26788,15078,1.776628,0,0,0.924,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=synth_preset
ex273,ex273_square_wallace_square_outside_csel8_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset_d20,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex273/verilog/ex273_square_wallace_square_outside_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex273/aigs/ex273_square_wallace_square_outside_csel8_synth_preset_d20.aig,1,1,1,724,37,26788,15078,1.776628,0,0,0.931,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=wallace_square_outside_csel8; flow=synth_preset_d20
ex274,ex274_square_wallace_square_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_csel6+abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_csel6_abc_g_aig.aig,1,1,1,1006,45,45270,21630,2.092926,0,0,3.418,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_csel6; flow=abc_g_aig
ex274,ex274_square_wallace_square_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_csel6+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_csel6_wreduce_abc_g_aig.aig,1,1,1,1008,45,45360,21630,2.097087,0,0,3.419,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_csel6; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_csel6+synth_preset,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_csel6_synth_preset.aig,1,1,1,1004,45,45180,21630,2.088766,0,0,3.629,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_csel6; flow=synth_preset
ex274,ex274_square_wallace_square_csel6_synth_preset_d20,unsigned_square_x_times_x,wallace_square_csel6+synth_preset_d20,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_csel6_synth_preset_d20.aig,1,1,1,1004,45,45180,21630,2.088766,0,0,3.638,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_csel6; flow=synth_preset_d20
ex274,ex274_square_wallace_square_csel8_abc_g_aig,unsigned_square_x_times_x,wallace_square_csel8+abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_csel8_abc_g_aig.aig,1,1,1,995,50,49750,21630,2.300046,0,0,3.410,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_csel8; flow=abc_g_aig
ex274,ex274_square_wallace_square_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_csel8+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_csel8_wreduce_abc_g_aig.aig,1,1,1,994,50,49700,21630,2.297735,0,0,3.432,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_csel8; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_csel8+synth_preset,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_csel8_synth_preset.aig,1,1,1,992,49,48608,21630,2.247249,0,0,3.609,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_csel8; flow=synth_preset
ex274,ex274_square_wallace_square_csel8_synth_preset_d20,unsigned_square_x_times_x,wallace_square_csel8+synth_preset_d20,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_csel8_synth_preset_d20.aig,1,1,1,992,49,48608,21630,2.247249,0,0,3.599,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_csel8; flow=synth_preset_d20
ex274,ex274_square_wallace_square_rev_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_rev_csel6+abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_rev_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_rev_csel6_abc_g_aig.aig,1,1,1,1006,52,52312,21630,2.418493,0,0,3.429,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_rev_csel6; flow=abc_g_aig
ex274,ex274_square_wallace_square_rev_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_rev_csel6+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_rev_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_rev_csel6_wreduce_abc_g_aig.aig,1,1,1,1005,51,51255,21630,2.369626,0,0,3.446,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_rev_csel6; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_rev_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_rev_csel6+synth_preset,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_rev_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_rev_csel6_synth_preset.aig,1,1,1,1004,50,50200,21630,2.320851,0,0,3.597,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_rev_csel6; flow=synth_preset
ex274,ex274_square_wallace_square_rev_csel6_synth_preset_d20,unsigned_square_x_times_x,wallace_square_rev_csel6+synth_preset_d20,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_rev_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_rev_csel6_synth_preset_d20.aig,1,1,1,1004,50,50200,21630,2.320851,0,0,3.624,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_rev_csel6; flow=synth_preset_d20
ex274,ex274_square_wallace_square_rev_csel8_abc_g_aig,unsigned_square_x_times_x,wallace_square_rev_csel8+abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_rev_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_rev_csel8_abc_g_aig.aig,1,1,1,992,55,54560,21630,2.522423,0,0,3.408,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_rev_csel8; flow=abc_g_aig
ex274,ex274_square_wallace_square_rev_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_rev_csel8+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_rev_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_rev_csel8_wreduce_abc_g_aig.aig,1,1,1,988,54,53352,21630,2.466574,0,0,3.454,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_rev_csel8; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_rev_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_rev_csel8+synth_preset,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_rev_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_rev_csel8_synth_preset.aig,1,1,1,989,54,53406,21630,2.469071,0,0,3.580,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_rev_csel8; flow=synth_preset
ex274,ex274_square_wallace_square_rev_csel8_synth_preset_d20,unsigned_square_x_times_x,wallace_square_rev_csel8+synth_preset_d20,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_rev_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_rev_csel8_synth_preset_d20.aig,1,1,1,989,54,53406,21630,2.469071,0,0,3.708,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_rev_csel8; flow=synth_preset_d20
ex274,ex274_square_wallace_square_center_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_center_csel6+abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_center_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_center_csel6_abc_g_aig.aig,1,1,1,992,56,55552,21630,2.568285,0,0,3.375,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_center_csel6; flow=abc_g_aig
ex274,ex274_square_wallace_square_center_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_center_csel6+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_center_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_center_csel6_wreduce_abc_g_aig.aig,1,1,1,995,53,52735,21630,2.438049,0,0,3.386,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_center_csel6; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_center_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_center_csel6+synth_preset,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_center_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_center_csel6_synth_preset.aig,1,1,1,989,56,55384,21630,2.560518,0,0,3.581,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_center_csel6; flow=synth_preset
ex274,ex274_square_wallace_square_center_csel6_synth_preset_d20,unsigned_square_x_times_x,wallace_square_center_csel6+synth_preset_d20,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_center_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_center_csel6_synth_preset_d20.aig,1,1,1,989,56,55384,21630,2.560518,0,0,3.633,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_center_csel6; flow=synth_preset_d20
ex274,ex274_square_wallace_square_center_csel8_abc_g_aig,unsigned_square_x_times_x,wallace_square_center_csel8+abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_center_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_center_csel8_abc_g_aig.aig,1,1,1,977,59,57643,21630,2.664956,0,0,3.364,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_center_csel8; flow=abc_g_aig
ex274,ex274_square_wallace_square_center_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_center_csel8+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_center_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_center_csel8_wreduce_abc_g_aig.aig,1,1,1,980,59,57820,21630,2.673139,0,0,3.406,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_center_csel8; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_center_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_center_csel8+synth_preset,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_center_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_center_csel8_synth_preset.aig,1,1,1,974,58,56492,21630,2.611743,0,0,3.564,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_center_csel8; flow=synth_preset
ex274,ex274_square_wallace_square_center_csel8_synth_preset_d20,unsigned_square_x_times_x,wallace_square_center_csel8+synth_preset_d20,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_center_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_center_csel8_synth_preset_d20.aig,1,1,1,974,58,56492,21630,2.611743,0,0,3.568,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_center_csel8; flow=synth_preset_d20
ex274,ex274_square_wallace_square_evenodd_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_evenodd_csel6+abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_evenodd_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_evenodd_csel6_abc_g_aig.aig,1,1,1,997,45,44865,21630,2.074202,0,0,3.414,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_evenodd_csel6; flow=abc_g_aig
ex274,ex274_square_wallace_square_evenodd_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_evenodd_csel6+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_evenodd_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_evenodd_csel6_wreduce_abc_g_aig.aig,1,1,1,999,45,44955,21630,2.078363,0,0,3.445,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_evenodd_csel6; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_evenodd_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_evenodd_csel6+synth_preset,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_evenodd_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_evenodd_csel6_synth_preset.aig,1,1,1,995,45,44775,21630,2.070042,0,0,3.609,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_evenodd_csel6; flow=synth_preset
ex274,ex274_square_wallace_square_evenodd_csel6_synth_preset_d20,unsigned_square_x_times_x,wallace_square_evenodd_csel6+synth_preset_d20,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_evenodd_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_evenodd_csel6_synth_preset_d20.aig,1,1,1,995,45,44775,21630,2.070042,0,0,3.603,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_evenodd_csel6; flow=synth_preset_d20
ex274,ex274_square_wallace_square_evenodd_csel8_abc_g_aig,unsigned_square_x_times_x,wallace_square_evenodd_csel8+abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_evenodd_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_evenodd_csel8_abc_g_aig.aig,1,1,1,986,49,48314,21630,2.233657,0,0,3.388,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_evenodd_csel8; flow=abc_g_aig
ex274,ex274_square_wallace_square_evenodd_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_evenodd_csel8+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_evenodd_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_evenodd_csel8_wreduce_abc_g_aig.aig,1,1,1,983,50,49150,21630,2.272307,0,0,3.419,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_evenodd_csel8; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_evenodd_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_evenodd_csel8+synth_preset,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_evenodd_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_evenodd_csel8_synth_preset.aig,1,1,1,985,49,48265,21630,2.231392,0,0,3.631,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_evenodd_csel8; flow=synth_preset
ex274,ex274_square_wallace_square_evenodd_csel8_synth_preset_d20,unsigned_square_x_times_x,wallace_square_evenodd_csel8+synth_preset_d20,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_evenodd_csel8.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_evenodd_csel8_synth_preset_d20.aig,1,1,1,985,49,48265,21630,2.231392,0,0,3.625,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_evenodd_csel8; flow=synth_preset_d20
ex274,ex274_square_wallace_square_counter4x_csel4_abc_g_aig,unsigned_square_x_times_x,wallace_square_counter4x_csel4+abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_counter4x_csel4.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_counter4x_csel4_abc_g_aig.aig,1,1,1,1129,43,48547,21630,2.244429,0,0,3.500,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4x_csel4; flow=abc_g_aig
ex274,ex274_square_wallace_square_counter4x_csel4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_counter4x_csel4+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_counter4x_csel4.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_counter4x_csel4_wreduce_abc_g_aig.aig,1,1,1,1134,43,48762,21630,2.254369,0,0,3.499,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4x_csel4; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_counter4x_csel4_synth_preset,unsigned_square_x_times_x,wallace_square_counter4x_csel4+synth_preset,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_counter4x_csel4.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_counter4x_csel4_synth_preset.aig,1,1,1,1127,43,48461,21630,2.240453,0,0,4.317,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4x_csel4; flow=synth_preset
ex274,ex274_square_wallace_square_counter4x_csel4_synth_preset_d20,unsigned_square_x_times_x,wallace_square_counter4x_csel4+synth_preset_d20,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_counter4x_csel4.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_counter4x_csel4_synth_preset_d20.aig,1,1,1,1127,43,48461,21630,2.240453,0,0,5.457,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4x_csel4; flow=synth_preset_d20
ex274,ex274_square_wallace_square_counter4x_csel6_abc_g_aig,unsigned_square_x_times_x,wallace_square_counter4x_csel6+abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_counter4x_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_counter4x_csel6_abc_g_aig.aig,1,1,1,1149,43,49407,21630,2.284189,0,0,4.761,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4x_csel6; flow=abc_g_aig
ex274,ex274_square_wallace_square_counter4x_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_counter4x_csel6+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_counter4x_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_counter4x_csel6_wreduce_abc_g_aig.aig,1,1,1,1148,44,50512,21630,2.335275,0,0,4.045,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4x_csel6; flow=wreduce_abc_g_aig
ex274,ex274_square_wallace_square_counter4x_csel6_synth_preset,unsigned_square_x_times_x,wallace_square_counter4x_csel6+synth_preset,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_counter4x_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_counter4x_csel6_synth_preset.aig,1,1,1,1142,43,49106,21630,2.270273,0,0,4.719,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4x_csel6; flow=synth_preset
ex274,ex274_square_wallace_square_counter4x_csel6_synth_preset_d20,unsigned_square_x_times_x,wallace_square_counter4x_csel6+synth_preset_d20,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/verilog/ex274_square_wallace_square_counter4x_csel6.v,student/work/ex273_ex274_frontend_square_order_counter4x_20260609_1240/ex274/aigs/ex274_square_wallace_square_counter4x_csel6_synth_preset_d20.aig,1,1,1,1142,43,49106,21630,2.270273,0,0,3.744,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_counter4x_csel6; flow=synth_preset_d20
