case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex255,ex255_umul_csa_vector_abc_g_aig_d18,1,87,14,1218,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex255/aigs/ex255_umul_csa_vector_abc_g_aig_d18.aig,exact unsigned low4 * high4 over 256 inputs; source=csa_vector; flow=abc_g_aig_d18
ex257,ex257_umul_csa_androws_abc_g_aig_d24,1,241,25,6025,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_androws_abc_g_aig_d24.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_androws; flow=abc_g_aig_d24
ex257,ex257_umul_csa_androws_abc_g_aig_d28,1,241,25,6025,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_androws_abc_g_aig_d28.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_androws; flow=abc_g_aig_d28
ex257,ex257_umul_csa_androws_abc_g_aig_d32,1,241,25,6025,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_androws_abc_g_aig_d32.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_androws; flow=abc_g_aig_d32
ex257,ex257_umul_csa_androws_synth_preset_d18,1,238,24,5712,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_androws_synth_preset_d18.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_androws; flow=synth_preset_d18
ex257,ex257_umul_csa_androws_synth_preset_d20,1,238,24,5712,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_androws_synth_preset_d20.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_androws; flow=synth_preset_d20
ex257,ex257_umul_csa_androws_synth_preset_d24,1,238,24,5712,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_androws_synth_preset_d24.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_androws; flow=synth_preset_d24
ex257,ex257_umul_csa_androws_synth_preset_d28,1,238,24,5712,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_androws_synth_preset_d28.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_androws; flow=synth_preset_d28
ex257,ex257_umul_csa_androws_synth_preset_d32,1,238,24,5712,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_androws_synth_preset_d32.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_androws; flow=synth_preset_d32
ex257,ex257_umul_csa_concat_abc_g_aig_d18,1,241,25,6025,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_abc_g_aig_d18.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=abc_g_aig_d18
ex257,ex257_umul_csa_concat_abc_g_aig_d20,1,241,25,6025,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_abc_g_aig_d20.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=abc_g_aig_d20
ex257,ex257_umul_csa_concat_abc_g_aig_d24,1,241,25,6025,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_abc_g_aig_d24.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=abc_g_aig_d24
ex257,ex257_umul_csa_concat_abc_g_aig_d28,1,241,25,6025,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_abc_g_aig_d28.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=abc_g_aig_d28
ex257,ex257_umul_csa_concat_abc_g_aig_d32,1,241,25,6025,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_abc_g_aig_d32.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=abc_g_aig_d32
ex257,ex257_umul_csa_concat_synth_preset_d18,1,238,24,5712,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_synth_preset_d18.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=synth_preset_d18
ex257,ex257_umul_csa_concat_synth_preset_d20,1,238,24,5712,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_synth_preset_d20.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=synth_preset_d20
ex257,ex257_umul_csa_concat_synth_preset_d24,1,238,24,5712,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_synth_preset_d24.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=synth_preset_d24
ex257,ex257_umul_csa_concat_synth_preset_d28,1,238,24,5712,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_synth_preset_d28.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=synth_preset_d28
ex257,ex257_umul_csa_concat_synth_preset_d32,1,238,24,5712,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_synth_preset_d32.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=synth_preset_d32
ex257,ex257_umul_csa_concat_center_abc_g_aig_d18,1,245,24,5880,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_abc_g_aig_d18.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=abc_g_aig_d18
ex257,ex257_umul_csa_concat_center_abc_g_aig_d20,1,245,24,5880,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_abc_g_aig_d20.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=abc_g_aig_d20
ex257,ex257_umul_csa_concat_center_abc_g_aig_d24,1,245,24,5880,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_abc_g_aig_d24.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=abc_g_aig_d24
ex257,ex257_umul_csa_concat_center_abc_g_aig_d28,1,245,24,5880,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_abc_g_aig_d28.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=abc_g_aig_d28
ex257,ex257_umul_csa_concat_center_abc_g_aig_d32,1,245,24,5880,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_abc_g_aig_d32.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=abc_g_aig_d32
ex257,ex257_umul_csa_concat_center_synth_preset_d18,1,245,26,6370,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_synth_preset_d18.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=synth_preset_d18
ex257,ex257_umul_csa_concat_center_synth_preset_d20,1,245,26,6370,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_synth_preset_d20.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=synth_preset_d20
ex257,ex257_umul_csa_concat_center_synth_preset_d24,1,245,26,6370,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_synth_preset_d24.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=synth_preset_d24
ex257,ex257_umul_csa_concat_center_synth_preset_d28,1,245,26,6370,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_synth_preset_d28.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=synth_preset_d28
ex257,ex257_umul_csa_concat_center_synth_preset_d32,1,245,26,6370,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_synth_preset_d32.aig,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=synth_preset_d32
ex258,ex258_umul_csa_vector_abc_g_aig_d18,1,347,29,10063,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_abc_g_aig_d18.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=abc_g_aig_d18
ex258,ex258_umul_csa_vector_abc_g_aig_d20,1,347,29,10063,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_abc_g_aig_d20.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=abc_g_aig_d20
ex258,ex258_umul_csa_vector_abc_g_aig_d24,1,347,29,10063,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_abc_g_aig_d24.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=abc_g_aig_d24
ex258,ex258_umul_csa_vector_abc_g_aig_d28,1,347,29,10063,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_abc_g_aig_d28.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=abc_g_aig_d28
ex258,ex258_umul_csa_vector_abc_g_aig_d32,1,347,29,10063,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_abc_g_aig_d32.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=abc_g_aig_d32
ex258,ex258_umul_csa_vector_synth_preset_d18,1,350,29,10150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_synth_preset_d18.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=synth_preset_d18
ex258,ex258_umul_csa_vector_synth_preset_d20,1,350,29,10150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_synth_preset_d20.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=synth_preset_d20
ex258,ex258_umul_csa_vector_synth_preset_d24,1,350,29,10150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_synth_preset_d24.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=synth_preset_d24
ex258,ex258_umul_csa_vector_synth_preset_d28,1,350,29,10150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_synth_preset_d28.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=synth_preset_d28
ex258,ex258_umul_csa_vector_synth_preset_d32,1,350,29,10150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_synth_preset_d32.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=synth_preset_d32
ex258,ex258_umul_csa_androws_abc_g_aig_d18,1,347,29,10063,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_abc_g_aig_d18.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=abc_g_aig_d18
ex258,ex258_umul_csa_androws_abc_g_aig_d20,1,347,29,10063,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_abc_g_aig_d20.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=abc_g_aig_d20
ex258,ex258_umul_csa_androws_abc_g_aig_d24,1,347,29,10063,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_abc_g_aig_d24.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=abc_g_aig_d24
ex258,ex258_umul_csa_androws_abc_g_aig_d28,1,347,29,10063,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_abc_g_aig_d28.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=abc_g_aig_d28
ex258,ex258_umul_csa_androws_abc_g_aig_d32,1,347,29,10063,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_abc_g_aig_d32.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=abc_g_aig_d32
ex258,ex258_umul_csa_androws_synth_preset_d18,1,350,29,10150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_synth_preset_d18.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=synth_preset_d18
ex258,ex258_umul_csa_androws_synth_preset_d20,1,350,29,10150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_synth_preset_d20.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=synth_preset_d20
ex258,ex258_umul_csa_androws_synth_preset_d24,1,350,29,10150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_synth_preset_d24.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=synth_preset_d24
ex258,ex258_umul_csa_androws_synth_preset_d28,1,350,29,10150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_synth_preset_d28.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=synth_preset_d28
ex258,ex258_umul_csa_androws_synth_preset_d32,1,350,29,10150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_synth_preset_d32.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=synth_preset_d32
ex258,ex258_umul_csa_concat_abc_g_aig_d18,1,344,29,9976,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_abc_g_aig_d18.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=abc_g_aig_d18
ex258,ex258_umul_csa_concat_abc_g_aig_d20,1,344,29,9976,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_abc_g_aig_d20.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=abc_g_aig_d20
ex258,ex258_umul_csa_concat_abc_g_aig_d24,1,344,29,9976,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_abc_g_aig_d24.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=abc_g_aig_d24
ex258,ex258_umul_csa_concat_abc_g_aig_d28,1,344,29,9976,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_abc_g_aig_d28.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=abc_g_aig_d28
ex258,ex258_umul_csa_concat_abc_g_aig_d32,1,344,29,9976,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_abc_g_aig_d32.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=abc_g_aig_d32
ex258,ex258_umul_csa_concat_synth_preset_d18,1,350,29,10150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_synth_preset_d18.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=synth_preset_d18
ex258,ex258_umul_csa_concat_synth_preset_d20,1,350,29,10150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_synth_preset_d20.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=synth_preset_d20
ex258,ex258_umul_csa_concat_synth_preset_d24,1,350,29,10150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_synth_preset_d24.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=synth_preset_d24
ex258,ex258_umul_csa_concat_synth_preset_d28,1,350,29,10150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_synth_preset_d28.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=synth_preset_d28
ex258,ex258_umul_csa_concat_synth_preset_d32,1,350,29,10150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_synth_preset_d32.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=synth_preset_d32
ex258,ex258_umul_csa_concat_center_abc_g_aig_d18,1,372,32,11904,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_abc_g_aig_d18.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=abc_g_aig_d18
ex258,ex258_umul_csa_concat_center_abc_g_aig_d20,1,372,32,11904,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_abc_g_aig_d20.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=abc_g_aig_d20
ex258,ex258_umul_csa_concat_center_abc_g_aig_d24,1,372,32,11904,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_abc_g_aig_d24.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=abc_g_aig_d24
ex258,ex258_umul_csa_concat_center_abc_g_aig_d28,1,372,32,11904,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_abc_g_aig_d28.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=abc_g_aig_d28
ex258,ex258_umul_csa_concat_center_abc_g_aig_d32,1,372,32,11904,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_abc_g_aig_d32.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=abc_g_aig_d32
ex258,ex258_umul_csa_concat_center_synth_preset_d18,1,371,31,11501,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_synth_preset_d18.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=synth_preset_d18
ex258,ex258_umul_csa_concat_center_synth_preset_d20,1,371,31,11501,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_synth_preset_d20.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=synth_preset_d20
ex258,ex258_umul_csa_concat_center_synth_preset_d24,1,371,31,11501,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_synth_preset_d24.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=synth_preset_d24
ex258,ex258_umul_csa_concat_center_synth_preset_d28,1,371,31,11501,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_synth_preset_d28.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=synth_preset_d28
ex258,ex258_umul_csa_concat_center_synth_preset_d32,1,371,31,11501,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_synth_preset_d32.aig,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=synth_preset_d32
ex259,ex259_umul_csa_vector_abc_g_aig_d18,1,475,34,16150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_abc_g_aig_d18.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=abc_g_aig_d18
ex259,ex259_umul_csa_vector_abc_g_aig_d20,1,475,34,16150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_abc_g_aig_d20.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=abc_g_aig_d20
ex259,ex259_umul_csa_vector_abc_g_aig_d24,1,475,34,16150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_abc_g_aig_d24.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=abc_g_aig_d24
ex259,ex259_umul_csa_vector_abc_g_aig_d28,1,475,34,16150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_abc_g_aig_d28.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=abc_g_aig_d28
ex259,ex259_umul_csa_vector_abc_g_aig_d32,1,475,34,16150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_abc_g_aig_d32.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=abc_g_aig_d32
ex259,ex259_umul_csa_vector_synth_preset_d18,1,469,32,15008,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_synth_preset_d18.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=synth_preset_d18
ex259,ex259_umul_csa_vector_synth_preset_d20,1,469,32,15008,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_synth_preset_d20.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=synth_preset_d20
ex259,ex259_umul_csa_vector_synth_preset_d24,1,469,32,15008,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_synth_preset_d24.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=synth_preset_d24
ex259,ex259_umul_csa_vector_synth_preset_d28,1,469,32,15008,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_synth_preset_d28.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=synth_preset_d28
ex259,ex259_umul_csa_vector_synth_preset_d32,1,469,32,15008,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_synth_preset_d32.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=synth_preset_d32
ex259,ex259_umul_csa_androws_abc_g_aig_d18,1,475,34,16150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_abc_g_aig_d18.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=abc_g_aig_d18
ex259,ex259_umul_csa_androws_abc_g_aig_d20,1,475,34,16150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_abc_g_aig_d20.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=abc_g_aig_d20
ex259,ex259_umul_csa_androws_abc_g_aig_d24,1,475,34,16150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_abc_g_aig_d24.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=abc_g_aig_d24
ex259,ex259_umul_csa_androws_abc_g_aig_d28,1,475,34,16150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_abc_g_aig_d28.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=abc_g_aig_d28
ex259,ex259_umul_csa_androws_abc_g_aig_d32,1,475,34,16150,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_abc_g_aig_d32.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=abc_g_aig_d32
ex259,ex259_umul_csa_androws_synth_preset_d18,1,469,32,15008,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_synth_preset_d18.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=synth_preset_d18
ex259,ex259_umul_csa_androws_synth_preset_d20,1,469,32,15008,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_synth_preset_d20.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=synth_preset_d20
ex259,ex259_umul_csa_androws_synth_preset_d24,1,469,32,15008,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_synth_preset_d24.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=synth_preset_d24
ex259,ex259_umul_csa_androws_synth_preset_d28,1,469,32,15008,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_synth_preset_d28.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=synth_preset_d28
ex259,ex259_umul_csa_androws_synth_preset_d32,1,469,32,15008,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_synth_preset_d32.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=synth_preset_d32
ex259,ex259_umul_csa_concat_abc_g_aig_d18,1,469,32,15008,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_abc_g_aig_d18.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat; flow=abc_g_aig_d18
ex259,ex259_umul_csa_concat_abc_g_aig_d20,1,469,32,15008,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_abc_g_aig_d20.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat; flow=abc_g_aig_d20
ex259,ex259_umul_csa_concat_abc_g_aig_d24,1,469,32,15008,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_abc_g_aig_d24.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat; flow=abc_g_aig_d24
ex259,ex259_umul_csa_concat_abc_g_aig_d28,1,469,32,15008,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_abc_g_aig_d28.aig,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat; flow=abc_g_aig_d28
