case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex258,ex258_umul_csa_concat_synth_preset_d32,unsigned low7_high7:a*b,csa_concat+synth_preset_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_synth_preset_d32.aig,1,1,1,350,29,10150,6289,1.613929,0,0,0.542,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=synth_preset_d32
ex258,ex258_umul_csa_concat_center_abc_g_aig_d18,unsigned low7_high7:a*b,csa_concat_center+abc_g_aig_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_abc_g_aig_d18.aig,1,1,1,372,32,11904,6289,1.892829,0,0,0.463,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=abc_g_aig_d18
ex258,ex258_umul_csa_concat_center_abc_g_aig_d20,unsigned low7_high7:a*b,csa_concat_center+abc_g_aig_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_abc_g_aig_d20.aig,1,1,1,372,32,11904,6289,1.892829,0,0,0.459,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=abc_g_aig_d20
ex258,ex258_umul_csa_concat_center_abc_g_aig_d24,unsigned low7_high7:a*b,csa_concat_center+abc_g_aig_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_abc_g_aig_d24.aig,1,1,1,372,32,11904,6289,1.892829,0,0,0.458,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=abc_g_aig_d24
ex258,ex258_umul_csa_concat_center_abc_g_aig_d28,unsigned low7_high7:a*b,csa_concat_center+abc_g_aig_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_abc_g_aig_d28.aig,1,1,1,372,32,11904,6289,1.892829,0,0,0.458,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=abc_g_aig_d28
ex258,ex258_umul_csa_concat_center_abc_g_aig_d32,unsigned low7_high7:a*b,csa_concat_center+abc_g_aig_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_abc_g_aig_d32.aig,1,1,1,372,32,11904,6289,1.892829,0,0,0.461,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=abc_g_aig_d32
ex258,ex258_umul_csa_concat_center_synth_preset_d18,unsigned low7_high7:a*b,csa_concat_center+synth_preset_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_synth_preset_d18.aig,1,1,1,371,31,11501,6289,1.828749,0,0,0.527,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=synth_preset_d18
ex258,ex258_umul_csa_concat_center_synth_preset_d20,unsigned low7_high7:a*b,csa_concat_center+synth_preset_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_synth_preset_d20.aig,1,1,1,371,31,11501,6289,1.828749,0,0,0.527,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=synth_preset_d20
ex258,ex258_umul_csa_concat_center_synth_preset_d24,unsigned low7_high7:a*b,csa_concat_center+synth_preset_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_synth_preset_d24.aig,1,1,1,371,31,11501,6289,1.828749,0,0,0.525,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=synth_preset_d24
ex258,ex258_umul_csa_concat_center_synth_preset_d28,unsigned low7_high7:a*b,csa_concat_center+synth_preset_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_synth_preset_d28.aig,1,1,1,371,31,11501,6289,1.828749,0,0,0.525,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=synth_preset_d28
ex258,ex258_umul_csa_concat_center_synth_preset_d32,unsigned low7_high7:a*b,csa_concat_center+synth_preset_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_center_synth_preset_d32.aig,1,1,1,371,31,11501,6289,1.828749,0,0,0.527,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat_center; flow=synth_preset_d32
ex259,ex259_umul_csa_vector_abc_g_aig_d18,unsigned low8_high8:a*b,csa_vector+abc_g_aig_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_abc_g_aig_d18.aig,1,1,1,475,34,16150,10000,1.615000,0,0,1.913,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=abc_g_aig_d18
ex259,ex259_umul_csa_vector_abc_g_aig_d20,unsigned low8_high8:a*b,csa_vector+abc_g_aig_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_abc_g_aig_d20.aig,1,1,1,475,34,16150,10000,1.615000,0,0,1.853,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=abc_g_aig_d20
ex259,ex259_umul_csa_vector_abc_g_aig_d24,unsigned low8_high8:a*b,csa_vector+abc_g_aig_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_abc_g_aig_d24.aig,1,1,1,475,34,16150,10000,1.615000,0,0,1.861,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=abc_g_aig_d24
ex259,ex259_umul_csa_vector_abc_g_aig_d28,unsigned low8_high8:a*b,csa_vector+abc_g_aig_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_abc_g_aig_d28.aig,1,1,1,475,34,16150,10000,1.615000,0,0,1.957,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=abc_g_aig_d28
ex259,ex259_umul_csa_vector_abc_g_aig_d32,unsigned low8_high8:a*b,csa_vector+abc_g_aig_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_abc_g_aig_d32.aig,1,1,1,475,34,16150,10000,1.615000,0,0,1.905,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=abc_g_aig_d32
ex259,ex259_umul_csa_vector_synth_preset_d18,unsigned low8_high8:a*b,csa_vector+synth_preset_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_synth_preset_d18.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.973,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=synth_preset_d18
ex259,ex259_umul_csa_vector_synth_preset_d20,unsigned low8_high8:a*b,csa_vector+synth_preset_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_synth_preset_d20.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.950,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=synth_preset_d20
ex259,ex259_umul_csa_vector_synth_preset_d24,unsigned low8_high8:a*b,csa_vector+synth_preset_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_synth_preset_d24.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.971,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=synth_preset_d24
ex259,ex259_umul_csa_vector_synth_preset_d28,unsigned low8_high8:a*b,csa_vector+synth_preset_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_synth_preset_d28.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.997,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=synth_preset_d28
ex259,ex259_umul_csa_vector_synth_preset_d32,unsigned low8_high8:a*b,csa_vector+synth_preset_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_vector_synth_preset_d32.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.936,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_vector; flow=synth_preset_d32
ex259,ex259_umul_csa_androws_abc_g_aig_d18,unsigned low8_high8:a*b,csa_androws+abc_g_aig_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_abc_g_aig_d18.aig,1,1,1,475,34,16150,10000,1.615000,0,0,1.824,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=abc_g_aig_d18
ex259,ex259_umul_csa_androws_abc_g_aig_d20,unsigned low8_high8:a*b,csa_androws+abc_g_aig_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_abc_g_aig_d20.aig,1,1,1,475,34,16150,10000,1.615000,0,0,1.833,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=abc_g_aig_d20
ex259,ex259_umul_csa_androws_abc_g_aig_d24,unsigned low8_high8:a*b,csa_androws+abc_g_aig_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_abc_g_aig_d24.aig,1,1,1,475,34,16150,10000,1.615000,0,0,1.827,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=abc_g_aig_d24
ex259,ex259_umul_csa_androws_abc_g_aig_d28,unsigned low8_high8:a*b,csa_androws+abc_g_aig_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_abc_g_aig_d28.aig,1,1,1,475,34,16150,10000,1.615000,0,0,1.830,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=abc_g_aig_d28
ex259,ex259_umul_csa_androws_abc_g_aig_d32,unsigned low8_high8:a*b,csa_androws+abc_g_aig_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_abc_g_aig_d32.aig,1,1,1,475,34,16150,10000,1.615000,0,0,1.822,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=abc_g_aig_d32
ex259,ex259_umul_csa_androws_synth_preset_d18,unsigned low8_high8:a*b,csa_androws+synth_preset_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_synth_preset_d18.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.909,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=synth_preset_d18
ex259,ex259_umul_csa_androws_synth_preset_d20,unsigned low8_high8:a*b,csa_androws+synth_preset_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_synth_preset_d20.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.907,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=synth_preset_d20
ex259,ex259_umul_csa_androws_synth_preset_d24,unsigned low8_high8:a*b,csa_androws+synth_preset_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_synth_preset_d24.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.900,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=synth_preset_d24
ex259,ex259_umul_csa_androws_synth_preset_d28,unsigned low8_high8:a*b,csa_androws+synth_preset_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_synth_preset_d28.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.906,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=synth_preset_d28
ex259,ex259_umul_csa_androws_synth_preset_d32,unsigned low8_high8:a*b,csa_androws+synth_preset_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_androws_synth_preset_d32.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.903,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_androws; flow=synth_preset_d32
ex259,ex259_umul_csa_concat_abc_g_aig_d18,unsigned low8_high8:a*b,csa_concat+abc_g_aig_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_abc_g_aig_d18.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.893,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat; flow=abc_g_aig_d18
ex259,ex259_umul_csa_concat_abc_g_aig_d20,unsigned low8_high8:a*b,csa_concat+abc_g_aig_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_abc_g_aig_d20.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.880,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat; flow=abc_g_aig_d20
ex259,ex259_umul_csa_concat_abc_g_aig_d24,unsigned low8_high8:a*b,csa_concat+abc_g_aig_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_abc_g_aig_d24.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.889,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat; flow=abc_g_aig_d24
ex259,ex259_umul_csa_concat_abc_g_aig_d28,unsigned low8_high8:a*b,csa_concat+abc_g_aig_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_abc_g_aig_d28.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.892,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat; flow=abc_g_aig_d28
ex259,ex259_umul_csa_concat_abc_g_aig_d32,unsigned low8_high8:a*b,csa_concat+abc_g_aig_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_abc_g_aig_d32.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.878,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat; flow=abc_g_aig_d32
ex259,ex259_umul_csa_concat_synth_preset_d18,unsigned low8_high8:a*b,csa_concat+synth_preset_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_synth_preset_d18.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.975,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat; flow=synth_preset_d18
ex259,ex259_umul_csa_concat_synth_preset_d20,unsigned low8_high8:a*b,csa_concat+synth_preset_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_synth_preset_d20.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.967,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat; flow=synth_preset_d20
ex259,ex259_umul_csa_concat_synth_preset_d24,unsigned low8_high8:a*b,csa_concat+synth_preset_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_synth_preset_d24.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.975,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat; flow=synth_preset_d24
ex259,ex259_umul_csa_concat_synth_preset_d28,unsigned low8_high8:a*b,csa_concat+synth_preset_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_synth_preset_d28.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.968,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat; flow=synth_preset_d28
ex259,ex259_umul_csa_concat_synth_preset_d32,unsigned low8_high8:a*b,csa_concat+synth_preset_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_synth_preset_d32.aig,1,1,1,469,32,15008,10000,1.500800,0,0,1.969,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat; flow=synth_preset_d32
ex259,ex259_umul_csa_concat_center_abc_g_aig_d18,unsigned low8_high8:a*b,csa_concat_center+abc_g_aig_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_center_abc_g_aig_d18.aig,1,1,1,493,37,18241,10000,1.824100,0,0,1.875,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat_center; flow=abc_g_aig_d18
ex259,ex259_umul_csa_concat_center_abc_g_aig_d20,unsigned low8_high8:a*b,csa_concat_center+abc_g_aig_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_center_abc_g_aig_d20.aig,1,1,1,493,37,18241,10000,1.824100,0,0,1.879,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat_center; flow=abc_g_aig_d20
ex259,ex259_umul_csa_concat_center_abc_g_aig_d24,unsigned low8_high8:a*b,csa_concat_center+abc_g_aig_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_center_abc_g_aig_d24.aig,1,1,1,493,37,18241,10000,1.824100,0,0,1.858,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat_center; flow=abc_g_aig_d24
ex259,ex259_umul_csa_concat_center_abc_g_aig_d28,unsigned low8_high8:a*b,csa_concat_center+abc_g_aig_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_center_abc_g_aig_d28.aig,1,1,1,493,37,18241,10000,1.824100,0,0,1.812,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat_center; flow=abc_g_aig_d28
ex259,ex259_umul_csa_concat_center_abc_g_aig_d32,unsigned low8_high8:a*b,csa_concat_center+abc_g_aig_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_center_abc_g_aig_d32.aig,1,1,1,493,37,18241,10000,1.824100,0,0,1.810,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat_center; flow=abc_g_aig_d32
ex259,ex259_umul_csa_concat_center_synth_preset_d18,unsigned low8_high8:a*b,csa_concat_center+synth_preset_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_center_synth_preset_d18.aig,1,1,1,481,34,16354,10000,1.635400,0,0,2.011,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat_center; flow=synth_preset_d18
ex259,ex259_umul_csa_concat_center_synth_preset_d20,unsigned low8_high8:a*b,csa_concat_center+synth_preset_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_center_synth_preset_d20.aig,1,1,1,481,34,16354,10000,1.635400,0,0,2.169,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat_center; flow=synth_preset_d20
ex259,ex259_umul_csa_concat_center_synth_preset_d24,unsigned low8_high8:a*b,csa_concat_center+synth_preset_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_center_synth_preset_d24.aig,1,1,1,481,34,16354,10000,1.635400,0,0,2.311,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat_center; flow=synth_preset_d24
ex259,ex259_umul_csa_concat_center_synth_preset_d28,unsigned low8_high8:a*b,csa_concat_center+synth_preset_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_center_synth_preset_d28.aig,1,1,1,481,34,16354,10000,1.635400,0,0,3.397,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat_center; flow=synth_preset_d28
ex259,ex259_umul_csa_concat_center_synth_preset_d32,unsigned low8_high8:a*b,csa_concat_center+synth_preset_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/verilog/ex259_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex259/aigs/ex259_umul_csa_concat_center_synth_preset_d32.aig,1,1,1,481,34,16354,10000,1.635400,0,0,2.699,semantic_mul_exact,exact unsigned low8 * high8 over 65536 inputs; source=csa_concat_center; flow=synth_preset_d32
