case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex257,ex257_umul_csa_androws_synth_preset_d28,unsigned low6_high6:a*b,csa_androws+synth_preset_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_androws_synth_preset_d28.aig,1,1,1,238,24,5712,3952,1.445344,1,0,0.314,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_androws; flow=synth_preset_d28
ex257,ex257_umul_csa_androws_synth_preset_d32,unsigned low6_high6:a*b,csa_androws+synth_preset_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_androws_synth_preset_d32.aig,1,1,1,238,24,5712,3952,1.445344,1,0,0.305,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_androws; flow=synth_preset_d32
ex257,ex257_umul_csa_concat_abc_g_aig_d18,unsigned low6_high6:a*b,csa_concat+abc_g_aig_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_abc_g_aig_d18.aig,1,1,1,241,25,6025,3952,1.524545,0,0,0.253,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=abc_g_aig_d18
ex257,ex257_umul_csa_concat_abc_g_aig_d20,unsigned low6_high6:a*b,csa_concat+abc_g_aig_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_abc_g_aig_d20.aig,1,1,1,241,25,6025,3952,1.524545,0,0,0.288,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=abc_g_aig_d20
ex257,ex257_umul_csa_concat_abc_g_aig_d24,unsigned low6_high6:a*b,csa_concat+abc_g_aig_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_abc_g_aig_d24.aig,1,1,1,241,25,6025,3952,1.524545,0,0,0.257,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=abc_g_aig_d24
ex257,ex257_umul_csa_concat_abc_g_aig_d28,unsigned low6_high6:a*b,csa_concat+abc_g_aig_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_abc_g_aig_d28.aig,1,1,1,241,25,6025,3952,1.524545,0,0,0.257,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=abc_g_aig_d28
ex257,ex257_umul_csa_concat_abc_g_aig_d32,unsigned low6_high6:a*b,csa_concat+abc_g_aig_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_abc_g_aig_d32.aig,1,1,1,241,25,6025,3952,1.524545,0,0,0.270,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=abc_g_aig_d32
ex257,ex257_umul_csa_concat_synth_preset_d18,unsigned low6_high6:a*b,csa_concat+synth_preset_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_synth_preset_d18.aig,1,1,1,238,24,5712,3952,1.445344,1,0,0.316,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=synth_preset_d18
ex257,ex257_umul_csa_concat_synth_preset_d20,unsigned low6_high6:a*b,csa_concat+synth_preset_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_synth_preset_d20.aig,1,1,1,238,24,5712,3952,1.445344,1,0,0.309,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=synth_preset_d20
ex257,ex257_umul_csa_concat_synth_preset_d24,unsigned low6_high6:a*b,csa_concat+synth_preset_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_synth_preset_d24.aig,1,1,1,238,24,5712,3952,1.445344,1,0,0.310,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=synth_preset_d24
ex257,ex257_umul_csa_concat_synth_preset_d28,unsigned low6_high6:a*b,csa_concat+synth_preset_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_synth_preset_d28.aig,1,1,1,238,24,5712,3952,1.445344,1,0,0.303,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=synth_preset_d28
ex257,ex257_umul_csa_concat_synth_preset_d32,unsigned low6_high6:a*b,csa_concat+synth_preset_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_synth_preset_d32.aig,1,1,1,238,24,5712,3952,1.445344,1,0,0.305,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat; flow=synth_preset_d32
ex257,ex257_umul_csa_concat_center_abc_g_aig_d18,unsigned low6_high6:a*b,csa_concat_center+abc_g_aig_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_abc_g_aig_d18.aig,1,1,1,245,24,5880,3952,1.487854,1,0,0.257,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=abc_g_aig_d18
ex257,ex257_umul_csa_concat_center_abc_g_aig_d20,unsigned low6_high6:a*b,csa_concat_center+abc_g_aig_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_abc_g_aig_d20.aig,1,1,1,245,24,5880,3952,1.487854,1,0,0.257,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=abc_g_aig_d20
ex257,ex257_umul_csa_concat_center_abc_g_aig_d24,unsigned low6_high6:a*b,csa_concat_center+abc_g_aig_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_abc_g_aig_d24.aig,1,1,1,245,24,5880,3952,1.487854,1,0,0.258,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=abc_g_aig_d24
ex257,ex257_umul_csa_concat_center_abc_g_aig_d28,unsigned low6_high6:a*b,csa_concat_center+abc_g_aig_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_abc_g_aig_d28.aig,1,1,1,245,24,5880,3952,1.487854,1,0,0.257,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=abc_g_aig_d28
ex257,ex257_umul_csa_concat_center_abc_g_aig_d32,unsigned low6_high6:a*b,csa_concat_center+abc_g_aig_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_abc_g_aig_d32.aig,1,1,1,245,24,5880,3952,1.487854,1,0,0.289,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=abc_g_aig_d32
ex257,ex257_umul_csa_concat_center_synth_preset_d18,unsigned low6_high6:a*b,csa_concat_center+synth_preset_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_synth_preset_d18.aig,1,1,1,245,26,6370,3952,1.611842,0,0,0.332,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=synth_preset_d18
ex257,ex257_umul_csa_concat_center_synth_preset_d20,unsigned low6_high6:a*b,csa_concat_center+synth_preset_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_synth_preset_d20.aig,1,1,1,245,26,6370,3952,1.611842,0,0,0.336,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=synth_preset_d20
ex257,ex257_umul_csa_concat_center_synth_preset_d24,unsigned low6_high6:a*b,csa_concat_center+synth_preset_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_synth_preset_d24.aig,1,1,1,245,26,6370,3952,1.611842,0,0,0.334,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=synth_preset_d24
ex257,ex257_umul_csa_concat_center_synth_preset_d28,unsigned low6_high6:a*b,csa_concat_center+synth_preset_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_synth_preset_d28.aig,1,1,1,245,26,6370,3952,1.611842,0,0,0.366,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=synth_preset_d28
ex257,ex257_umul_csa_concat_center_synth_preset_d32,unsigned low6_high6:a*b,csa_concat_center+synth_preset_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/verilog/ex257_umul_csa_concat_center.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex257/aigs/ex257_umul_csa_concat_center_synth_preset_d32.aig,1,1,1,245,26,6370,3952,1.611842,0,0,0.342,semantic_mul_exact,exact unsigned low6 * high6 over 4096 inputs; source=csa_concat_center; flow=synth_preset_d32
ex258,ex258_umul_csa_vector_abc_g_aig_d18,unsigned low7_high7:a*b,csa_vector+abc_g_aig_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_abc_g_aig_d18.aig,1,1,1,347,29,10063,6289,1.600095,0,0,0.477,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=abc_g_aig_d18
ex258,ex258_umul_csa_vector_abc_g_aig_d20,unsigned low7_high7:a*b,csa_vector+abc_g_aig_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_abc_g_aig_d20.aig,1,1,1,347,29,10063,6289,1.600095,0,0,0.476,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=abc_g_aig_d20
ex258,ex258_umul_csa_vector_abc_g_aig_d24,unsigned low7_high7:a*b,csa_vector+abc_g_aig_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_abc_g_aig_d24.aig,1,1,1,347,29,10063,6289,1.600095,0,0,0.467,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=abc_g_aig_d24
ex258,ex258_umul_csa_vector_abc_g_aig_d28,unsigned low7_high7:a*b,csa_vector+abc_g_aig_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_abc_g_aig_d28.aig,1,1,1,347,29,10063,6289,1.600095,0,0,0.475,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=abc_g_aig_d28
ex258,ex258_umul_csa_vector_abc_g_aig_d32,unsigned low7_high7:a*b,csa_vector+abc_g_aig_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_abc_g_aig_d32.aig,1,1,1,347,29,10063,6289,1.600095,0,0,0.480,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=abc_g_aig_d32
ex258,ex258_umul_csa_vector_synth_preset_d18,unsigned low7_high7:a*b,csa_vector+synth_preset_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_synth_preset_d18.aig,1,1,1,350,29,10150,6289,1.613929,0,0,0.569,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=synth_preset_d18
ex258,ex258_umul_csa_vector_synth_preset_d20,unsigned low7_high7:a*b,csa_vector+synth_preset_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_synth_preset_d20.aig,1,1,1,350,29,10150,6289,1.613929,0,0,0.563,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=synth_preset_d20
ex258,ex258_umul_csa_vector_synth_preset_d24,unsigned low7_high7:a*b,csa_vector+synth_preset_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_synth_preset_d24.aig,1,1,1,350,29,10150,6289,1.613929,0,0,0.566,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=synth_preset_d24
ex258,ex258_umul_csa_vector_synth_preset_d28,unsigned low7_high7:a*b,csa_vector+synth_preset_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_synth_preset_d28.aig,1,1,1,350,29,10150,6289,1.613929,0,0,0.570,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=synth_preset_d28
ex258,ex258_umul_csa_vector_synth_preset_d32,unsigned low7_high7:a*b,csa_vector+synth_preset_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_vector.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_vector_synth_preset_d32.aig,1,1,1,350,29,10150,6289,1.613929,0,0,0.568,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_vector; flow=synth_preset_d32
ex258,ex258_umul_csa_androws_abc_g_aig_d18,unsigned low7_high7:a*b,csa_androws+abc_g_aig_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_abc_g_aig_d18.aig,1,1,1,347,29,10063,6289,1.600095,0,0,0.457,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=abc_g_aig_d18
ex258,ex258_umul_csa_androws_abc_g_aig_d20,unsigned low7_high7:a*b,csa_androws+abc_g_aig_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_abc_g_aig_d20.aig,1,1,1,347,29,10063,6289,1.600095,0,0,0.455,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=abc_g_aig_d20
ex258,ex258_umul_csa_androws_abc_g_aig_d24,unsigned low7_high7:a*b,csa_androws+abc_g_aig_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_abc_g_aig_d24.aig,1,1,1,347,29,10063,6289,1.600095,0,0,0.447,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=abc_g_aig_d24
ex258,ex258_umul_csa_androws_abc_g_aig_d28,unsigned low7_high7:a*b,csa_androws+abc_g_aig_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_abc_g_aig_d28.aig,1,1,1,347,29,10063,6289,1.600095,0,0,0.444,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=abc_g_aig_d28
ex258,ex258_umul_csa_androws_abc_g_aig_d32,unsigned low7_high7:a*b,csa_androws+abc_g_aig_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_abc_g_aig_d32.aig,1,1,1,347,29,10063,6289,1.600095,0,0,0.446,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=abc_g_aig_d32
ex258,ex258_umul_csa_androws_synth_preset_d18,unsigned low7_high7:a*b,csa_androws+synth_preset_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_synth_preset_d18.aig,1,1,1,350,29,10150,6289,1.613929,0,0,0.535,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=synth_preset_d18
ex258,ex258_umul_csa_androws_synth_preset_d20,unsigned low7_high7:a*b,csa_androws+synth_preset_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_synth_preset_d20.aig,1,1,1,350,29,10150,6289,1.613929,0,0,0.528,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=synth_preset_d20
ex258,ex258_umul_csa_androws_synth_preset_d24,unsigned low7_high7:a*b,csa_androws+synth_preset_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_synth_preset_d24.aig,1,1,1,350,29,10150,6289,1.613929,0,0,0.531,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=synth_preset_d24
ex258,ex258_umul_csa_androws_synth_preset_d28,unsigned low7_high7:a*b,csa_androws+synth_preset_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_synth_preset_d28.aig,1,1,1,350,29,10150,6289,1.613929,0,0,0.538,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=synth_preset_d28
ex258,ex258_umul_csa_androws_synth_preset_d32,unsigned low7_high7:a*b,csa_androws+synth_preset_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_androws.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_androws_synth_preset_d32.aig,1,1,1,350,29,10150,6289,1.613929,0,0,0.535,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_androws; flow=synth_preset_d32
ex258,ex258_umul_csa_concat_abc_g_aig_d18,unsigned low7_high7:a*b,csa_concat+abc_g_aig_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_abc_g_aig_d18.aig,1,1,1,344,29,9976,6289,1.586262,0,0,0.455,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=abc_g_aig_d18
ex258,ex258_umul_csa_concat_abc_g_aig_d20,unsigned low7_high7:a*b,csa_concat+abc_g_aig_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_abc_g_aig_d20.aig,1,1,1,344,29,9976,6289,1.586262,0,0,0.458,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=abc_g_aig_d20
ex258,ex258_umul_csa_concat_abc_g_aig_d24,unsigned low7_high7:a*b,csa_concat+abc_g_aig_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_abc_g_aig_d24.aig,1,1,1,344,29,9976,6289,1.586262,0,0,0.458,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=abc_g_aig_d24
ex258,ex258_umul_csa_concat_abc_g_aig_d28,unsigned low7_high7:a*b,csa_concat+abc_g_aig_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_abc_g_aig_d28.aig,1,1,1,344,29,9976,6289,1.586262,0,0,0.451,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=abc_g_aig_d28
ex258,ex258_umul_csa_concat_abc_g_aig_d32,unsigned low7_high7:a*b,csa_concat+abc_g_aig_d32,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_abc_g_aig_d32.aig,1,1,1,344,29,9976,6289,1.586262,0,0,0.453,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=abc_g_aig_d32
ex258,ex258_umul_csa_concat_synth_preset_d18,unsigned low7_high7:a*b,csa_concat+synth_preset_d18,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_synth_preset_d18.aig,1,1,1,350,29,10150,6289,1.613929,0,0,0.528,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=synth_preset_d18
ex258,ex258_umul_csa_concat_synth_preset_d20,unsigned low7_high7:a*b,csa_concat+synth_preset_d20,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_synth_preset_d20.aig,1,1,1,350,29,10150,6289,1.613929,0,0,0.529,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=synth_preset_d20
ex258,ex258_umul_csa_concat_synth_preset_d24,unsigned low7_high7:a*b,csa_concat+synth_preset_d24,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_synth_preset_d24.aig,1,1,1,350,29,10150,6289,1.613929,0,0,0.527,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=synth_preset_d24
ex258,ex258_umul_csa_concat_synth_preset_d28,unsigned low7_high7:a*b,csa_concat+synth_preset_d28,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/verilog/ex258_umul_csa_concat.v,student/work/ex255_ex259_frontend_umul_csa_delaytargets_20260609_0027/ex258/aigs/ex258_umul_csa_concat_synth_preset_d28.aig,1,1,1,350,29,10150,6289,1.613929,0,0,0.533,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=csa_concat; flow=synth_preset_d28
