case,mode,bucket_order,output_order,selector_policy,matches,total_rows,match_ratio,bit_mismatches,total_bits,bit_match_ratio,notes
ex288,bucket_segment,size_desc,onehot_slots_last,selector_offset,19,32768,0.000580,228032,491520,0.536068,selectors=raw13:raw10:xor6_7; first=counts=0:0:0:0:0:0:0:0:1;sel=0;pred=0x10;exp=0x4000
ex289,bucket_segment,selector_specific,selector_specific,selector_specific_layout_offset,301,65536,0.004593,487706,1048576,0.534887,selectors=xor10_11:xor6_7:raw15:raw14; policies=0:slot_asc:onehot_slots_last:off8;1:size_desc:onehot_slots_rev_first:off1;2:size_desc:onehot_slots_last:off7;3:size_asc:reverse:off4;4:slot_asc:onehot_slots_last:off8;5:center_slot:onehot_slots_rev_first:off14;6:slot_desc:onehot_slots_last:off9;7:size_desc:onehot_slots_rev_first:off13;8:slot_asc:onehot_slots_last:off8;9:size_desc:center:off13;10:slot_desc:onehot_slots_rev_first:off4;11:size_desc:onehot_slots_rev_first:off10;12:slot_asc:onehot_slots_last:off8;13:size_asc:natural:off0;14:center_slot:onehot_slots_last:off15;15:outside_slot:onehot_slots_last:off6
ex289,prefix_zeros,selector_specific,selector_specific,selector_specific_layout_offset,193,65536,0.002945,486010,1048576,0.536505,selectors=xor10_11:xor6_7:raw15:raw14; policies=0:slot_desc:onehot_slots_rev_first:off10;1:slot_desc:onehot_slots_rev_first:off10;2:slot_desc:onehot_slots_rev_first:off13;3:slot_desc:reverse:off0;4:slot_desc:onehot_slots_rev_first:off5;5:slot_desc:reverse:off14;6:slot_desc:reverse:off2;7:slot_desc:onehot_slots_rev_first:off10;8:slot_desc:onehot_slots_rev_first:off2;9:slot_desc:reverse:off14;10:slot_desc:onehot_slots_rev_first:off1;11:slot_desc:onehot_slots_rev_first:off15;12:slot_desc:onehot_slots_rev_first:off6;13:slot_desc:reverse:off14;14:slot_desc:reverse:off2;15:slot_desc:onehot_slots_rev_first:off1
ex289,prefix_ones,selector_specific,selector_specific,selector_specific_layout_offset,172,65536,0.002625,487792,1048576,0.534805,selectors=xor10_11:xor6_7:raw15:raw14; policies=0:slot_desc:onehot_slots_rev_first:off6;1:slot_desc:onehot_slots_rev_first:off10;2:slot_desc:onehot_slots_last:off12;3:slot_desc:onehot_slots_rev_first:off2;4:slot_desc:onehot_slots_rev_first:off10;5:slot_desc:natural:off2;6:slot_desc:onehot_slots_rev_first:off9;7:slot_desc:onehot_slots_rev_first:off1;8:slot_desc:onehot_slots_rev_first:off4;9:slot_desc:natural:off2;10:slot_desc:onehot_slots_rev_first:off12;11:slot_desc:onehot_slots_rev_first:off4;12:slot_desc:onehot_slots_last:off10;13:slot_desc:natural:off2;14:slot_desc:natural:off14;15:slot_desc:onehot_slots_rev_first:off14
ex289,bucket_segment,slot_desc,onehot_slots_rev_first,none,150,65536,0.002289,494534,1048576,0.528376,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex289,bucket_segment,slot_asc,onehot_slots_first,none,148,65536,0.002258,491654,1048576,0.531122,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex289,bucket_segment,size_desc,onehot_slots_first,selector_offset,41,65536,0.000626,492294,1048576,0.530512,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex289,bucket_segment,outside_slot,onehot_slots_rev_first,selector_offset_rev,39,65536,0.000595,491368,1048576,0.531395,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x2000;exp=0x4000
ex289,bucket_segment,center_slot,onehot_slots_first,selector_offset,39,65536,0.000595,492152,1048576,0.530647,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x2000;exp=0x4000
ex289,bucket_segment,slot_asc,onehot_slots_last,selector_offset_rev,38,65536,0.000580,492240,1048576,0.530563,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,slot_asc,onehot_slots_rev_first,selector_offset_rev,37,65536,0.000565,490900,1048576,0.531841,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,slot_desc,onehot_slots_rev_first,selector_offset_rev,37,65536,0.000565,490900,1048576,0.531841,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,size_desc,onehot_slots_rev_first,selector_offset_rev,37,65536,0.000565,490900,1048576,0.531841,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,size_asc,onehot_slots_rev_first,selector_offset_rev,37,65536,0.000565,490900,1048576,0.531841,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,center_slot,onehot_slots_rev_first,selector_offset_rev,37,65536,0.000565,490900,1048576,0.531841,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,outside_slot,onehot_slots_rev_first,selector_offset_rev,37,65536,0.000565,490900,1048576,0.531841,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,bucket_segment,slot_asc,onehot_slots_last,selector_offset,36,65536,0.000549,492484,1048576,0.530331,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,bucket_segment,size_desc,onehot_slots_first,none,36,65536,0.000549,493840,1048576,0.529037,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex289,bucket_segment,size_desc,onehot_slots_rev_first,selector_offset,35,65536,0.000534,490960,1048576,0.531784,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x2;exp=0x4000
ex289,bucket_segment,outside_slot,natural,none,34,65536,0.000519,492298,1048576,0.530508,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x2;exp=0x4000
ex289,prefix_ones,slot_asc,onehot_slots_last,selector_offset,32,65536,0.000488,491188,1048576,0.531567,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,prefix_ones,slot_desc,onehot_slots_last,selector_offset,32,65536,0.000488,491188,1048576,0.531567,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,prefix_ones,size_desc,onehot_slots_last,selector_offset,32,65536,0.000488,491188,1048576,0.531567,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,prefix_ones,size_asc,onehot_slots_last,selector_offset,32,65536,0.000488,491188,1048576,0.531567,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,prefix_ones,center_slot,onehot_slots_last,selector_offset,32,65536,0.000488,491188,1048576,0.531567,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,prefix_ones,outside_slot,onehot_slots_last,selector_offset,32,65536,0.000488,491188,1048576,0.531567,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,bucket_segment,slot_asc,onehot_slots_rev_first,selector_offset_rev,32,65536,0.000488,491644,1048576,0.531132,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x2;exp=0x4000
ex289,bucket_segment,slot_asc,onehot_slots_rev_first,none,32,65536,0.000488,495180,1048576,0.527760,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x2;exp=0x4000
ex289,bucket_segment,slot_desc,onehot_slots_rev_first,selector_offset_rev,31,65536,0.000473,491352,1048576,0.531410,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex289,bucket_segment,slot_desc,onehot_slots_rev_first,selector_offset,30,65536,0.000458,491620,1048576,0.531155,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex289,bucket_segment,slot_asc,onehot_slots_first,selector_offset_rev,30,65536,0.000458,492036,1048576,0.530758,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex289,bucket_segment,slot_desc,onehot_slots_first,none,30,65536,0.000458,493484,1048576,0.529377,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x2;exp=0x4000
ex289,bucket_segment,outside_slot,reverse,selector_offset_rev,29,65536,0.000443,490102,1048576,0.532602,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:1:0;sel=0;pred=0x1000;exp=0x2000
ex289,bucket_segment,outside_slot,onehot_slots_rev_first,selector_offset,29,65536,0.000443,491130,1048576,0.531622,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x2000;exp=0x4000
ex289,bucket_segment,center_slot,onehot_slots_last,selector_offset,29,65536,0.000443,492004,1048576,0.530788,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1000;exp=0x4000
ex289,bucket_segment,size_desc,onehot_slots_first,selector_offset_rev,28,65536,0.000427,491784,1048576,0.530998,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex289,bucket_segment,center_slot,onehot_slots_rev_first,none,26,65536,0.000397,492280,1048576,0.530525,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x4;exp=0x4000
ex289,prefix_zeros,slot_asc,onehot_slots_rev_first,selector_offset,25,65536,0.000381,491560,1048576,0.531212,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,slot_desc,onehot_slots_rev_first,selector_offset,25,65536,0.000381,491560,1048576,0.531212,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,size_desc,onehot_slots_rev_first,selector_offset,25,65536,0.000381,491560,1048576,0.531212,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,size_asc,onehot_slots_rev_first,selector_offset,25,65536,0.000381,491560,1048576,0.531212,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,center_slot,onehot_slots_rev_first,selector_offset,25,65536,0.000381,491560,1048576,0.531212,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,outside_slot,onehot_slots_rev_first,selector_offset,25,65536,0.000381,491560,1048576,0.531212,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,bucket_segment,size_asc,natural,selector_offset,25,65536,0.000381,493220,1048576,0.529629,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8;exp=0x4000
ex289,prefix_ones,slot_asc,natural,none,24,65536,0.000366,493528,1048576,0.529335,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,prefix_ones,slot_desc,natural,none,24,65536,0.000366,493528,1048576,0.529335,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,prefix_ones,size_desc,natural,none,24,65536,0.000366,493528,1048576,0.529335,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,prefix_ones,size_asc,natural,none,24,65536,0.000366,493528,1048576,0.529335,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,prefix_ones,center_slot,natural,none,24,65536,0.000366,493528,1048576,0.529335,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,prefix_ones,outside_slot,natural,none,24,65536,0.000366,493528,1048576,0.529335,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,prefix_zeros,slot_asc,reverse,none,24,65536,0.000366,493528,1048576,0.529335,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,prefix_zeros,slot_desc,reverse,none,24,65536,0.000366,493528,1048576,0.529335,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,prefix_zeros,size_desc,reverse,none,24,65536,0.000366,493528,1048576,0.529335,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,prefix_zeros,size_asc,reverse,none,24,65536,0.000366,493528,1048576,0.529335,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,prefix_zeros,center_slot,reverse,none,24,65536,0.000366,493528,1048576,0.529335,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,prefix_zeros,outside_slot,reverse,none,24,65536,0.000366,493528,1048576,0.529335,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,bucket_segment,center_slot,reverse,none,23,65536,0.000351,488992,1048576,0.533661,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x200;exp=0x4000
ex289,bucket_segment,center_slot,onehot_slots_rev_first,selector_offset,23,65536,0.000351,490124,1048576,0.532581,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x4;exp=0x4000
ex289,bucket_segment,size_desc,onehot_slots_last,selector_offset,23,65536,0.000351,491906,1048576,0.530882,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_ones,slot_asc,reverse,none,22,65536,0.000336,488424,1048576,0.534203,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_ones,slot_desc,reverse,none,22,65536,0.000336,488424,1048576,0.534203,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_ones,size_desc,reverse,none,22,65536,0.000336,488424,1048576,0.534203,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_ones,size_asc,reverse,none,22,65536,0.000336,488424,1048576,0.534203,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_ones,center_slot,reverse,none,22,65536,0.000336,488424,1048576,0.534203,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_ones,outside_slot,reverse,none,22,65536,0.000336,488424,1048576,0.534203,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,slot_asc,natural,none,22,65536,0.000336,488424,1048576,0.534203,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,slot_desc,natural,none,22,65536,0.000336,488424,1048576,0.534203,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,size_desc,natural,none,22,65536,0.000336,488424,1048576,0.534203,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,size_asc,natural,none,22,65536,0.000336,488424,1048576,0.534203,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,center_slot,natural,none,22,65536,0.000336,488424,1048576,0.534203,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,prefix_zeros,outside_slot,natural,none,22,65536,0.000336,488424,1048576,0.534203,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,bucket_segment,slot_desc,natural,none,22,65536,0.000336,492090,1048576,0.530706,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x1;exp=0x4000
ex289,bucket_segment,outside_slot,onehot_slots_first,selector_offset,22,65536,0.000336,493422,1048576,0.529436,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x4;exp=0x4000
ex289,bucket_segment,size_desc,onehot_slots_rev_first,selector_offset_rev,21,65536,0.000320,490830,1048576,0.531908,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x2;exp=0x4000
ex289,bucket_segment,size_asc,natural,none,21,65536,0.000320,491784,1048576,0.530998,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8;exp=0x4000
ex289,bucket_segment,center_slot,outside,selector_offset_rev,21,65536,0.000320,492022,1048576,0.530771,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8;exp=0x4000
ex289,bucket_segment,size_desc,onehot_slots_last,selector_offset_rev,21,65536,0.000320,492232,1048576,0.530571,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x8000;exp=0x4000
ex289,bucket_segment,slot_asc,onehot_slots_first,selector_offset,21,65536,0.000320,493068,1048576,0.529774,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:1:1;sel=0;pred=0x6000;exp=0xc
ex289,bucket_segment,slot_asc,reverse,selector_offset,20,65536,0.000305,491116,1048576,0.531635,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x100;exp=0x4000
ex289,bucket_segment,center_slot,reverse,selector_offset,20,65536,0.000305,491758,1048576,0.531023,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:0:1;sel=0;pred=0x200;exp=0x4000
ex289,bucket_segment,outside_slot,reverse,none,19,65536,0.000290,489394,1048576,0.533278,selectors=xor10_11:xor6_7:raw15:raw14; first=counts=0:0:0:0:0:0:1:0;sel=0;pred=0x1000;exp=0x2000
