case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex273,ex273_square_halfprod_mid_wreduce_abc_g_aig,unsigned_square_x_times_x,square_halfprod_mid+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/verilog/ex273_square_halfprod_mid.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/aigs/ex273_square_halfprod_mid_wreduce_abc_g_aig.aig,1,0,0,,,,15078,,,,0.011,square_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/logs/ex273_square_halfprod_mid_wreduce_abc_g_aig.yosys.log
ex273,ex273_square_halfprod_mid_synth_preset,unsigned_square_x_times_x,square_halfprod_mid+synth_preset,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/verilog/ex273_square_halfprod_mid.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/aigs/ex273_square_halfprod_mid_synth_preset.aig,1,0,0,,,,15078,,,,0.013,square_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/logs/ex273_square_halfprod_mid_synth_preset.yosys.log
ex273,ex273_square_halfprod_lowheavy_abc_g_aig,unsigned_square_x_times_x,square_halfprod_lowheavy+abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/verilog/ex273_square_halfprod_lowheavy.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/aigs/ex273_square_halfprod_lowheavy_abc_g_aig.aig,1,0,0,,,,15078,,,,0.009,square_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/logs/ex273_square_halfprod_lowheavy_abc_g_aig.yosys.log
ex273,ex273_square_halfprod_lowheavy_wreduce_abc_g_aig,unsigned_square_x_times_x,square_halfprod_lowheavy+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/verilog/ex273_square_halfprod_lowheavy.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/aigs/ex273_square_halfprod_lowheavy_wreduce_abc_g_aig.aig,1,0,0,,,,15078,,,,0.009,square_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/logs/ex273_square_halfprod_lowheavy_wreduce_abc_g_aig.yosys.log
ex273,ex273_square_halfprod_lowheavy_synth_preset,unsigned_square_x_times_x,square_halfprod_lowheavy+synth_preset,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/verilog/ex273_square_halfprod_lowheavy.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/aigs/ex273_square_halfprod_lowheavy_synth_preset.aig,1,0,0,,,,15078,,,,0.012,square_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/logs/ex273_square_halfprod_lowheavy_synth_preset.yosys.log
ex273,ex273_square_pairadder_tree_abc_g_aig,unsigned_square_x_times_x,square_pairadder_tree+abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/verilog/ex273_square_pairadder_tree.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/aigs/ex273_square_pairadder_tree_abc_g_aig.aig,1,1,1,752,56,42112,15078,2.792943,0,0,1.532,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=square_pairadder_tree; flow=abc_g_aig
ex273,ex273_square_pairadder_tree_wreduce_abc_g_aig,unsigned_square_x_times_x,square_pairadder_tree+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/verilog/ex273_square_pairadder_tree.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/aigs/ex273_square_pairadder_tree_wreduce_abc_g_aig.aig,1,1,1,751,56,42056,15078,2.789229,0,0,1.593,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=square_pairadder_tree; flow=wreduce_abc_g_aig
ex273,ex273_square_pairadder_tree_synth_preset,unsigned_square_x_times_x,square_pairadder_tree+synth_preset,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/verilog/ex273_square_pairadder_tree.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex273/aigs/ex273_square_pairadder_tree_synth_preset.aig,1,1,1,750,46,34500,15078,2.288102,0,0,0.929,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=square_pairadder_tree; flow=synth_preset
ex274,ex274_square_fullrow_csa_csel4_abc_g_aig,unsigned_square_x_times_x,square_fullrow_csa_csel4+abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_fullrow_csa_csel4.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_fullrow_csa_csel4_abc_g_aig.aig,1,1,1,1340,48,64320,21630,2.973648,0,0,4.349,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=square_fullrow_csa_csel4; flow=abc_g_aig
ex274,ex274_square_fullrow_csa_csel4_wreduce_abc_g_aig,unsigned_square_x_times_x,square_fullrow_csa_csel4+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_fullrow_csa_csel4.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_fullrow_csa_csel4_wreduce_abc_g_aig.aig,1,1,1,1348,48,64704,21630,2.991401,0,0,4.475,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=square_fullrow_csa_csel4; flow=wreduce_abc_g_aig
ex274,ex274_square_fullrow_csa_csel4_synth_preset,unsigned_square_x_times_x,square_fullrow_csa_csel4+synth_preset,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_fullrow_csa_csel4.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_fullrow_csa_csel4_synth_preset.aig,1,1,1,1338,49,65562,21630,3.031068,0,0,5.164,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=square_fullrow_csa_csel4; flow=synth_preset
ex274,ex274_square_fullrow_csa_csel6_abc_g_aig,unsigned_square_x_times_x,square_fullrow_csa_csel6+abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_fullrow_csa_csel6.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_fullrow_csa_csel6_abc_g_aig.aig,1,1,1,1354,50,67700,21630,3.129912,0,0,4.366,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=square_fullrow_csa_csel6; flow=abc_g_aig
ex274,ex274_square_fullrow_csa_csel6_wreduce_abc_g_aig,unsigned_square_x_times_x,square_fullrow_csa_csel6+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_fullrow_csa_csel6.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_fullrow_csa_csel6_wreduce_abc_g_aig.aig,1,1,1,1345,48,64560,21630,2.984743,0,0,4.447,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=square_fullrow_csa_csel6; flow=wreduce_abc_g_aig
ex274,ex274_square_fullrow_csa_csel6_synth_preset,unsigned_square_x_times_x,square_fullrow_csa_csel6+synth_preset,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_fullrow_csa_csel6.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_fullrow_csa_csel6_synth_preset.aig,1,1,1,1344,50,67200,21630,3.106796,0,0,5.267,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=square_fullrow_csa_csel6; flow=synth_preset
ex274,ex274_square_fullrow_csa_csel8_abc_g_aig,unsigned_square_x_times_x,square_fullrow_csa_csel8+abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_fullrow_csa_csel8.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_fullrow_csa_csel8_abc_g_aig.aig,1,1,1,1344,48,64512,21630,2.982524,0,0,4.333,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=square_fullrow_csa_csel8; flow=abc_g_aig
ex274,ex274_square_fullrow_csa_csel8_wreduce_abc_g_aig,unsigned_square_x_times_x,square_fullrow_csa_csel8+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_fullrow_csa_csel8.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_fullrow_csa_csel8_wreduce_abc_g_aig.aig,1,1,1,1344,48,64512,21630,2.982524,0,0,4.458,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=square_fullrow_csa_csel8; flow=wreduce_abc_g_aig
ex274,ex274_square_fullrow_csa_csel8_synth_preset,unsigned_square_x_times_x,square_fullrow_csa_csel8+synth_preset,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_fullrow_csa_csel8.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_fullrow_csa_csel8_synth_preset.aig,1,1,1,1341,48,64368,21630,2.975867,0,0,5.310,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=square_fullrow_csa_csel8; flow=synth_preset
ex274,ex274_square_halfprod_mid_abc_g_aig,unsigned_square_x_times_x,square_halfprod_mid+abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_halfprod_mid.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_halfprod_mid_abc_g_aig.aig,1,0,0,,,,21630,,,,0.013,square_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/logs/ex274_square_halfprod_mid_abc_g_aig.yosys.log
ex274,ex274_square_halfprod_mid_wreduce_abc_g_aig,unsigned_square_x_times_x,square_halfprod_mid+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_halfprod_mid.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_halfprod_mid_wreduce_abc_g_aig.aig,1,0,0,,,,21630,,,,0.011,square_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/logs/ex274_square_halfprod_mid_wreduce_abc_g_aig.yosys.log
ex274,ex274_square_halfprod_mid_synth_preset,unsigned_square_x_times_x,square_halfprod_mid+synth_preset,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_halfprod_mid.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_halfprod_mid_synth_preset.aig,1,0,0,,,,21630,,,,0.012,square_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/logs/ex274_square_halfprod_mid_synth_preset.yosys.log
ex274,ex274_square_halfprod_lowheavy_abc_g_aig,unsigned_square_x_times_x,square_halfprod_lowheavy+abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_halfprod_lowheavy.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_halfprod_lowheavy_abc_g_aig.aig,1,0,0,,,,21630,,,,0.011,square_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/logs/ex274_square_halfprod_lowheavy_abc_g_aig.yosys.log
ex274,ex274_square_halfprod_lowheavy_wreduce_abc_g_aig,unsigned_square_x_times_x,square_halfprod_lowheavy+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_halfprod_lowheavy.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_halfprod_lowheavy_wreduce_abc_g_aig.aig,1,0,0,,,,21630,,,,0.012,square_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/logs/ex274_square_halfprod_lowheavy_wreduce_abc_g_aig.yosys.log
ex274,ex274_square_halfprod_lowheavy_synth_preset,unsigned_square_x_times_x,square_halfprod_lowheavy+synth_preset,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_halfprod_lowheavy.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_halfprod_lowheavy_synth_preset.aig,1,0,0,,,,21630,,,,0.010,square_specific_structural_rtl,SynthError: Yosys failed exit=1; see student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/logs/ex274_square_halfprod_lowheavy_synth_preset.yosys.log
ex274,ex274_square_pairadder_tree_abc_g_aig,unsigned_square_x_times_x,square_pairadder_tree+abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_pairadder_tree.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_pairadder_tree_abc_g_aig.aig,1,1,1,1042,67,69814,21630,3.227647,0,0,4.681,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=square_pairadder_tree; flow=abc_g_aig
ex274,ex274_square_pairadder_tree_wreduce_abc_g_aig,unsigned_square_x_times_x,square_pairadder_tree+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_pairadder_tree.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_pairadder_tree_wreduce_abc_g_aig.aig,1,1,1,1032,67,69144,21630,3.196671,0,0,4.630,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=square_pairadder_tree; flow=wreduce_abc_g_aig
ex274,ex274_square_pairadder_tree_synth_preset,unsigned_square_x_times_x,square_pairadder_tree+synth_preset,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/verilog/ex274_square_pairadder_tree.v,student/work/ex273_ex274_frontend_square_highgap_struct_20260609_1738/ex274/aigs/ex274_square_pairadder_tree_synth_preset.aig,1,1,1,973,58,56434,21630,2.609061,0,0,3.603,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=square_pairadder_tree; flow=synth_preset
