case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_wreduce_abc_g_aig,1,166,20,3320,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d9,1,163,21,3423,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d9.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d11,1,163,21,3423,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d11.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d11
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d13,1,163,21,3423,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d15,1,163,21,3423,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d15.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d15
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d18,1,163,21,3423,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig,1,163,21,3423,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d9,1,163,21,3423,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d9.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig_d9
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d11,1,163,21,3423,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d11.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig_d11
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d13,1,163,21,3423,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d15,1,163,21,3423,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d15.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig_d15
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_wreduce_abc_g_aig,1,161,20,3220,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d9,1,156,22,3432,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d9.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d11,1,156,22,3432,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d11.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=synth_preset_d11
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d13,1,156,22,3432,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d15,1,156,22,3432,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d15.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=synth_preset_d15
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d18,1,156,22,3432,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,1,163,20,3260,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d9,1,163,20,3260,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d9.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d9
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d11,1,163,20,3260,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d11.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d11
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d13,1,163,20,3260,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d15,1,163,20,3260,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d15.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d15
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,1,163,20,3260,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d9,1,158,21,3318,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d9.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11,1,158,21,3318,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d11
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,1,158,21,3318,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d15,1,158,21,3318,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d15.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d15
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d18,1,158,21,3318,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig,1,164,18,2952,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9,1,164,18,2952,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d9
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11,1,164,18,2952,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d11
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13,1,164,18,2952,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d15,1,164,18,2952,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d15.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d15
ex261,ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,1,164,18,2952,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d9,1,164,18,2952,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d9.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d11,1,164,18,2952,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d11.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d11
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,1,164,18,2952,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d15,1,164,18,2952,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d15.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d15
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,1,164,18,2952,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig,1,362,25,9050,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9,1,362,25,9050,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11,1,362,25,9050,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d13,1,362,25,9050,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d15,1,362,25,9050,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d15.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d15
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig,1,362,25,9050,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d9,1,362,24,8688,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11,1,362,24,8688,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13,1,362,24,8688,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d15,1,362,24,8688,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d15.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d15
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d18,1,362,24,8688,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig,1,364,24,8736,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d9,1,364,24,8736,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d11,1,364,24,8736,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d13,1,364,24,8736,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d15,1,364,24,8736,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d15.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig_d15
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla2_wreduce_abc_g_aig,1,362,25,9050,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla2_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d9,1,361,26,9386,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d9
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d11,1,361,26,9386,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d13,1,361,26,9386,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d15,1,361,26,9386,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d15.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d15
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d18,1,361,26,9386,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig,1,365,26,9490,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d9,1,365,26,9490,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig_d9
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d11,1,365,26,9490,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d13,1,365,26,9490,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d15,1,365,26,9490,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d15.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig_d15
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla6_wreduce_abc_g_aig,1,359,27,9693,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla6_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d9,1,360,26,9360,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=synth_preset_d9
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d11,1,360,26,9360,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d11.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d13,1,360,26,9360,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d15,1,360,26,9360,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d15.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=synth_preset_d15
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d18,1,360,26,9360,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=synth_preset_d18
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,1,354,28,9912,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d9,1,354,28,9912,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d9.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d9
