case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,1,1,1,88,13,1144,657,1.741248,0,0,0.203,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d9,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d9.aig,1,1,1,88,13,1144,657,1.741248,0,0,0.211,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d9
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d11,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d11.aig,1,1,1,88,13,1144,657,1.741248,0,0,0.208,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d11
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d13,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d13.aig,1,1,1,88,13,1144,657,1.741248,0,0,0.208,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d13
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d15,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d15.aig,1,1,1,88,13,1144,657,1.741248,0,0,0.202,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig_d15
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,1,1,1,88,13,1144,657,1.741248,0,0,0.207,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d9,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d9,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d9.aig,1,1,1,88,16,1408,657,2.143075,0,0,0.268,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d9
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d11,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d11.aig,1,1,1,88,16,1408,657,2.143075,0,0,0.269,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,1,1,1,88,16,1408,657,2.143075,0,0,0.264,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d15,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d15,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d15.aig,1,1,1,88,16,1408,657,2.143075,0,0,0.269,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d15
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d18,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d18.aig,1,1,1,88,16,1408,657,2.143075,0,0,0.268,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d18
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,92,13,1196,657,1.820396,0,0,0.217,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d9.aig,1,1,1,92,13,1196,657,1.820396,0,0,0.214,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d9
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11.aig,1,1,1,92,13,1196,657,1.820396,0,0,0.210,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d11
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13.aig,1,1,1,92,13,1196,657,1.820396,0,0,0.209,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d13
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d15,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d15.aig,1,1,1,92,13,1196,657,1.820396,0,0,0.207,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig_d15
ex260,ex260_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.210,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d9,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+synth_preset_d9,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d9.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.250,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d9
ex260,ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d11,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+synth_preset_d11,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d11.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.249,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.256,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d15,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+synth_preset_d15,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d15.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.257,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d15
ex260,ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+synth_preset_d18,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.257,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig.aig,1,1,1,164,20,3280,2041,1.607055,0,0,0.245,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9,signed low5_high5:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d9.aig,1,1,1,164,20,3280,2041,1.607055,0,0,0.245,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d9
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11,signed low5_high5:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d11.aig,1,1,1,164,20,3280,2041,1.607055,0,0,0.246,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d11
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d13,signed low5_high5:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d13.aig,1,1,1,164,20,3280,2041,1.607055,0,0,0.244,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d15,signed low5_high5:a*b,baugh_wooley_wallace_outside_hcla1+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla1_abc_g_aig_d15.aig,1,1,1,164,20,3280,2041,1.607055,0,0,0.242,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=abc_g_aig_d15
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_outside_hcla1+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla1_wreduce_abc_g_aig.aig,1,1,1,166,20,3320,2041,1.626654,0,0,0.251,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d9,signed low5_high5:a*b,baugh_wooley_wallace_outside_hcla1+synth_preset_d9,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d9.aig,1,1,1,166,19,3154,2041,1.545321,0,0,0.294,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11,signed low5_high5:a*b,baugh_wooley_wallace_outside_hcla1+synth_preset_d11,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d11.aig,1,1,1,166,19,3154,2041,1.545321,0,0,0.299,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d11
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_outside_hcla1+synth_preset_d13,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13.aig,1,1,1,166,19,3154,2041,1.545321,0,0,0.297,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d15,signed low5_high5:a*b,baugh_wooley_wallace_outside_hcla1+synth_preset_d15,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d15.aig,1,1,1,166,19,3154,2041,1.545321,0,0,0.309,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d15
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d18,signed low5_high5:a*b,baugh_wooley_wallace_outside_hcla1+synth_preset_d18,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_hcla1.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d18.aig,1,1,1,166,19,3154,2041,1.545321,0,0,0.295,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla1; flow=synth_preset_d18
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_outside_rhcla2+abc_g_aig,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig.aig,1,1,1,167,20,3340,2041,1.636453,0,0,0.240,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d9,signed low5_high5:a*b,baugh_wooley_wallace_outside_rhcla2+abc_g_aig_d9,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d9.aig,1,1,1,167,20,3340,2041,1.636453,0,0,0.239,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig_d9
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d11,signed low5_high5:a*b,baugh_wooley_wallace_outside_rhcla2+abc_g_aig_d11,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d11.aig,1,1,1,167,20,3340,2041,1.636453,0,0,0.238,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig_d11
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d13,signed low5_high5:a*b,baugh_wooley_wallace_outside_rhcla2+abc_g_aig_d13,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d13.aig,1,1,1,167,20,3340,2041,1.636453,0,0,0.235,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d15,signed low5_high5:a*b,baugh_wooley_wallace_outside_rhcla2+abc_g_aig_d15,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig_d15.aig,1,1,1,167,20,3340,2041,1.636453,0,0,0.233,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig_d15
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_outside_rhcla2+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_wreduce_abc_g_aig.aig,1,1,1,166,20,3320,2041,1.626654,0,0,0.239,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d9,signed low5_high5:a*b,baugh_wooley_wallace_outside_rhcla2+synth_preset_d9,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d9.aig,1,1,1,163,21,3423,2041,1.677119,0,0,0.289,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d9
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d11,signed low5_high5:a*b,baugh_wooley_wallace_outside_rhcla2+synth_preset_d11,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_rhcla2.v,student/work/ex260_ex264_frontend_smul_winner_flow_check_20260609_0606/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d11.aig,1,1,1,163,21,3423,2041,1.677119,0,0,0.288,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d11
