case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex273,ex273_square_hybrid_bddtop5_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5+abc_g_aig,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex273/verilog/ex273_square_hybrid_bddtop5.v,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex273/aigs/ex273_square_hybrid_bddtop5_abc_g_aig.aig,1,1,1,888,33,29304,15078,1.943494,0,0,0.946,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop5; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop5_order_center_synth_preset,unsigned_square_x_times_x,hybrid_bddtop5_order_center+synth_preset,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex273/verilog/ex273_square_hybrid_bddtop5_order_center.v,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex273/aigs/ex273_square_hybrid_bddtop5_order_center_synth_preset.aig,1,1,1,1209,32,38688,15078,2.565858,0,0,1.166,square_specific_structural_rtl,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop5_order_center; flow=synth_preset
ex274,ex274_square_hybrid_bddtop5_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5+abc_g_aig,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop5.v,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop5_abc_g_aig.aig,1,1,1,1170,40,46800,21630,2.163662,0,0,3.500,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop5_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop5.v,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop5_wreduce_abc_g_aig.aig,1,1,1,1162,40,46480,21630,2.148867,0,0,3.597,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop5_synth_preset,unsigned_square_x_times_x,hybrid_bddtop5+synth_preset,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop5.v,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop5_synth_preset.aig,1,1,1,1150,40,46000,21630,2.126676,0,0,3.785,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5; flow=synth_preset
ex274,ex274_square_hybrid_bddtop6_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop6+abc_g_aig,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop6.v,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop6_abc_g_aig.aig,1,1,1,1339,39,52221,21630,2.414286,0,0,3.639,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop6; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop6_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop6+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop6.v,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop6_wreduce_abc_g_aig.aig,1,1,1,1331,40,53240,21630,2.461396,0,0,3.688,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop6; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop6_synth_preset,unsigned_square_x_times_x,hybrid_bddtop6+synth_preset,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop6.v,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop6_synth_preset.aig,1,1,1,1322,40,52880,21630,2.444753,0,0,3.858,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop6; flow=synth_preset
ex274,ex274_square_hybrid_bddtop5_order_outside_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5_order_outside+abc_g_aig,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop5_order_outside.v,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop5_order_outside_abc_g_aig.aig,1,1,1,1503,40,60120,21630,2.779473,0,0,4.432,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_outside; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop5_order_outside_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5_order_outside+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop5_order_outside.v,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop5_order_outside_wreduce_abc_g_aig.aig,1,1,1,1523,41,62443,21630,2.886870,0,0,4.757,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_outside; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop5_order_outside_synth_preset,unsigned_square_x_times_x,hybrid_bddtop5_order_outside+synth_preset,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop5_order_outside.v,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop5_order_outside_synth_preset.aig,1,1,1,1420,41,58220,21630,2.691632,0,0,3.988,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_outside; flow=synth_preset
ex274,ex274_square_hybrid_bddtop5_order_center_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5_order_center+abc_g_aig,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop5_order_center.v,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop5_order_center_abc_g_aig.aig,1,1,1,1783,40,71320,21630,3.297272,0,0,3.739,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_center; flow=abc_g_aig
ex274,ex274_square_hybrid_bddtop5_order_center_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop5_order_center+wreduce_abc_g_aig,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop5_order_center.v,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop5_order_center_wreduce_abc_g_aig.aig,1,1,1,1757,41,72037,21630,3.330421,0,0,3.791,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_center; flow=wreduce_abc_g_aig
ex274,ex274_square_hybrid_bddtop5_order_center_synth_preset,unsigned_square_x_times_x,hybrid_bddtop5_order_center+synth_preset,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/verilog/ex274_square_hybrid_bddtop5_order_center.v,student/work/ex273_ex274_frontend_square_bddtop56_probe_20260609_1350/ex274/aigs/ex274_square_hybrid_bddtop5_order_center_synth_preset.aig,1,1,1,1692,41,69372,21630,3.207212,0,0,4.221,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop5_order_center; flow=synth_preset
