case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex286,ex286_unknown_symcof_interleave_f00_k4_onehot_group_parrepair_0,unknown_symmetry_cofactor_classonehot,interleave_f00_k4_onehot_group_parrepair_0,student/work/ex286_frontend_symcof_parity_repair_smoke_20260609_1350/ex286/verilog/ex286_unknown_symcof_interleave_f00_k4_onehot_group_parrepair_0.v,student/work/ex286_frontend_symcof_parity_repair_smoke_20260609_1350/ex286/aigs/ex286_unknown_symcof_interleave_f00_k4_onehot_group_parrepair_0.aig,1422,24,34128,"pairs=4:5,6:7; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:12:1:11; inner_bits=2:3:4:5:6:7:8:9:10; classes=16; group_nodes=125:140:140:144:141:129:148:145:144:135:119:134:144:139:139:129; total_group_nodes=2195; anf_bits=; popcount_repair_bits=; parity_repair_bits=0; hash=d412af2b38d7",unknown symmetry cofactor class-onehot Verilog seed
