round,run_id,agent_id,case,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,status,notes,shard_csv,method_signature,evaluate_status,log_path,output_dir,runtime_sec,domain,beats_current
round81,frontend_radical_parallel_round81_20260613_1958,sub-fp16-radical-r81,ex223,ex223_r81_affine_residual_hi7lo3_abc_g_aig,1,7337,53,388861,student/work/frontend_radical_parallel_round81_20260613_1958/sub-fp16-radical-r81/ex223/verilog/ex223_r81_affine_residual_hi7lo3.v,student/work/frontend_radical_parallel_round81_20260613_1958/sub-fp16-radical-r81/ex223/aigs/ex223_r81_affine_residual_hi7lo3_abc_g_aig.aig,student/runs/fp16/frontend_radical_parallel_round81_20260613_1958/sub-fp16-radical-r81/ex223/official_eval/ex223_r81_affine_residual_hi7lo3_abc_g_aig/ex223_r81_affine_residual_hi7lo3_abc_g_aig.evaluate.py.log,OK,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_radical_parallel_round81_20260613_1958/agent_shards/sub-fp16-radical-r81/evaluation_results.csv,,,,,,,
round81,frontend_radical_parallel_round81_20260613_1958,sub-fp16-radical-r81,ex225,ex225_r81_affine_residual_hi7lo3_abc_g_aig,1,7474,54,403596,student/work/frontend_radical_parallel_round81_20260613_1958/sub-fp16-radical-r81/ex225/verilog/ex225_r81_affine_residual_hi7lo3.v,student/work/frontend_radical_parallel_round81_20260613_1958/sub-fp16-radical-r81/ex225/aigs/ex225_r81_affine_residual_hi7lo3_abc_g_aig.aig,student/runs/fp16/frontend_radical_parallel_round81_20260613_1958/sub-fp16-radical-r81/ex225/official_eval/ex225_r81_affine_residual_hi7lo3_abc_g_aig/ex225_r81_affine_residual_hi7lo3_abc_g_aig.evaluate.py.log,OK,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_radical_parallel_round81_20260613_1958/agent_shards/sub-fp16-radical-r81/evaluation_results.csv,,,,,,,
round81,frontend_radical_parallel_round81_20260613_1958,sub-fp8-radical-r81,ex247,ex247_r81_delta_sig_band_residual,1,607,23,13961,student/work/frontend_radical_parallel_round81_20260613_1958/sub-fp8-radical-r81/ex247/verilog/ex247_r81_delta_sig_band_residual.v,student/work/frontend_radical_parallel_round81_20260613_1958/sub-fp8-radical-r81/ex247/aigs/ex247_r81_delta_sig_band_residual.aig,student/work/frontend_radical_parallel_round81_20260613_1958/sub-fp8-radical-r81/ex247/logs/ex247_r81_delta_sig_band_residual.evaluate.py.log,OK,official evaluate.py OK; exact truth-derived delta/sig residual,student/frontend_campaigns/campaigns/frontend_radical_parallel_round81_20260613_1958/agent_shards/sub-fp8-radical-r81/evaluation_results.csv,,,,,,,
,,sub-integer-radical-r81,ex266,ex266_r81_leading_range_threshold_encode_abc_g_aig,,368,20,7360,student/work/frontend_radical_parallel_round81_20260613_1958/sub-integer-radical-r81/ex266/verilog/ex266_r81_leading_range_threshold_encode.v,student/work/frontend_radical_parallel_round81_20260613_1958/sub-integer-radical-r81/ex266/aigs/ex266_r81_leading_range_threshold_encode_abc_g_aig.aig,student/work/frontend_radical_parallel_round81_20260613_1958/sub-integer-radical-r81/ex266/logs/ex266_r81_leading_range_threshold_encode_abc_g_aig.evaluate.py.log,OK,official evaluate.py equivalent,student/frontend_campaigns/campaigns/frontend_radical_parallel_round81_20260613_1958/agent_shards/sub-integer-radical-r81/evaluation_results.csv,ex266|unsigned_division_leading_denominator_range|shared_b_multiple_threshold_binary_encoder|shared_constant_multiples_and_binary_threshold_flags|yosys_abc_g_aig|unsigned_low5_high5_divide_dbz_sat|whole_quotient_word,,,,,,
,,sub-integer-radical-r81,ex266,ex266_r81_reciprocal_one_step_correct_abc_g_aig,,289,46,13294,student/work/frontend_radical_parallel_round81_20260613_1958/sub-integer-radical-r81/ex266/verilog/ex266_r81_reciprocal_one_step_correct.v,student/work/frontend_radical_parallel_round81_20260613_1958/sub-integer-radical-r81/ex266/aigs/ex266_r81_reciprocal_one_step_correct_abc_g_aig.aig,student/work/frontend_radical_parallel_round81_20260613_1958/sub-integer-radical-r81/ex266/logs/ex266_r81_reciprocal_one_step_correct_abc_g_aig.evaluate.py.log,OK,official evaluate.py equivalent,student/frontend_campaigns/campaigns/frontend_radical_parallel_round81_20260613_1958/agent_shards/sub-integer-radical-r81/evaluation_results.csv,ex266|unsigned_division_reciprocal_seed_with_exact_correction|reciprocal_table_multiply_plus_single_increment_check|shared_reciprocal_product_and_correction_compare|yosys_abc_g_aig|unsigned_low5_high5_divide_dbz_sat|whole_quotient_word,,,,,,
,,sub-integer-radical-r81,ex276,ex276_r81_binary_square_threshold_mux_abc_g_aig,,143,13,1859,student/work/frontend_radical_parallel_round81_20260613_1958/sub-integer-radical-r81/ex276/verilog/ex276_r81_binary_square_threshold_mux.v,student/work/frontend_radical_parallel_round81_20260613_1958/sub-integer-radical-r81/ex276/aigs/ex276_r81_binary_square_threshold_mux_abc_g_aig.aig,student/work/frontend_radical_parallel_round81_20260613_1958/sub-integer-radical-r81/ex276/logs/ex276_r81_binary_square_threshold_mux_abc_g_aig.evaluate.py.log,OK,official evaluate.py equivalent,student/frontend_campaigns/campaigns/frontend_radical_parallel_round81_20260613_1958/agent_shards/sub-integer-radical-r81/evaluation_results.csv,ex276|unsigned_isqrt_binary_trial_square_network|binary_search_square_threshold_mux|shared_prefix_selected_constant_square_comparators|yosys_abc_g_aig|floor_isqrt_10_to_5|whole_sqrt_word,,,,,,
round81,frontend_radical_parallel_round81_20260613_1958,sub-unknown-descriptor-r81,ex294,ex294_r81_octant_plane_descriptor_cofactor,1,10664,22,234608,student/work/frontend_radical_parallel_round81_20260613_1958/sub-unknown-descriptor-r81/ex294/verilog/ex294_r81_octant_plane_descriptor_cofactor.v,student/work/frontend_radical_parallel_round81_20260613_1958/sub-unknown-descriptor-r81/ex294/aigs/ex294_r81_octant_plane_descriptor_cofactor.aig,student/work/frontend_radical_parallel_round81_20260613_1958/sub-unknown-descriptor-r81/ex294/logs/ex294_r81_octant_plane_descriptor_cofactor.evaluate.py.log,OK,official evaluate.py OK; synth_flow=yosys_internal_abc_g_aig; synth_sec=6.137; eval_sec=1.603,student/frontend_campaigns/campaigns/frontend_radical_parallel_round81_20260613_1958/agent_shards/sub-unknown-descriptor-r81/evaluation_results.csv,,,,,,,
,,sub-unknown-rot2-r81,ex297,ex297_r81_symbol_transition_descriptor_mask,1,26637,16,426192,student/work/frontend_radical_parallel_round81_20260613_1958/sub-unknown-rot2-r81/ex297/verilog/ex297_r81_symbol_transition_descriptor_mask.v,student/work/frontend_radical_parallel_round81_20260613_1958/sub-unknown-rot2-r81/ex297/aigs/ex297_r81_symbol_transition_descriptor_mask.aig,student/work/frontend_radical_parallel_round81_20260613_1958/sub-unknown-rot2-r81/ex297/logs/ex297_r81_symbol_transition_descriptor_mask.evaluate.py.log,evaluated,official evaluate.py result; not r78/r79/r80; descriptor-mask DAG over r73 cell/bit roots; synth_runtime_sec=36.06,student/frontend_campaigns/campaigns/frontend_radical_parallel_round81_20260613_1958/agent_shards/sub-unknown-rot2-r81/evaluation_results.csv,ex297|cyclic_2bit_symbol_transition_descriptor|shared_transition_mask_dag_over_cell_bit_roots|pair-transition descriptor bus drives vector cofactor merge|yosys_internal_abc_g_aig|official_evaluate|all_cell_pairs,OK,student/work/frontend_radical_parallel_round81_20260613_1958/sub-unknown-rot2-r81/ex297/logs/ex297_r81_symbol_transition_descriptor_mask.evaluate.py.log,student/work/frontend_radical_parallel_round81_20260613_1958/sub-unknown-rot2-r81/ex297/official_outputs/ex297_r81_symbol_transition_descriptor_mask,0.74,unknown,false
,,sub-unknown-rot2-r81,ex299,ex299_r81_symbol_transition_descriptor_mask,1,98818,18,1778724,student/work/frontend_radical_parallel_round81_20260613_1958/sub-unknown-rot2-r81/ex299/verilog/ex299_r81_symbol_transition_descriptor_mask.v,student/work/frontend_radical_parallel_round81_20260613_1958/sub-unknown-rot2-r81/ex299/aigs/ex299_r81_symbol_transition_descriptor_mask.aig,student/work/frontend_radical_parallel_round81_20260613_1958/sub-unknown-rot2-r81/ex299/logs/ex299_r81_symbol_transition_descriptor_mask.evaluate.py.log,evaluated,official evaluate.py result; uses pre-pair89 base from the r78 source file; does not graft pair89/celllocal bits; synth_runtime_sec=212.97,student/frontend_campaigns/campaigns/frontend_radical_parallel_round81_20260613_1958/agent_shards/sub-unknown-rot2-r81/evaluation_results.csv,ex299|cyclic_2bit_symbol_transition_descriptor|shared_transition_descriptor_boundary_over_sel2_pairsel_base|transition/parity descriptor bus with vector cofactor passthrough|yosys_internal_abc_g_aig|official_evaluate|all_cell_pairs_not_pair89,OK,student/work/frontend_radical_parallel_round81_20260613_1958/sub-unknown-rot2-r81/ex299/logs/ex299_r81_symbol_transition_descriptor_mask.evaluate.py.log,student/work/frontend_radical_parallel_round81_20260613_1958/sub-unknown-rot2-r81/ex299/official_outputs/ex299_r81_symbol_transition_descriptor_mask,4.91,unknown,false
