case,hypothesis/function_guess,candidate_count,verified_truth_count,synthesized_count,equivalent_count,semantic_exact_count,semantic_hybrid_count,structural_exact_count,best_candidate_id,best_variant,best_classification,best_area,best_delay,best_adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,top5,notes
ex292,unknown_split_bdd_bit_hybrid,9,9,9,9,0,0,9,ex292_primary_0_1_2_3_4_5_6_synth_preset,synth_preset,synthflow_exact,8734,20,174680,84854,2.058595,0,0,ex292_primary_0_1_2_3_4_5_6_synth_preset:8734/20/174680; ex292_primary_0_1_2_3_4_5_6_abc_g_aig:8891/20/177820; ex292_unknown_bit_hybrid_primary_0_1_2_3_4_5_6:8994/20/179880; ex292_primary_0_1_2_3_4_5_6_extra_opt_share:9024/20/180480; ex292_unknown_bit_hybrid_primary_5_6_7_8:8646/21/181566,split/BDD bit-hybrid plus limited synthflow exact but worse than current best ADP 142170
ex294,unknown_split_bdd_bit_hybrid,9,9,9,9,0,0,9,ex294_primary_6_7_12_13_abc_g_aig,abc_g_aig,synthflow_exact,14060,21,295260,133365,2.213924,0,0,ex294_primary_6_7_12_13_abc_g_aig:14060/21/295260; ex294_primary_6_7_12_13_synth_preset:13901/22/305822; ex294_unknown_bit_hybrid_primary_6_7_12_13:14201/22/312422; ex294_primary_6_7_12_13_extra_opt_share:14210/22/312620; ex294_unknown_bit_hybrid_primary_1_2_6_7_12_13:15468/22/340296,split/BDD bit-hybrid plus limited synthflow exact but worse than current best ADP 246698
