case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_cofbdd3_reverse_abc_g_aig_d8,unsigned_floor_isqrt,cofbdd3_reverse+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd3_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd3_reverse_abc_g_aig_d8.aig,1,1,1,50,8,400,204,1.960784,0,0,0.209,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd3_reverse; flow=abc_g_aig_d8
ex275,ex275_isqrt_cofbdd3_reverse_abc_g_aig_d10,unsigned_floor_isqrt,cofbdd3_reverse+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd3_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd3_reverse_abc_g_aig_d10.aig,1,1,1,50,8,400,204,1.960784,0,0,0.205,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd3_reverse; flow=abc_g_aig_d10
ex275,ex275_isqrt_cofbdd4_reverse_abc_g_aig,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_abc_g_aig.aig,1,1,1,55,9,495,204,2.426471,0,0,0.216,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=abc_g_aig
ex275,ex275_isqrt_cofbdd4_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,cofbdd4_reverse+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_wreduce_abc_g_aig.aig,1,1,1,55,9,495,204,2.426471,0,0,0.220,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_cofbdd4_reverse_arith_wreduce_aig,unsigned_floor_isqrt,cofbdd4_reverse+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_arith_wreduce_aig.aig,1,1,1,55,9,495,204,2.426471,0,0,0.220,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=arith_wreduce_aig
ex275,ex275_isqrt_cofbdd4_reverse_synth_preset,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_synth_preset.aig,1,1,1,51,8,408,204,2.000000,0,0,0.281,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=synth_preset
ex275,ex275_isqrt_cofbdd4_reverse_synth_preset_d6,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_synth_preset_d6.aig,1,1,1,51,8,408,204,2.000000,0,0,0.281,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=synth_preset_d6
ex275,ex275_isqrt_cofbdd4_reverse_synth_preset_d8,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_synth_preset_d8.aig,1,1,1,51,8,408,204,2.000000,0,0,0.280,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=synth_preset_d8
ex275,ex275_isqrt_cofbdd4_reverse_synth_preset_d10,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_synth_preset_d10.aig,1,1,1,51,8,408,204,2.000000,0,0,0.280,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=synth_preset_d10
ex275,ex275_isqrt_cofbdd4_reverse_abc_g_aig_d6,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_abc_g_aig_d6.aig,1,1,1,55,9,495,204,2.426471,0,0,0.222,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=abc_g_aig_d6
ex275,ex275_isqrt_cofbdd4_reverse_abc_g_aig_d8,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_abc_g_aig_d8.aig,1,1,1,55,9,495,204,2.426471,0,0,0.219,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=abc_g_aig_d8
ex275,ex275_isqrt_cofbdd4_reverse_abc_g_aig_d10,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_cofbdd4_reverse_abc_g_aig_d10.aig,1,1,1,55,9,495,204,2.426471,0,0,0.219,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=cofbdd4_reverse; flow=abc_g_aig_d10
ex275,ex275_isqrt_prefix3_range_abc_g_aig,unsigned_floor_isqrt,prefix3_range+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_abc_g_aig.aig,1,1,1,49,7,343,204,1.681373,0,0,0.228,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=abc_g_aig
ex275,ex275_isqrt_prefix3_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_range+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_wreduce_abc_g_aig.aig,1,1,1,47,8,376,204,1.843137,0,0,0.249,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_prefix3_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix3_range+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_arith_wreduce_aig.aig,1,1,1,47,8,376,204,1.843137,0,0,0.236,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=arith_wreduce_aig
ex275,ex275_isqrt_prefix3_range_synth_preset,unsigned_floor_isqrt,prefix3_range+synth_preset,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_synth_preset.aig,1,1,1,48,8,384,204,1.882353,0,0,0.295,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=synth_preset
ex275,ex275_isqrt_prefix3_range_synth_preset_d6,unsigned_floor_isqrt,prefix3_range+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_synth_preset_d6.aig,1,1,1,48,8,384,204,1.882353,0,0,0.295,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=synth_preset_d6
ex275,ex275_isqrt_prefix3_range_synth_preset_d8,unsigned_floor_isqrt,prefix3_range+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_synth_preset_d8.aig,1,1,1,48,8,384,204,1.882353,0,0,0.299,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=synth_preset_d8
ex275,ex275_isqrt_prefix3_range_synth_preset_d10,unsigned_floor_isqrt,prefix3_range+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_synth_preset_d10.aig,1,1,1,48,8,384,204,1.882353,0,0,0.294,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=synth_preset_d10
ex275,ex275_isqrt_prefix3_range_abc_g_aig_d6,unsigned_floor_isqrt,prefix3_range+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_abc_g_aig_d6.aig,1,1,1,49,7,343,204,1.681373,0,0,0.223,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=abc_g_aig_d6
ex275,ex275_isqrt_prefix3_range_abc_g_aig_d8,unsigned_floor_isqrt,prefix3_range+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_abc_g_aig_d8.aig,1,1,1,49,7,343,204,1.681373,0,0,0.223,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=abc_g_aig_d8
ex275,ex275_isqrt_prefix3_range_abc_g_aig_d10,unsigned_floor_isqrt,prefix3_range+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_abc_g_aig_d10.aig,1,1,1,49,7,343,204,1.681373,0,0,0.236,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=abc_g_aig_d10
ex275,ex275_isqrt_prefix5_range_abc_g_aig,unsigned_floor_isqrt,prefix5_range+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_abc_g_aig.aig,1,1,1,44,8,352,204,1.725490,0,0,0.240,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=abc_g_aig
ex275,ex275_isqrt_prefix5_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_range+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_wreduce_abc_g_aig.aig,1,1,1,62,8,496,204,2.431373,0,0,0.239,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_prefix5_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_range+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_arith_wreduce_aig.aig,1,1,1,64,8,512,204,2.509804,0,0,0.247,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=arith_wreduce_aig
ex275,ex275_isqrt_prefix5_range_synth_preset,unsigned_floor_isqrt,prefix5_range+synth_preset,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_synth_preset.aig,1,1,1,67,8,536,204,2.627451,0,0,0.304,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=synth_preset
ex275,ex275_isqrt_prefix5_range_synth_preset_d6,unsigned_floor_isqrt,prefix5_range+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_synth_preset_d6.aig,1,1,1,67,8,536,204,2.627451,0,0,0.294,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=synth_preset_d6
ex275,ex275_isqrt_prefix5_range_synth_preset_d8,unsigned_floor_isqrt,prefix5_range+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_synth_preset_d8.aig,1,1,1,67,8,536,204,2.627451,0,0,0.299,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=synth_preset_d8
ex275,ex275_isqrt_prefix5_range_synth_preset_d10,unsigned_floor_isqrt,prefix5_range+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_synth_preset_d10.aig,1,1,1,67,8,536,204,2.627451,0,0,0.307,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=synth_preset_d10
ex275,ex275_isqrt_prefix5_range_abc_g_aig_d6,unsigned_floor_isqrt,prefix5_range+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_abc_g_aig_d6.aig,1,1,1,44,8,352,204,1.725490,0,0,0.237,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=abc_g_aig_d6
ex275,ex275_isqrt_prefix5_range_abc_g_aig_d8,unsigned_floor_isqrt,prefix5_range+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_abc_g_aig_d8.aig,1,1,1,44,8,352,204,1.725490,0,0,0.237,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=abc_g_aig_d8
ex275,ex275_isqrt_prefix5_range_abc_g_aig_d10,unsigned_floor_isqrt,prefix5_range+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/verilog/ex275_isqrt_prefix5_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex275/aigs/ex275_isqrt_prefix5_range_abc_g_aig_d10.aig,1,1,1,44,8,352,204,1.725490,0,0,0.238,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix5_range; flow=abc_g_aig_d10
ex276,ex276_isqrt_bit_interval_or_abc_g_aig,unsigned_floor_isqrt,bit_interval_or+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bit_interval_or.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bit_interval_or_abc_g_aig.aig,1,1,1,129,11,1419,632,2.245253,0,0,0.402,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bit_interval_or; flow=abc_g_aig
ex276,ex276_isqrt_bit_interval_or_wreduce_abc_g_aig,unsigned_floor_isqrt,bit_interval_or+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bit_interval_or.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bit_interval_or_wreduce_abc_g_aig.aig,1,1,1,129,11,1419,632,2.245253,0,0,0.408,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bit_interval_or; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bit_interval_or_arith_wreduce_aig,unsigned_floor_isqrt,bit_interval_or+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bit_interval_or.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bit_interval_or_arith_wreduce_aig.aig,1,1,1,129,11,1419,632,2.245253,0,0,0.436,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bit_interval_or; flow=arith_wreduce_aig
ex276,ex276_isqrt_bit_interval_or_synth_preset,unsigned_floor_isqrt,bit_interval_or+synth_preset,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bit_interval_or.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bit_interval_or_synth_preset.aig,1,1,1,113,12,1356,632,2.145570,0,0,0.488,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bit_interval_or; flow=synth_preset
ex276,ex276_isqrt_bit_interval_or_synth_preset_d6,unsigned_floor_isqrt,bit_interval_or+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bit_interval_or.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bit_interval_or_synth_preset_d6.aig,1,1,1,113,12,1356,632,2.145570,0,0,0.493,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bit_interval_or; flow=synth_preset_d6
ex276,ex276_isqrt_bit_interval_or_synth_preset_d8,unsigned_floor_isqrt,bit_interval_or+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bit_interval_or.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bit_interval_or_synth_preset_d8.aig,1,1,1,113,12,1356,632,2.145570,0,0,0.497,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bit_interval_or; flow=synth_preset_d8
ex276,ex276_isqrt_bit_interval_or_synth_preset_d10,unsigned_floor_isqrt,bit_interval_or+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bit_interval_or.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bit_interval_or_synth_preset_d10.aig,1,1,1,113,12,1356,632,2.145570,0,0,0.486,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bit_interval_or; flow=synth_preset_d10
ex276,ex276_isqrt_bit_interval_or_abc_g_aig_d6,unsigned_floor_isqrt,bit_interval_or+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bit_interval_or.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bit_interval_or_abc_g_aig_d6.aig,1,1,1,129,11,1419,632,2.245253,0,0,0.423,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bit_interval_or; flow=abc_g_aig_d6
ex276,ex276_isqrt_bit_interval_or_abc_g_aig_d8,unsigned_floor_isqrt,bit_interval_or+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bit_interval_or.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bit_interval_or_abc_g_aig_d8.aig,1,1,1,129,11,1419,632,2.245253,0,0,0.416,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bit_interval_or; flow=abc_g_aig_d8
ex276,ex276_isqrt_bit_interval_or_abc_g_aig_d10,unsigned_floor_isqrt,bit_interval_or+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bit_interval_or.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bit_interval_or_abc_g_aig_d10.aig,1,1,1,129,11,1419,632,2.245253,0,0,0.410,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bit_interval_or; flow=abc_g_aig_d10
ex276,ex276_isqrt_threshold_xor_abc_g_aig,unsigned_floor_isqrt,threshold_xor+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_threshold_xor_abc_g_aig.aig,1,1,1,131,11,1441,632,2.280063,0,0,0.355,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=threshold_xor; flow=abc_g_aig
ex276,ex276_isqrt_threshold_xor_wreduce_abc_g_aig,unsigned_floor_isqrt,threshold_xor+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_threshold_xor_wreduce_abc_g_aig.aig,1,1,1,131,11,1441,632,2.280063,0,0,0.359,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=threshold_xor; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_threshold_xor_arith_wreduce_aig,unsigned_floor_isqrt,threshold_xor+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_threshold_xor_arith_wreduce_aig.aig,1,1,1,135,11,1485,632,2.349684,0,0,0.365,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=threshold_xor; flow=arith_wreduce_aig
ex276,ex276_isqrt_threshold_xor_synth_preset,unsigned_floor_isqrt,threshold_xor+synth_preset,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_threshold_xor_synth_preset.aig,1,1,1,130,11,1430,632,2.262658,0,0,0.443,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=threshold_xor; flow=synth_preset
ex276,ex276_isqrt_threshold_xor_synth_preset_d6,unsigned_floor_isqrt,threshold_xor+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_threshold_xor_synth_preset_d6.aig,1,1,1,130,11,1430,632,2.262658,0,0,0.441,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=threshold_xor; flow=synth_preset_d6
ex276,ex276_isqrt_threshold_xor_synth_preset_d8,unsigned_floor_isqrt,threshold_xor+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_threshold_xor_synth_preset_d8.aig,1,1,1,130,11,1430,632,2.262658,0,0,0.449,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=threshold_xor; flow=synth_preset_d8
ex276,ex276_isqrt_threshold_xor_synth_preset_d10,unsigned_floor_isqrt,threshold_xor+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_threshold_xor_synth_preset_d10.aig,1,1,1,130,11,1430,632,2.262658,0,0,0.450,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=threshold_xor; flow=synth_preset_d10
