case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex276,ex276_isqrt_threshold_xor_abc_g_aig_d6,unsigned_floor_isqrt,threshold_xor+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_threshold_xor_abc_g_aig_d6.aig,1,1,1,131,11,1441,632,2.280063,0,0,0.351,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=threshold_xor; flow=abc_g_aig_d6
ex276,ex276_isqrt_threshold_xor_abc_g_aig_d8,unsigned_floor_isqrt,threshold_xor+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_threshold_xor_abc_g_aig_d8.aig,1,1,1,131,11,1441,632,2.280063,0,0,0.349,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=threshold_xor; flow=abc_g_aig_d8
ex276,ex276_isqrt_threshold_xor_abc_g_aig_d10,unsigned_floor_isqrt,threshold_xor+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_threshold_xor.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_threshold_xor_abc_g_aig_d10.aig,1,1,1,131,11,1441,632,2.280063,0,0,0.357,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=threshold_xor; flow=abc_g_aig_d10
ex276,ex276_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.222,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=abc_g_aig
ex276,ex276_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.230,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_outside_arith_wreduce_aig,unsigned_floor_isqrt,bdd_outside+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_outside_arith_wreduce_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.229,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=arith_wreduce_aig
ex276,ex276_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.305,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset
ex276,ex276_isqrt_bdd_outside_synth_preset_d6,unsigned_floor_isqrt,bdd_outside+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d6.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.302,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d6
ex276,ex276_isqrt_bdd_outside_synth_preset_d8,unsigned_floor_isqrt,bdd_outside+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d8.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.299,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d8
ex276,ex276_isqrt_bdd_outside_synth_preset_d10,unsigned_floor_isqrt,bdd_outside+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d10.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.298,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d10
ex276,ex276_isqrt_bdd_outside_abc_g_aig_d6,unsigned_floor_isqrt,bdd_outside+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_outside_abc_g_aig_d6.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.223,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=abc_g_aig_d6
ex276,ex276_isqrt_bdd_outside_abc_g_aig_d8,unsigned_floor_isqrt,bdd_outside+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_outside_abc_g_aig_d8.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.231,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=abc_g_aig_d8
ex276,ex276_isqrt_bdd_outside_abc_g_aig_d10,unsigned_floor_isqrt,bdd_outside+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_outside_abc_g_aig_d10.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.225,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=abc_g_aig_d10
ex276,ex276_isqrt_bdd_swapmsb_abc_g_aig,unsigned_floor_isqrt,bdd_swapmsb+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_swapmsb_abc_g_aig.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.209,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_swapmsb; flow=abc_g_aig
ex276,ex276_isqrt_bdd_swapmsb_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_swapmsb+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_swapmsb_wreduce_abc_g_aig.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.210,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_swapmsb; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_swapmsb_arith_wreduce_aig,unsigned_floor_isqrt,bdd_swapmsb+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_swapmsb_arith_wreduce_aig.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.212,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_swapmsb; flow=arith_wreduce_aig
ex276,ex276_isqrt_bdd_swapmsb_synth_preset,unsigned_floor_isqrt,bdd_swapmsb+synth_preset,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_swapmsb_synth_preset.aig,1,1,1,106,11,1166,632,1.844937,0,0,0.280,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_swapmsb; flow=synth_preset
ex276,ex276_isqrt_bdd_swapmsb_synth_preset_d6,unsigned_floor_isqrt,bdd_swapmsb+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_swapmsb_synth_preset_d6.aig,1,1,1,106,11,1166,632,1.844937,0,0,0.278,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_swapmsb; flow=synth_preset_d6
ex276,ex276_isqrt_bdd_swapmsb_synth_preset_d8,unsigned_floor_isqrt,bdd_swapmsb+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_swapmsb_synth_preset_d8.aig,1,1,1,106,11,1166,632,1.844937,0,0,0.281,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_swapmsb; flow=synth_preset_d8
ex276,ex276_isqrt_bdd_swapmsb_synth_preset_d10,unsigned_floor_isqrt,bdd_swapmsb+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_swapmsb_synth_preset_d10.aig,1,1,1,106,11,1166,632,1.844937,0,0,0.292,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_swapmsb; flow=synth_preset_d10
ex276,ex276_isqrt_bdd_swapmsb_abc_g_aig_d6,unsigned_floor_isqrt,bdd_swapmsb+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_swapmsb_abc_g_aig_d6.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.256,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_swapmsb; flow=abc_g_aig_d6
ex276,ex276_isqrt_bdd_swapmsb_abc_g_aig_d8,unsigned_floor_isqrt,bdd_swapmsb+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_swapmsb_abc_g_aig_d8.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.214,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_swapmsb; flow=abc_g_aig_d8
ex276,ex276_isqrt_bdd_swapmsb_abc_g_aig_d10,unsigned_floor_isqrt,bdd_swapmsb+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_bdd_swapmsb.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_bdd_swapmsb_abc_g_aig_d10.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.212,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_swapmsb; flow=abc_g_aig_d10
ex276,ex276_isqrt_cofbdd3_reverse_abc_g_aig,unsigned_floor_isqrt,cofbdd3_reverse+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd3_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd3_reverse_abc_g_aig.aig,1,1,1,114,11,1254,632,1.984177,0,0,0.237,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd3_reverse; flow=abc_g_aig
ex276,ex276_isqrt_cofbdd3_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,cofbdd3_reverse+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd3_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd3_reverse_wreduce_abc_g_aig.aig,1,1,1,114,11,1254,632,1.984177,0,0,0.249,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd3_reverse; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_cofbdd3_reverse_arith_wreduce_aig,unsigned_floor_isqrt,cofbdd3_reverse+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd3_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd3_reverse_arith_wreduce_aig.aig,1,1,1,114,11,1254,632,1.984177,0,0,0.243,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd3_reverse; flow=arith_wreduce_aig
ex276,ex276_isqrt_cofbdd3_reverse_synth_preset,unsigned_floor_isqrt,cofbdd3_reverse+synth_preset,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd3_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd3_reverse_synth_preset.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.309,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd3_reverse; flow=synth_preset
ex276,ex276_isqrt_cofbdd3_reverse_synth_preset_d6,unsigned_floor_isqrt,cofbdd3_reverse+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd3_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd3_reverse_synth_preset_d6.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.310,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd3_reverse; flow=synth_preset_d6
ex276,ex276_isqrt_cofbdd3_reverse_synth_preset_d8,unsigned_floor_isqrt,cofbdd3_reverse+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd3_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd3_reverse_synth_preset_d8.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.309,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd3_reverse; flow=synth_preset_d8
ex276,ex276_isqrt_cofbdd3_reverse_synth_preset_d10,unsigned_floor_isqrt,cofbdd3_reverse+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd3_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd3_reverse_synth_preset_d10.aig,1,1,1,110,11,1210,632,1.914557,0,0,0.309,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd3_reverse; flow=synth_preset_d10
ex276,ex276_isqrt_cofbdd3_reverse_abc_g_aig_d6,unsigned_floor_isqrt,cofbdd3_reverse+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd3_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd3_reverse_abc_g_aig_d6.aig,1,1,1,114,11,1254,632,1.984177,0,0,0.236,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd3_reverse; flow=abc_g_aig_d6
ex276,ex276_isqrt_cofbdd3_reverse_abc_g_aig_d8,unsigned_floor_isqrt,cofbdd3_reverse+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd3_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd3_reverse_abc_g_aig_d8.aig,1,1,1,114,11,1254,632,1.984177,0,0,0.239,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd3_reverse; flow=abc_g_aig_d8
ex276,ex276_isqrt_cofbdd3_reverse_abc_g_aig_d10,unsigned_floor_isqrt,cofbdd3_reverse+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd3_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd3_reverse_abc_g_aig_d10.aig,1,1,1,114,11,1254,632,1.984177,0,0,0.233,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd3_reverse; flow=abc_g_aig_d10
ex276,ex276_isqrt_cofbdd4_reverse_abc_g_aig,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd4_reverse_abc_g_aig.aig,1,1,1,114,10,1140,632,1.803797,0,0,0.244,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd4_reverse; flow=abc_g_aig
ex276,ex276_isqrt_cofbdd4_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,cofbdd4_reverse+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd4_reverse_wreduce_abc_g_aig.aig,1,1,1,114,10,1140,632,1.803797,0,0,0.246,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd4_reverse; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_cofbdd4_reverse_arith_wreduce_aig,unsigned_floor_isqrt,cofbdd4_reverse+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd4_reverse_arith_wreduce_aig.aig,1,1,1,114,10,1140,632,1.803797,0,0,0.247,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd4_reverse; flow=arith_wreduce_aig
ex276,ex276_isqrt_cofbdd4_reverse_synth_preset,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd4_reverse_synth_preset.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.331,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd4_reverse; flow=synth_preset
ex276,ex276_isqrt_cofbdd4_reverse_synth_preset_d6,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd4_reverse_synth_preset_d6.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.338,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd4_reverse; flow=synth_preset_d6
ex276,ex276_isqrt_cofbdd4_reverse_synth_preset_d8,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd4_reverse_synth_preset_d8.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.331,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd4_reverse; flow=synth_preset_d8
ex276,ex276_isqrt_cofbdd4_reverse_synth_preset_d10,unsigned_floor_isqrt,cofbdd4_reverse+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd4_reverse_synth_preset_d10.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.333,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd4_reverse; flow=synth_preset_d10
ex276,ex276_isqrt_cofbdd4_reverse_abc_g_aig_d6,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd4_reverse_abc_g_aig_d6.aig,1,1,1,114,10,1140,632,1.803797,0,0,0.239,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd4_reverse; flow=abc_g_aig_d6
ex276,ex276_isqrt_cofbdd4_reverse_abc_g_aig_d8,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd4_reverse_abc_g_aig_d8.aig,1,1,1,114,10,1140,632,1.803797,0,0,0.240,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd4_reverse; flow=abc_g_aig_d8
ex276,ex276_isqrt_cofbdd4_reverse_abc_g_aig_d10,unsigned_floor_isqrt,cofbdd4_reverse+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_cofbdd4_reverse_abc_g_aig_d10.aig,1,1,1,114,10,1140,632,1.803797,0,0,0.260,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=cofbdd4_reverse; flow=abc_g_aig_d10
ex276,ex276_isqrt_prefix3_range_abc_g_aig,unsigned_floor_isqrt,prefix3_range+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_abc_g_aig.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.292,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=abc_g_aig
ex276,ex276_isqrt_prefix3_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_range+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_wreduce_abc_g_aig.aig,1,1,1,111,11,1221,632,1.931962,0,0,0.297,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix3_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix3_range+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_arith_wreduce_aig.aig,1,1,1,106,11,1166,632,1.844937,0,0,0.306,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix3_range_synth_preset,unsigned_floor_isqrt,prefix3_range+synth_preset,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_synth_preset.aig,1,1,1,107,11,1177,632,1.862342,0,0,0.372,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=synth_preset
ex276,ex276_isqrt_prefix3_range_synth_preset_d6,unsigned_floor_isqrt,prefix3_range+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/verilog/ex276_isqrt_prefix3_range.v,student/work/ex275_ex276_frontend_isqrt_bitinterval_20260609_1551/ex276/aigs/ex276_isqrt_prefix3_range_synth_preset_d6.aig,1,1,1,107,11,1177,632,1.862342,0,0,0.375,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix3_range; flow=synth_preset_d6
