case,candidate_id,equivalent,area,delay,adp,notes
ex286,ex286_unknown_symcof_interleave_f00_k4_case,1,1453,17,24701,unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_interleave_f00_k5_case,1,1583,15,23745,unknown symmetry cofactor class-onehot Verilog seed
