case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex286,ex286_unknown_symcof_interleave_f00_k4_case,unknown_symmetry_cofactor_classonehot,interleave_f00_k4_case,student/work/ex286_frontend_multipair_symcof_casemux_20260609_0643/ex286/verilog/ex286_unknown_symcof_interleave_f00_k4_case.v,student/work/ex286_frontend_multipair_symcof_casemux_20260609_0643/ex286/aigs/ex286_unknown_symcof_interleave_f00_k4_case.aig,1,1,1,1453,17,24701,1.517,"pairs=4:5,6:7; order=interleave; policy=f00; mux_style=case; outer_bits=0:12:1:11; inner_bits=2:3:4:5:6:7:8:9:10; classes=16; group_nodes=134:147:145:152:150:133:157:153:148:141:123:139:150:143:143:133; total_group_nodes=2291; anf_bits=; hash=0c920d73eecb",unknown symmetry cofactor class-onehot Verilog seed
ex286,ex286_unknown_symcof_interleave_f00_k5_case,unknown_symmetry_cofactor_classonehot,interleave_f00_k5_case,student/work/ex286_frontend_multipair_symcof_casemux_20260609_0643/ex286/verilog/ex286_unknown_symcof_interleave_f00_k5_case.v,student/work/ex286_frontend_multipair_symcof_casemux_20260609_0643/ex286/aigs/ex286_unknown_symcof_interleave_f00_k5_case.aig,1,1,1,1583,15,23745,1.464,"pairs=4:5,6:7; order=interleave; policy=f00; mux_style=case; outer_bits=0:12:1:11:2; inner_bits=3:4:5:6:7:8:9:10; classes=32; group_nodes=87:87:95:86:90:72:89:83:77:75:53:73:88:87:76:77:69:84:86:83:83:87:91:103:96:83:84:88:84:82:87:76; total_group_nodes=2661; anf_bits=; hash=cd43ca9e8c32",unknown symmetry cofactor class-onehot Verilog seed
