case,hypothesis/function_guess,candidate_count,verified_truth_count,synthesized_count,equivalent_count,semantic_exact_count,semantic_hybrid_count,structural_exact_count,best_candidate_id,best_variant,best_classification,best_area,best_delay,best_adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,top5,notes
ex295,pair_ring_local_rule_diagnostic,4,1,0,0,0,0,0,,,,,,,68064,,,,,no small-radius pair-ring local rule; every output cell support includes every 2-bit cell
ex297,pair_ring_local_rule_diagnostic,4,1,0,0,0,0,0,,,,,,,225900,,,,,no small-radius pair-ring local rule; every output cell support includes every 2-bit cell
ex299,pair_ring_local_rule_diagnostic,5,1,0,0,0,0,0,,,,,,,1013807,,,,,no small-radius pair-ring local rule; every output cell support includes every 2-bit cell
