case,hypothesis/function_guess,candidate_count,verified_truth_count,synthesized_count,equivalent_count,semantic_exact_count,semantic_hybrid_count,structural_exact_count,best_candidate_id,best_variant,best_classification,best_area,best_delay,best_adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,top5,notes
ex223,fp16_log,14,14,14,14,0,0,0,ex223_fp16_log_casez_sign_abc_g_aig,abc_g_aig,synthflow_exact,11148,21,234108,120549,1.942015,0,0,abc_g_aig:234108; abc_d20:246158; abc_d21:246158; abc_d22:246158; abc_d24:246158,
ex224,fp16_log2,14,14,14,14,0,0,0,ex224_fp16_log2_casez_sign_bits11_12_t8_abc_g_aig,abc_g_aig,synthflow_exact,6219,20,124380,64708,1.922173,0,0,abc_g_aig:124380; synth_preset:130851; abc_d20:131250; abc_d21:131250; abc_d22:131250,
