case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex225,ex225_fp16_log10_manual15bits_14_13_bitvec12_9,fp16_log10,manual15bits_14_13_bitvec12_9,student/work/ex225_frontend_fp16_signmanual_correction_20260607_1345/ex225/verilog/ex225_fp16_log10_manual15bits_14_13_bitvec12_9.v,student/work/ex225_frontend_fp16_signmanual_correction_20260607_1345/ex225/aigs/ex225_fp16_log10_manual15bits_14_13_bitvec12_9.aig,1,1,11526,23,265098,116676,2.272087,0,0,structural_exact,"exact high/low mantissa correction; manual_sign=bits; manual_bits=14,13; table_items=31777; bits=12,9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=72; table_items=0"
