case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg3,unknown_muxcoord_anf,prefix_parity_reduce_deg3,student/work/ex280_ex284_frontend_muxcoord_anf_20260609_0039/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg3.v,student/work/ex280_ex284_frontend_muxcoord_anf_20260609_0039/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg3.aig,1,1,1,1496,33,49368,4.026,transform=prefix_parity_reduce; degree=3; coord_width=15; features=576; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11; inconsistent=0x0; used_features=171; term_counts=5:14:17:19:29:29:38:52:57:53:69:59; hash=80a2c10c0194,unknown mux-coordinate ANF Verilog seed
ex284,ex284_unknown_muxcoord_anf_prefix_parity_reduce_deg3,unknown_muxcoord_anf,prefix_parity_reduce_deg3,student/work/ex280_ex284_frontend_muxcoord_anf_20260609_0039/ex284/verilog/ex284_unknown_muxcoord_anf_prefix_parity_reduce_deg3.v,student/work/ex280_ex284_frontend_muxcoord_anf_20260609_0039/ex284/aigs/ex284_unknown_muxcoord_anf_prefix_parity_reduce_deg3.aig,1,1,1,1886,35,66010,141.503,transform=prefix_parity_reduce; degree=3; coord_width=19; features=1160; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15; inconsistent=0x0; used_features=265; term_counts=5:14:17:19:21:23:33:27:37:37:38:76:77:77:97:83; hash=266c0931cba9,unknown mux-coordinate ANF Verilog seed
