case,candidate_id,area,delay,adp,reference_adp,adp_ratio_to_reference,current_best_adp,delta_vs_current,beats_current,variant,items,notes
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg3,1496,33,49368,2415,20.442236,16821,32547,0,prefix_parity_reduce_deg3,transform=prefix_parity_reduce; degree=3; coord_width=15; features=576; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11; inconsistent=0x0; used_features=171; term_counts=5:14:17:19:29:29:38:52:57:53:69:59; hash=80a2c10c0194,unknown mux-coordinate ANF Verilog seed
ex284,ex284_unknown_muxcoord_anf_prefix_parity_reduce_deg3,1886,35,66010,4240,15.568396,37791,28219,0,prefix_parity_reduce_deg3,transform=prefix_parity_reduce; degree=3; coord_width=19; features=1160; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15; inconsistent=0x0; used_features=265; term_counts=5:14:17:19:21:23:33:27:37:37:38:76:77:77:97:83; hash=266c0931cba9,unknown mux-coordinate ANF Verilog seed
