case,candidate_id,verified_truth,synthesized,equivalent,area,delay,adp,verilog_exists,aig_exists,notes
ex280,ex280_unknown_key_cofactor_bdd_prefix_parity_reduce_top5,1,1,1,811,27,21897,1,1,unknown transformed-key cofactor-BDD Verilog seed
ex281,ex281_unknown_key_cofactor_bdd_prefix_parity_reduce_top5,1,1,1,917,29,26593,1,1,unknown transformed-key cofactor-BDD Verilog seed
ex282,ex282_unknown_key_cofactor_bdd_prefix_parity_reduce_top5,1,1,1,1049,33,34617,1,1,unknown transformed-key cofactor-BDD Verilog seed
ex283,ex283_unknown_key_cofactor_bdd_prefix_parity_reduce_top5,1,1,1,1176,33,38808,1,1,unknown transformed-key cofactor-BDD Verilog seed
ex284,ex284_unknown_key_cofactor_bdd_prefix_parity_reduce_top5,1,1,1,1342,37,49654,1,1,unknown transformed-key cofactor-BDD Verilog seed
