case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex280,ex280_unknown_bilinear_rank_anf_prefix_parity_reduce_mid3,unknown_bilinear_rank_anf,prefix_parity_reduce_mid3,student/work/ex280_ex284_frontend_bilinear_rank_20260609_0039/ex280/verilog/ex280_unknown_bilinear_rank_anf_prefix_parity_reduce_mid3.v,student/work/ex280_ex284_frontend_bilinear_rank_20260609_0039/ex280/aigs/ex280_unknown_bilinear_rank_anf_prefix_parity_reduce_mid3.aig,1,1,1,1677,35,58695,1.092,transform=prefix_parity_reduce; split=mid3; a_bits=4:5:6; b_width=9; rank_sum=51; rank_max=7; unique_a=22; unique_b=45; a_terms=117; b_terms=645; anf_terms=932; hash=0ccfc233e115,unknown bilinear-rank ANF Verilog seed
ex280,ex280_unknown_bilinear_rank_anf_prefix_parity_reduce_mid4,unknown_bilinear_rank_anf,prefix_parity_reduce_mid4,student/work/ex280_ex284_frontend_bilinear_rank_20260609_0039/ex280/verilog/ex280_unknown_bilinear_rank_anf_prefix_parity_reduce_mid4.v,student/work/ex280_ex284_frontend_bilinear_rank_20260609_0039/ex280/aigs/ex280_unknown_bilinear_rank_anf_prefix_parity_reduce_mid4.aig,1,1,1,1202,31,37262,0.954,transform=prefix_parity_reduce; split=mid4; a_bits=4:5:6:7; b_width=8; rank_sum=51; rank_max=7; unique_a=28; unique_b=39; a_terms=168; b_terms=494; anf_terms=932; hash=d07a783a0edc,unknown bilinear-rank ANF Verilog seed
ex280,ex280_unknown_bilinear_rank_anf_prefix_parity_reduce_inter4,unknown_bilinear_rank_anf,prefix_parity_reduce_inter4,student/work/ex280_ex284_frontend_bilinear_rank_20260609_0039/ex280/verilog/ex280_unknown_bilinear_rank_anf_prefix_parity_reduce_inter4.v,student/work/ex280_ex284_frontend_bilinear_rank_20260609_0039/ex280/aigs/ex280_unknown_bilinear_rank_anf_prefix_parity_reduce_inter4.aig,1,1,1,1239,34,42126,0.995,transform=prefix_parity_reduce; split=inter4; a_bits=0:11:1:10; b_width=8; rank_sum=53; rank_max=7; unique_a=34; unique_b=37; a_terms=183; b_terms=549; anf_terms=932; hash=e8c537b575fe,unknown bilinear-rank ANF Verilog seed
ex280,ex280_unknown_bilinear_rank_anf_prefix_parity_reduce_inter6,unknown_bilinear_rank_anf,prefix_parity_reduce_inter6,student/work/ex280_ex284_frontend_bilinear_rank_20260609_0039/ex280/verilog/ex280_unknown_bilinear_rank_anf_prefix_parity_reduce_inter6.v,student/work/ex280_ex284_frontend_bilinear_rank_20260609_0039/ex280/aigs/ex280_unknown_bilinear_rank_anf_prefix_parity_reduce_inter6.aig,1,1,1,1008,37,37296,0.866,transform=prefix_parity_reduce; split=inter6; a_bits=0:11:1:10:2:9; b_width=6; rank_sum=52; rank_max=7; unique_a=41; unique_b=30; a_terms=374; b_terms=283; anf_terms=932; hash=7977a3317c38,unknown bilinear-rank ANF Verilog seed
ex284,ex284_unknown_bilinear_rank_anf_prefix_parity_reduce_mid3,unknown_bilinear_rank_anf,prefix_parity_reduce_mid3,student/work/ex280_ex284_frontend_bilinear_rank_20260609_0039/ex284/verilog/ex284_unknown_bilinear_rank_anf_prefix_parity_reduce_mid3.v,student/work/ex280_ex284_frontend_bilinear_rank_20260609_0039/ex284/aigs/ex284_unknown_bilinear_rank_anf_prefix_parity_reduce_mid3.aig,1,1,1,3546,40,141840,14.508,transform=prefix_parity_reduce; split=mid3; a_bits=6:7:8; b_width=13; rank_sum=61; rank_max=7; unique_a=22; unique_b=55; a_terms=137; b_terms=1505; anf_terms=1964; hash=ab63f44838e5,unknown bilinear-rank ANF Verilog seed
ex284,ex284_unknown_bilinear_rank_anf_prefix_parity_reduce_mid4,unknown_bilinear_rank_anf,prefix_parity_reduce_mid4,student/work/ex280_ex284_frontend_bilinear_rank_20260609_0039/ex284/verilog/ex284_unknown_bilinear_rank_anf_prefix_parity_reduce_mid4.v,student/work/ex280_ex284_frontend_bilinear_rank_20260609_0039/ex284/aigs/ex284_unknown_bilinear_rank_anf_prefix_parity_reduce_mid4.aig,1,1,1,2924,33,96492,13.876,transform=prefix_parity_reduce; split=mid4; a_bits=6:7:8:9; b_width=12; rank_sum=61; rank_max=7; unique_a=28; unique_b=49; a_terms=192; b_terms=1264; anf_terms=1964; hash=9ec27b45e030,unknown bilinear-rank ANF Verilog seed
ex284,ex284_unknown_bilinear_rank_anf_prefix_parity_reduce_inter4,unknown_bilinear_rank_anf,prefix_parity_reduce_inter4,student/work/ex280_ex284_frontend_bilinear_rank_20260609_0039/ex284/verilog/ex284_unknown_bilinear_rank_anf_prefix_parity_reduce_inter4.v,student/work/ex280_ex284_frontend_bilinear_rank_20260609_0039/ex284/aigs/ex284_unknown_bilinear_rank_anf_prefix_parity_reduce_inter4.aig,1,1,1,3191,38,121258,13.814,transform=prefix_parity_reduce; split=inter4; a_bits=0:15:1:14; b_width=12; rank_sum=65; rank_max=7; unique_a=34; unique_b=49; a_terms=213; b_terms=1375; anf_terms=1964; hash=ec2ec6dc58be,unknown bilinear-rank ANF Verilog seed
ex284,ex284_unknown_bilinear_rank_anf_prefix_parity_reduce_inter6,unknown_bilinear_rank_anf,prefix_parity_reduce_inter6,student/work/ex280_ex284_frontend_bilinear_rank_20260609_0039/ex284/verilog/ex284_unknown_bilinear_rank_anf_prefix_parity_reduce_inter6.v,student/work/ex280_ex284_frontend_bilinear_rank_20260609_0039/ex284/aigs/ex284_unknown_bilinear_rank_anf_prefix_parity_reduce_inter6.aig,1,1,1,2400,38,91200,13.668,transform=prefix_parity_reduce; split=inter6; a_bits=0:15:1:14:2:13; b_width=10; rank_sum=64; rank_max=7; unique_a=41; unique_b=42; a_terms=420; b_terms=909; anf_terms=1964; hash=f5379b444a4d,unknown bilinear-rank ANF Verilog seed
