case,domain,parent_candidate_id,parent_area,parent_delay,parent_adp,source_seed_csv,parent_aig_path,source,tool_chain,candidate_id,equivalent,area,delay,adp,delta_adp,pct_adp_change,runtime_sec,work_deleted,notes
ex200,bf16,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,3717,17,63189,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,abc,abc_dc2_dch,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation_abc_dc2_dch,1,3640,16,58240,-4949,-7.832059,1.160,1,blind current-seed ABC probe
ex200,bf16,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,3717,17,63189,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,abc,abc_dch_dc2,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation_abc_dch_dc2,1,3644,16,58304,-4885,-7.730776,1.167,1,blind current-seed ABC probe
ex200,bf16,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,3717,17,63189,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,abc,abc_dc2_rw,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation_abc_dc2_rw,1,3648,16,58368,-4821,-7.629492,0.839,1,blind current-seed ABC probe
ex200,bf16,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,3717,17,63189,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,abc,abc_dch_rw,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation_abc_dch_rw,1,3654,16,58464,-4725,-7.477567,1.123,1,blind current-seed ABC probe
ex200,bf16,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,3717,17,63189,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,abc,abc_src_rw,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation_abc_src_rw,1,3685,21,77385,14196,22.465936,0.750,1,blind current-seed ABC probe
ex200,bf16,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,3717,17,63189,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,abc,abc_src_rws,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation_abc_src_rws,1,3649,23,83927,20738,32.819003,1.043,1,blind current-seed ABC probe
ex200,bf16,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,3717,17,63189,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,abc,abc_delay_try,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation_abc_delay_try,1,3651,16,58416,-4773,-7.553530,0.876,1,blind current-seed ABC probe
ex200,bf16,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,3717,17,63189,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,abc9,abc9_syn2_dc2,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation_abc9_syn2_dc2,1,4740,15,71100,7911,12.519584,0.877,1,blind current-seed ABC9 probe
ex200,bf16,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,3717,17,63189,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,mockturtle,mockturtle_resub,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation_mockturtle_resub,1,3687,17,62679,-510,-0.807103,0.735,1,MockTurtle resub AIG flow
ex200,bf16,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,3717,17,63189,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,mockturtle,mockturtle_balance,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation_mockturtle_balance,1,3714,16,59424,-3765,-5.958316,0.645,1,MockTurtle balance AIG flow
ex200,bf16,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,3717,17,63189,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,mockturtle,mockturtle_resub_balance,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation_mockturtle_resub_balance,1,3684,16,58944,-4245,-6.717941,0.737,1,MockTurtle resub_balance AIG flow
ex200,bf16,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation,3717,17,63189,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation.aig,mockturtle,mockturtle_balance_resub,ex200_bf16_exp_semantic_exp_default_one_parallel_casez_saturation_mockturtle_balance_resub,1,3682,16,58912,-4277,-6.768583,0.734,1,MockTurtle balance_resub AIG flow
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,seed,seed,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1,1647,14,23058,0,0.000000,0.454,1,primary current seed baseline
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc,abc_resyn,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc_resyn,1,1621,14,22694,-364,-1.578628,0.559,1,blind current-seed ABC probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc,abc_resyn2,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc_resyn2,1,1621,14,22694,-364,-1.578628,0.553,1,blind current-seed ABC probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc,abc_resyn2a,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc_resyn2a,1,1623,14,22722,-336,-1.457195,0.556,1,blind current-seed ABC probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc,abc_resyn3,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc_resyn3,1,1614,14,22596,-462,-2.003643,0.564,1,blind current-seed ABC probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc,abc_compress2,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc_compress2,1,1616,14,22624,-434,-1.882210,0.569,1,blind current-seed ABC probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc,abc_resyn2rs,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc_resyn2rs,1,1569,14,21966,-1092,-4.735883,0.880,1,blind current-seed ABC probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc,abc_compress2rs,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc_compress2rs,1,1564,18,28152,5094,22.092116,0.873,1,blind current-seed ABC probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc,abc_dc2,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc_dc2,1,1611,14,22554,-504,-2.185792,0.552,1,blind current-seed ABC probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc,abc_dch,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc_dch,1,1615,14,22610,-448,-1.942927,0.645,1,blind current-seed ABC probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc,abc_dc2_dch,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc_dc2_dch,1,1605,14,22470,-588,-2.550091,0.700,1,blind current-seed ABC probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc,abc_dch_dc2,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc_dch_dc2,1,1605,14,22470,-588,-2.550091,0.714,1,blind current-seed ABC probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc,abc_dc2_rw,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc_dc2_rw,1,1608,14,22512,-546,-2.367942,0.605,1,blind current-seed ABC probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc,abc_dch_rw,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc_dch_rw,1,1609,14,22526,-532,-2.307225,0.696,1,blind current-seed ABC probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc,abc_src_rw,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc_src_rw,1,1619,19,30761,7703,33.407060,0.550,1,blind current-seed ABC probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc,abc_src_rws,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc_src_rws,1,1576,31,48856,25798,111.883077,0.706,1,blind current-seed ABC probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc,abc_delay_try,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc_delay_try,1,1607,14,22498,-560,-2.428658,0.619,1,blind current-seed ABC probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,abc9,abc9_syn2_dc2,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_abc9_syn2_dc2,1,1948,14,27272,4214,18.275653,0.577,1,blind current-seed ABC9 probe
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,mockturtle,mockturtle_resub,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_mockturtle_resub,1,1610,15,24150,1092,4.735883,0.520,1,MockTurtle resub AIG flow
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,mockturtle,mockturtle_balance,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_mockturtle_balance,1,1640,14,22960,-98,-0.425015,0.477,1,MockTurtle balance AIG flow
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,mockturtle,mockturtle_resub_balance,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_mockturtle_resub_balance,1,1610,14,22540,-518,-2.246509,0.512,1,MockTurtle resub_balance AIG flow
ex201,bf16,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,1647,14,23058,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,mockturtle,mockturtle_balance_resub,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1_mockturtle_balance_resub,1,1610,15,24150,1092,4.735883,0.517,1,MockTurtle balance_resub AIG flow
ex202,bf16,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,3478,16,55648,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,seed,seed,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,1,3478,16,55648,0,0.000000,0.650,1,primary current seed baseline
ex202,bf16,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,3478,16,55648,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,abc,abc_resyn,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4_abc_resyn,1,3453,15,51795,-3853,-6.923879,0.781,1,blind current-seed ABC probe
ex202,bf16,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,3478,16,55648,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,abc,abc_resyn2,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4_abc_resyn2,1,3453,15,51795,-3853,-6.923879,0.815,1,blind current-seed ABC probe
ex202,bf16,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,3478,16,55648,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,abc,abc_resyn2a,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4_abc_resyn2a,1,3452,15,51780,-3868,-6.950834,0.793,1,blind current-seed ABC probe
ex202,bf16,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,3478,16,55648,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,abc,abc_resyn3,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4_abc_resyn3,1,3439,15,51585,-4063,-7.301251,0.839,1,blind current-seed ABC probe
ex202,bf16,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,3478,16,55648,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,abc,abc_compress2,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4_abc_compress2,1,3451,15,51765,-3883,-6.977789,0.804,1,blind current-seed ABC probe
ex202,bf16,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,3478,16,55648,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,abc,abc_resyn2rs,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4_abc_resyn2rs,1,3409,15,51135,-4513,-8.109905,1.420,1,blind current-seed ABC probe
ex202,bf16,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,3478,16,55648,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,abc,abc_compress2rs,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4_abc_compress2rs,1,3407,16,54512,-1136,-2.041403,1.386,1,blind current-seed ABC probe
ex202,bf16,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,3478,16,55648,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,abc,abc_dc2,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4_abc_dc2,1,3439,15,51585,-4063,-7.301251,0.796,1,blind current-seed ABC probe
ex202,bf16,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,3478,16,55648,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,abc,abc_dch,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4_abc_dch,1,3433,15,51495,-4153,-7.462982,1.056,1,blind current-seed ABC probe
ex202,bf16,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,3478,16,55648,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,abc,abc_dc2_dch,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4_abc_dc2_dch,1,3426,15,51390,-4258,-7.651668,1.143,1,blind current-seed ABC probe
ex202,bf16,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,3478,16,55648,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,abc,abc_dch_dc2,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4_abc_dch_dc2,1,3419,15,51285,-4363,-7.840354,1.145,1,blind current-seed ABC probe
ex202,bf16,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,3478,16,55648,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,abc,abc_dc2_rw,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4_abc_dc2_rw,1,3435,15,51525,-4123,-7.409071,0.866,1,blind current-seed ABC probe
ex202,bf16,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,3478,16,55648,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,abc,abc_dch_rw,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4_abc_dch_rw,1,3431,15,51465,-4183,-7.516892,1.116,1,blind current-seed ABC probe
ex202,bf16,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,3478,16,55648,student/seeds/bf16/ex200_ex219_current/results/best.csv,student/seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,abc,abc_src_rw,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4_abc_src_rw,1,3454,21,72534,16886,30.344307,0.770,1,blind current-seed ABC probe
