case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex286,ex286_unknown_bucket_count_classifier_bucket_count_sel3_abc_g_aig,unknown_bucket_count_classifier,abc_g_aig,student/work/ex286_ex288_frontend_bucket_count_classifier_20260609_1232/ex286/verilog/ex286_unknown_bucket_count_classifier.v,student/work/ex286_ex288_frontend_bucket_count_classifier_synthflow_20260609_1232/ex286/aigs/ex286_unknown_bucket_count_classifier_bucket_count_sel3_abc_g_aig.aig,1,1,13081,21,274701,2376,115.614899,0,0,synthflow_exact,Yosys abc gate set aig
ex287,ex287_unknown_bucket_count_classifier_bucket_count_sel4_abc_g_aig,unknown_bucket_count_classifier,abc_g_aig,student/work/ex286_ex288_frontend_bucket_count_classifier_20260609_1232/ex287/verilog/ex287_unknown_bucket_count_classifier.v,student/work/ex286_ex288_frontend_bucket_count_classifier_synthflow_20260609_1232/ex287/aigs/ex287_unknown_bucket_count_classifier_bucket_count_sel4_abc_g_aig.aig,1,1,20131,23,463013,5782,80.078347,0,0,synthflow_exact,Yosys abc gate set aig
ex288,ex288_unknown_bucket_count_classifier_bucket_count_sel3_synth_preset,unknown_bucket_count_classifier,synth_preset,student/work/ex286_ex288_frontend_bucket_count_classifier_20260609_1232/ex288/verilog/ex288_unknown_bucket_count_classifier.v,student/work/ex286_ex288_frontend_bucket_count_classifier_synthflow_20260609_1232/ex288/aigs/ex288_unknown_bucket_count_classifier_bucket_count_sel3_synth_preset.aig,1,1,23250,25,581250,16394,35.455045,0,0,synthflow_exact,Yosys synth preset with flatten
