case,candidate_id,verified_truth,equivalent,area,delay,adp,verilog_path,aig_path,notes
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev,1,1,436,30,13080,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.aig,unknown mux-coordinate ANF hybrid Verilog seed
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_node,1,1,392,34,13328,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_node.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_node.aig,unknown mux-coordinate ANF hybrid Verilog seed
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth,1,1,392,34,13328,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex280/verilog/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex280/aigs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth.aig,unknown mux-coordinate ANF hybrid Verilog seed
ex281,ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev,1,1,460,35,16100,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex281/verilog/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex281/aigs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.aig,unknown mux-coordinate ANF hybrid Verilog seed
ex281,ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_node,1,1,445,35,15575,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex281/verilog/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_node.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex281/aigs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_node.aig,unknown mux-coordinate ANF hybrid Verilog seed
ex281,ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth,1,1,482,32,15424,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex281/verilog/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex281/aigs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth.aig,unknown mux-coordinate ANF hybrid Verilog seed
ex282,ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev,1,1,512,34,17408,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex282/verilog/ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex282/aigs/ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.aig,unknown mux-coordinate ANF hybrid Verilog seed
ex282,ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_node,1,1,480,37,17760,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex282/verilog/ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_node.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex282/aigs/ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_node.aig,unknown mux-coordinate ANF hybrid Verilog seed
ex282,ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth,1,1,480,37,17760,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex282/verilog/ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex282/aigs/ex282_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_best_depth.aig,unknown mux-coordinate ANF hybrid Verilog seed
ex283,ex283_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev,1,1,508,36,18288,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex283/verilog/ex283_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.v,student/work/ex280_ex284_frontend_muxcoord_hybrid_full_20260609_0057/ex283/aigs/ex283_unknown_muxcoord_anf_prefix_parity_reduce_deg2_hybrid_endpoint_rev.aig,unknown mux-coordinate ANF hybrid Verilog seed
