case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes
ex224,ex224_fp16_log2_lowseq4,fp16_log2,lowseq4,student/work/ex224_frontend_fp16_log2_lowseq2_20260607_0800/ex224/verilog/ex224_fp16_log2_lowseq4.v,student/work/ex224_frontend_fp16_log2_lowseq2_20260607_0800/ex224/aigs/ex224_fp16_log2_lowseq4.aig,1,1,1,6304,22,138688,64708,2.143290,0,0,semantic_hybrid,"casez_sign+bit11/12 plus clustered low4 exact sequences; clusters=c0=exp1,2,3,4,5,6; c1=exp7,8,9,10; c2=exp11,12; c3=exp13; c4=exp14; c5=exp15; c6=exp16; c7=exp17,18; c8=exp19,20,21,22; c9=exp23,24,25,26,27,28,29,30; table_items=31777; bit=12; threshold=8; const_groups=61; range_groups=3; table_groups=0; range_items=9; table_items=0; bit=11; threshold=8; const_groups=59; range_groups=5; table_groups=0; range_items=18; table_items=0",14.467,"casez_sign+bit11/12 plus clustered low4 exact sequences; clusters=c0=exp1,2,3,4,5,6; c1=exp7,8,9,10; c2=exp11,12; c3=exp13; c4=exp14; c5=exp15; c6=exp16; c7=exp17,18; c8=exp19,20,21,22; c9=exp23,24,25,26,27,28,29,30; table_items=31777; bit=12; threshold=8; const_groups=61; range_groups=3; table_groups=0; range_items=9; table_items=0; bit=11; threshold=8; const_groups=59; range_groups=5; table_groups=0; range_items=18; table_items=0"
ex224,ex224_fp16_log2_lowseq5,fp16_log2,lowseq5,student/work/ex224_frontend_fp16_log2_lowseq2_20260607_0800/ex224/verilog/ex224_fp16_log2_lowseq5.v,student/work/ex224_frontend_fp16_log2_lowseq2_20260607_0800/ex224/aigs/ex224_fp16_log2_lowseq5.aig,1,1,1,6296,22,138512,64708,2.140570,0,0,semantic_hybrid,"casez_sign+bit11/12 plus clustered low5 exact sequences; clusters=c0=exp1,2,3,4,5,6; c1=exp7,8,9,10; c2=exp11,12; c3=exp13; c4=exp14; c5=exp15; c6=exp16; c7=exp17,18; c8=exp19,20,21,22; c9=exp23,24,25,26,27,28,29,30; table_items=31777; bit=12; threshold=8; const_groups=61; range_groups=3; table_groups=0; range_items=9; table_items=0; bit=11; threshold=8; const_groups=59; range_groups=5; table_groups=0; range_items=18; table_items=0",15.604,"casez_sign+bit11/12 plus clustered low5 exact sequences; clusters=c0=exp1,2,3,4,5,6; c1=exp7,8,9,10; c2=exp11,12; c3=exp13; c4=exp14; c5=exp15; c6=exp16; c7=exp17,18; c8=exp19,20,21,22; c9=exp23,24,25,26,27,28,29,30; table_items=31777; bit=12; threshold=8; const_groups=61; range_groups=3; table_groups=0; range_items=9; table_items=0; bit=11; threshold=8; const_groups=59; range_groups=5; table_groups=0; range_items=18; table_items=0"
ex224,ex224_fp16_log2_lowseq6,fp16_log2,lowseq6,student/work/ex224_frontend_fp16_log2_lowseq2_20260607_0800/ex224/verilog/ex224_fp16_log2_lowseq6.v,student/work/ex224_frontend_fp16_log2_lowseq2_20260607_0800/ex224/aigs/ex224_fp16_log2_lowseq6.aig,1,1,1,6335,23,145705,64708,2.251731,0,0,semantic_hybrid,"casez_sign+bit11/12 plus clustered low6 exact sequences; clusters=c0=exp1,2,3,4,5,6; c1=exp7,8,9,10; c2=exp11,12; c3=exp13; c4=exp14; c5=exp15; c6=exp16; c7=exp17,18; c8=exp19,20,21,22; c9=exp23,24,25,26,27,28,29,30; table_items=31777; bit=12; threshold=8; const_groups=61; range_groups=3; table_groups=0; range_items=9; table_items=0; bit=11; threshold=8; const_groups=59; range_groups=5; table_groups=0; range_items=18; table_items=0",16.813,"casez_sign+bit11/12 plus clustered low6 exact sequences; clusters=c0=exp1,2,3,4,5,6; c1=exp7,8,9,10; c2=exp11,12; c3=exp13; c4=exp14; c5=exp15; c6=exp16; c7=exp17,18; c8=exp19,20,21,22; c9=exp23,24,25,26,27,28,29,30; table_items=31777; bit=12; threshold=8; const_groups=61; range_groups=3; table_groups=0; range_items=9; table_items=0; bit=11; threshold=8; const_groups=59; range_groups=5; table_groups=0; range_items=18; table_items=0"
ex224,ex224_fp16_log2_lowseq7,fp16_log2,lowseq7,student/work/ex224_frontend_fp16_log2_lowseq2_20260607_0800/ex224/verilog/ex224_fp16_log2_lowseq7.v,student/work/ex224_frontend_fp16_log2_lowseq2_20260607_0800/ex224/aigs/ex224_fp16_log2_lowseq7.aig,1,1,1,6348,23,146004,64708,2.256352,0,0,semantic_hybrid,"casez_sign+bit11/12 plus clustered low7 exact sequences; clusters=c0=exp1,2,3,4,5,6; c1=exp7,8,9,10; c2=exp11,12; c3=exp13; c4=exp14; c5=exp15; c6=exp16; c7=exp17,18; c8=exp19,20,21,22; c9=exp23,24,25,26,27,28,29,30; table_items=31777; bit=12; threshold=8; const_groups=61; range_groups=3; table_groups=0; range_items=9; table_items=0; bit=11; threshold=8; const_groups=59; range_groups=5; table_groups=0; range_items=18; table_items=0",16.283,"casez_sign+bit11/12 plus clustered low7 exact sequences; clusters=c0=exp1,2,3,4,5,6; c1=exp7,8,9,10; c2=exp11,12; c3=exp13; c4=exp14; c5=exp15; c6=exp16; c7=exp17,18; c8=exp19,20,21,22; c9=exp23,24,25,26,27,28,29,30; table_items=31777; bit=12; threshold=8; const_groups=61; range_groups=3; table_groups=0; range_items=9; table_items=0; bit=11; threshold=8; const_groups=59; range_groups=5; table_groups=0; range_items=18; table_items=0"
ex224,ex224_fp16_log2_lowseq8,fp16_log2,lowseq8,student/work/ex224_frontend_fp16_log2_lowseq2_20260607_0800/ex224/verilog/ex224_fp16_log2_lowseq8.v,student/work/ex224_frontend_fp16_log2_lowseq2_20260607_0800/ex224/aigs/ex224_fp16_log2_lowseq8.aig,1,1,1,6281,22,138182,64708,2.135470,0,0,semantic_hybrid,"casez_sign+bit11/12 plus clustered low8 exact sequences; clusters=c0=exp1,3,5; c1=exp2,4,6; c2=exp7,8,9,10; c3=exp11,12; c4=exp13; c5=exp14; c6=exp15; c7=exp16; c8=exp17,18; c9=exp19,20,21,22; c10=exp23,25,27,29; c11=exp24,26,28,30; table_items=31777; bit=12; threshold=8; const_groups=61; range_groups=3; table_groups=0; range_items=9; table_items=0; bit=11; threshold=8; const_groups=59; range_groups=5; table_groups=0; range_items=18; table_items=0",13.175,"casez_sign+bit11/12 plus clustered low8 exact sequences; clusters=c0=exp1,3,5; c1=exp2,4,6; c2=exp7,8,9,10; c3=exp11,12; c4=exp13; c5=exp14; c6=exp15; c7=exp16; c8=exp17,18; c9=exp19,20,21,22; c10=exp23,25,27,29; c11=exp24,26,28,30; table_items=31777; bit=12; threshold=8; const_groups=61; range_groups=3; table_groups=0; range_items=9; table_items=0; bit=11; threshold=8; const_groups=59; range_groups=5; table_groups=0; range_items=18; table_items=0"
