case,hypothesis/function_guess,candidate_count,verified_truth_count,synthesized_count,equivalent_count,semantic_exact_count,semantic_hybrid_count,structural_exact_count,best_candidate_id,best_variant,best_classification,best_area,best_delay,best_adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,top5,notes
ex223,fp16_log,6,6,6,6,0,0,0,ex223_fp16_log_casez_sign_abc_g_aig_d18,abc_g_aig_d18,synthflow_exact,11148,21,234108,120549,1.942015,0,0,abc_g_aig_d18:234108; abc_g_aig_d19:234108; abc_g_aig_d20:234108; abc_g_aig_d21:234108; abc_g_gates:245432,
ex224,fp16_log2,6,6,6,6,0,0,0,ex224_fp16_log2_casez_sign_bits11_12_t8_abc_g_aig_d18,abc_g_aig_d18,synthflow_exact,6219,20,124380,64708,1.922173,0,0,abc_g_aig_d18:124380; abc_g_aig_d19:124380; abc_g_aig_d20:124380; abc_g_aig_d21:124380; abc_g_gates:130725,
