case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes
ex223,ex223_fp16_log_casez_sign_abc_g_aig_d18,fp16_log,abc_g_aig_d18,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex223/verilog/ex223_fp16_log_casez_sign.v,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex223/aigs/ex223_fp16_log_casez_sign_abc_g_aig_d18.aig,1,1,1,11148,21,234108,120549,1.942015,0,0,synthflow_exact,Yosys abc gate set aig delay target 18,14.188,Yosys abc gate set aig delay target 18
ex223,ex223_fp16_log_casez_sign_abc_g_aig_d19,fp16_log,abc_g_aig_d19,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex223/verilog/ex223_fp16_log_casez_sign.v,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex223/aigs/ex223_fp16_log_casez_sign_abc_g_aig_d19.aig,1,1,1,11148,21,234108,120549,1.942015,0,0,synthflow_exact,Yosys abc gate set aig delay target 19,13.815,Yosys abc gate set aig delay target 19
ex223,ex223_fp16_log_casez_sign_abc_g_aig_d20,fp16_log,abc_g_aig_d20,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex223/verilog/ex223_fp16_log_casez_sign.v,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex223/aigs/ex223_fp16_log_casez_sign_abc_g_aig_d20.aig,1,1,1,11148,21,234108,120549,1.942015,0,0,synthflow_exact,Yosys abc gate set aig delay target 20,11.514,Yosys abc gate set aig delay target 20
ex223,ex223_fp16_log_casez_sign_abc_g_aig_d21,fp16_log,abc_g_aig_d21,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex223/verilog/ex223_fp16_log_casez_sign.v,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex223/aigs/ex223_fp16_log_casez_sign_abc_g_aig_d21.aig,1,1,1,11148,21,234108,120549,1.942015,0,0,synthflow_exact,Yosys abc gate set aig delay target 21,11.726,Yosys abc gate set aig delay target 21
ex223,ex223_fp16_log_casez_sign_abc_g_cmos2,fp16_log,abc_g_cmos2,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex223/verilog/ex223_fp16_log_casez_sign.v,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex223/aigs/ex223_fp16_log_casez_sign_abc_g_cmos2.aig,1,1,1,11487,22,252714,120549,2.096359,0,0,synthflow_exact,Yosys abc gate set cmos2,13.494,Yosys abc gate set cmos2
ex223,ex223_fp16_log_casez_sign_abc_g_gates,fp16_log,abc_g_gates,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex223/verilog/ex223_fp16_log_casez_sign.v,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex223/aigs/ex223_fp16_log_casez_sign_abc_g_gates.aig,1,1,1,11156,22,245432,120549,2.035952,0,0,synthflow_exact,Yosys abc gate set gates,12.671,Yosys abc gate set gates
ex224,ex224_fp16_log2_casez_sign_bits11_12_t8_abc_g_aig_d18,fp16_log2,abc_g_aig_d18,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex224/verilog/ex224_fp16_log2_casez_sign_bits11_12_t8.v,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex224/aigs/ex224_fp16_log2_casez_sign_bits11_12_t8_abc_g_aig_d18.aig,1,1,1,6219,20,124380,64708,1.922173,0,0,synthflow_exact,Yosys abc gate set aig delay target 18,11.557,Yosys abc gate set aig delay target 18
ex224,ex224_fp16_log2_casez_sign_bits11_12_t8_abc_g_aig_d19,fp16_log2,abc_g_aig_d19,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex224/verilog/ex224_fp16_log2_casez_sign_bits11_12_t8.v,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex224/aigs/ex224_fp16_log2_casez_sign_bits11_12_t8_abc_g_aig_d19.aig,1,1,1,6219,20,124380,64708,1.922173,0,0,synthflow_exact,Yosys abc gate set aig delay target 19,11.682,Yosys abc gate set aig delay target 19
ex224,ex224_fp16_log2_casez_sign_bits11_12_t8_abc_g_aig_d20,fp16_log2,abc_g_aig_d20,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex224/verilog/ex224_fp16_log2_casez_sign_bits11_12_t8.v,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex224/aigs/ex224_fp16_log2_casez_sign_bits11_12_t8_abc_g_aig_d20.aig,1,1,1,6219,20,124380,64708,1.922173,0,0,synthflow_exact,Yosys abc gate set aig delay target 20,11.337,Yosys abc gate set aig delay target 20
ex224,ex224_fp16_log2_casez_sign_bits11_12_t8_abc_g_aig_d21,fp16_log2,abc_g_aig_d21,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex224/verilog/ex224_fp16_log2_casez_sign_bits11_12_t8.v,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex224/aigs/ex224_fp16_log2_casez_sign_bits11_12_t8_abc_g_aig_d21.aig,1,1,1,6219,20,124380,64708,1.922173,0,0,synthflow_exact,Yosys abc gate set aig delay target 21,10.956,Yosys abc gate set aig delay target 21
ex224,ex224_fp16_log2_casez_sign_bits11_12_t8_abc_g_cmos2,fp16_log2,abc_g_cmos2,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex224/verilog/ex224_fp16_log2_casez_sign_bits11_12_t8.v,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex224/aigs/ex224_fp16_log2_casez_sign_bits11_12_t8_abc_g_cmos2.aig,1,1,1,6317,21,132657,64708,2.050087,0,0,synthflow_exact,Yosys abc gate set cmos2,12.139,Yosys abc gate set cmos2
ex224,ex224_fp16_log2_casez_sign_bits11_12_t8_abc_g_gates,fp16_log2,abc_g_gates,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex224/verilog/ex224_fp16_log2_casez_sign_bits11_12_t8.v,student/work/ex223_ex224_frontend_yosys_synthflow_aigfollow_20260607_0930/ex224/aigs/ex224_fp16_log2_casez_sign_bits11_12_t8_abc_g_gates.aig,1,1,1,6225,21,130725,64708,2.020229,0,0,synthflow_exact,Yosys abc gate set gates,11.882,Yosys abc gate set gates
