case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_default,unsigned low5_high5:a/b dbz=max,ex266_cof_bhi2_a4_bitbdd_wordmux+default,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_default.aig,1,1,1,153,11,1683,848,1.984670,0,0,0.234,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=default
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_wreduce_default,unsigned low5_high5:a/b dbz=max,ex266_cof_bhi2_a4_bitbdd_wordmux+wreduce_default,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_wreduce_default.aig,1,1,1,153,11,1683,848,1.984670,0,0,0.246,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=wreduce_default
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_arith_wreduce_aig,unsigned low5_high5:a/b dbz=max,ex266_cof_bhi2_a4_bitbdd_wordmux+arith_wreduce_aig,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_arith_wreduce_aig.aig,1,1,1,152,11,1672,848,1.971698,0,0,0.244,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=arith_wreduce_aig
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_abc_g_aig_d8,unsigned low5_high5:a/b dbz=max,ex266_cof_bhi2_a4_bitbdd_wordmux+abc_g_aig_d8,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_abc_g_aig_d8.aig,1,1,1,152,11,1672,848,1.971698,0,0,0.236,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=abc_g_aig_d8
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_abc_g_aig_d10,unsigned low5_high5:a/b dbz=max,ex266_cof_bhi2_a4_bitbdd_wordmux+abc_g_aig_d10,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_abc_g_aig_d10.aig,1,1,1,152,11,1672,848,1.971698,0,0,0.233,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=abc_g_aig_d10
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_abc_g_aig_d12,unsigned low5_high5:a/b dbz=max,ex266_cof_bhi2_a4_bitbdd_wordmux+abc_g_aig_d12,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_abc_g_aig_d12.aig,1,1,1,152,11,1672,848,1.971698,0,0,0.237,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=abc_g_aig_d12
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d18,unsigned low5_high5:a/b dbz=max,ex266_cof_bhi2_a4_bitbdd_wordmux+synth_preset_d18,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d18.aig,1,1,1,148,10,1480,848,1.745283,0,0,0.309,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=synth_preset_d18
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d24,unsigned low5_high5:a/b dbz=max,ex266_cof_bhi2_a4_bitbdd_wordmux+synth_preset_d24,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d24.aig,1,1,1,148,10,1480,848,1.745283,0,0,0.307,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=synth_preset_d24
