case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_default,1,153,11,1683,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_default.aig,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=default
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_wreduce_default,1,153,11,1683,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_wreduce_default.aig,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=wreduce_default
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_arith_wreduce_aig,1,152,11,1672,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_arith_wreduce_aig.aig,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=arith_wreduce_aig
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_abc_g_aig_d8,1,152,11,1672,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_abc_g_aig_d8.aig,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=abc_g_aig_d8
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_abc_g_aig_d10,1,152,11,1672,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_abc_g_aig_d10.aig,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=abc_g_aig_d10
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_abc_g_aig_d12,1,152,11,1672,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_abc_g_aig_d12.aig,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=abc_g_aig_d12
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d18,1,148,10,1480,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d18.aig,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=synth_preset_d18
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d24,1,148,10,1480,student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d24.aig,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=synth_preset_d24
