case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex267,ex267_udiv_hybrid_top2_deep_abc_g_aig,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top2_deep+abc_g_aig,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/aigs/ex267_udiv_hybrid_top2_deep_abc_g_aig.aig,1,1,1,340,12,4080,2651,1.539042,0,0,0.412,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top2_deep; flow=abc_g_aig
ex267,ex267_udiv_hybrid_top2_deep_abc_g_aig_d8,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top2_deep+abc_g_aig_d8,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/aigs/ex267_udiv_hybrid_top2_deep_abc_g_aig_d8.aig,1,1,1,340,12,4080,2651,1.539042,0,0,0.416,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top2_deep; flow=abc_g_aig_d8
ex267,ex267_udiv_hybrid_top2_deep_abc_g_aig_d10,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top2_deep+abc_g_aig_d10,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/aigs/ex267_udiv_hybrid_top2_deep_abc_g_aig_d10.aig,1,1,1,340,12,4080,2651,1.539042,0,0,0.417,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top2_deep; flow=abc_g_aig_d10
ex267,ex267_udiv_hybrid_top2_deep_abc_g_aig_d12,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top2_deep+abc_g_aig_d12,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/aigs/ex267_udiv_hybrid_top2_deep_abc_g_aig_d12.aig,1,1,1,340,12,4080,2651,1.539042,0,0,0.430,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top2_deep; flow=abc_g_aig_d12
ex267,ex267_udiv_hybrid_top2_deep_wreduce_abc_g_aig,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top2_deep+wreduce_abc_g_aig,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/aigs/ex267_udiv_hybrid_top2_deep_wreduce_abc_g_aig.aig,1,1,1,340,12,4080,2651,1.539042,0,0,0.428,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top2_deep; flow=wreduce_abc_g_aig
ex267,ex267_udiv_hybrid_top2_deep_synth_preset,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top2_deep+synth_preset,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/aigs/ex267_udiv_hybrid_top2_deep_synth_preset.aig,1,1,1,365,12,4380,2651,1.652207,0,0,0.557,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top2_deep; flow=synth_preset
ex267,ex267_udiv_hybrid_top2_deep_synth_preset_d8,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top2_deep+synth_preset_d8,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/aigs/ex267_udiv_hybrid_top2_deep_synth_preset_d8.aig,1,1,1,365,12,4380,2651,1.652207,0,0,0.560,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top2_deep; flow=synth_preset_d8
ex267,ex267_udiv_hybrid_top2_deep_synth_preset_d10,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top2_deep+synth_preset_d10,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/aigs/ex267_udiv_hybrid_top2_deep_synth_preset_d10.aig,1,1,1,365,12,4380,2651,1.652207,0,0,0.558,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top2_deep; flow=synth_preset_d10
ex267,ex267_udiv_hybrid_top2_deep_synth_preset_d12,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top2_deep+synth_preset_d12,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/aigs/ex267_udiv_hybrid_top2_deep_synth_preset_d12.aig,1,1,1,365,12,4380,2651,1.652207,0,0,0.558,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top2_deep; flow=synth_preset_d12
