case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,runtime_sec,notes
ex201,ex201_bf16_exp2_exp_pair_if_runs_fixed_only_118,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_if_runs_fixed_only_118,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_if_runs_fixed_only_118.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_if_runs_fixed_only_118.aig,1,1,1599,16,25584,0.444,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_if_runs_fixed_only_118_119,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_if_runs_fixed_only_118_119,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_if_runs_fixed_only_118_119.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_if_runs_fixed_only_118_119.aig,1,1,1604,16,25664,0.474,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_if_runs_fixed_only_119,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_if_runs_fixed_only_119,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_if_runs_fixed_only_119.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_if_runs_fixed_only_119.aig,1,1,1595,16,25520,0.483,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_if_runs_fixed_only_119_120,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_if_runs_fixed_only_119_120,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_if_runs_fixed_only_119_120.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_if_runs_fixed_only_119_120.aig,1,1,1595,16,25520,0.476,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_if_runs_only_118,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_if_runs_only_118,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_if_runs_only_118.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_if_runs_only_118.aig,1,0,,,,0.448,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_if_runs_only_118_119,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_if_runs_only_118_119,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_if_runs_only_118_119.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_if_runs_only_118_119.aig,1,0,,,,0.447,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_if_runs_only_119,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_if_runs_only_119,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_if_runs_only_119.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_if_runs_only_119.aig,1,0,,,,0.450,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_if_runs_only_119_120,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_if_runs_only_119_120,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_if_runs_only_119_120.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_if_runs_only_119_120.aig,1,0,,,,0.451,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_runs_only_118,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_runs_only_118,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_runs_only_118.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_runs_only_118.aig,1,1,1605,16,25680,0.479,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_runs_only_118_119,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_runs_only_118_119,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_runs_only_118_119.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_runs_only_118_119.aig,1,1,1606,18,28908,0.458,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_runs_only_118_119_120,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_runs_only_118_119_120,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_runs_only_118_119_120.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_runs_only_118_119_120.aig,1,1,1605,16,25680,0.477,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_runs_only_118_119_120_121,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_runs_only_118_119_120_121,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_runs_only_118_119_120_121.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_runs_only_118_119_120_121.aig,1,1,1606,16,25696,0.461,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_runs_only_119,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_runs_only_119,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_runs_only_119.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_runs_only_119.aig,1,1,1597,16,25552,0.479,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_runs_only_119_120,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_runs_only_119_120,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_runs_only_119_120.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_runs_only_119_120.aig,1,1,1606,16,25696,0.477,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_runs_only_120,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_runs_only_120,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_runs_only_120.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_runs_only_120.aig,1,1,1613,16,25808,0.479,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_runs_only_121,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_runs_only_121,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_runs_only_121.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_runs_only_121.aig,1,1,1603,16,25648,0.478,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_special_nan_all_exp,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_special_nan_all_exp,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_special_nan_all_exp.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_special_nan_all_exp.aig,1,1,1601,15,24015,0.484,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_exp_pair_special_nan_default_const,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,exp_pair_special_nan_default_const,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_pair_special_nan_default_const.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_pair_special_nan_default_const.aig,1,1,1627,15,24405,0.475,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_grouped_const_plain_case,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,grouped_const_plain_case,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_grouped_const_plain_case.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_grouped_const_plain_case.aig,1,1,1601,15,24015,0.482,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_grouped_const_plain_case_no_parallel,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,grouped_const_plain_case_no_parallel,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_grouped_const_plain_case_no_parallel.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_grouped_const_plain_case_no_parallel.aig,1,1,1601,15,24015,0.486,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_grouped_const_plain_casez,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,grouped_const_plain_casez,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_grouped_const_plain_casez.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_grouped_const_plain_casez.aig,1,1,1601,16,25616,0.464,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_positive_default_exp_mant_case,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,positive_default_exp_mant_case,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_positive_default_exp_mant_case.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_positive_default_exp_mant_case.aig,1,1,1597,18,28746,0.480,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_positive_default_exp_mant_delta,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,positive_default_exp_mant_delta,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_positive_default_exp_mant_delta.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_positive_default_exp_mant_delta.aig,1,1,1618,18,29124,0.481,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_semantic_exp_delta_fields,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,semantic_exp_delta_fields,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_semantic_exp_delta_fields.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_semantic_exp_delta_fields.aig,1,1,1653,20,33060,0.479,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_semantic_positive_field_defaults,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,semantic_positive_field_defaults,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_semantic_positive_field_defaults.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_semantic_positive_field_defaults.aig,1,1,1624,17,27608,0.480,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_semantic_sign_exp_field_defaults,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,semantic_sign_exp_field_defaults,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_semantic_sign_exp_field_defaults.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_semantic_sign_exp_field_defaults.aig,1,1,1894,16,30304,0.477,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_sign_exp_int_frac_formula,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,sign_exp_int_frac_formula,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_sign_exp_int_frac_formula.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_sign_exp_int_frac_formula.aig,1,1,1790,16,28640,0.480,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_sign_exp_mant_case,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,sign_exp_mant_case,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_sign_exp_mant_case.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_sign_exp_mant_case.aig,1,1,1693,15,25395,0.477,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_sign_exp_separate_field_defaults,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,sign_exp_separate_field_defaults,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_sign_exp_separate_field_defaults.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_sign_exp_separate_field_defaults.aig,1,1,1650,17,28050,0.473,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_sign_exp_tail15_defaults,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,sign_exp_tail15_defaults,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_sign_exp_tail15_defaults.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_sign_exp_tail15_defaults.aig,1,1,1702,15,25530,0.475,current bitlogic/frontend run consolidated recheck
ex201,ex201_bf16_exp2_split_sign_exp_mant_case,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,split_sign_exp_mant_case,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_split_sign_exp_mant_case.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_split_sign_exp_mant_case.aig,1,1,1723,15,25845,0.470,current bitlogic/frontend run consolidated recheck
ex201,ex201_unknown_shared_bdd_16x16_order_14_13_12_11_10_9_8_7_15_6_5_4_3_2_1_0,unknown_shared_bdd_16x16,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,order_14_13_12_11_10_9_8_7_15_6_5_4_3_2_1_0,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_unknown_shared_bdd_16x16_order_14_13_12_11_10_9_8_7_15_6_5_4_3_2_1_0.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_unknown_shared_bdd_16x16_order_14_13_12_11_10_9_8_7_15_6_5_4_3_2_1_0.aig,1,1,1681,21,35301,0.478,current bitlogic/frontend run consolidated recheck
ex201,ex201_unknown_shared_bdd_16x16_order_15_14_13_12_11_10_9_8_7_6_5_4_3_2_1_0,unknown_shared_bdd_16x16,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,order_15_14_13_12_11_10_9_8_7_6_5_4_3_2_1_0,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_unknown_shared_bdd_16x16_order_15_14_13_12_11_10_9_8_7_6_5_4_3_2_1_0.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_unknown_shared_bdd_16x16_order_15_14_13_12_11_10_9_8_7_6_5_4_3_2_1_0.aig,1,1,1702,19,32338,0.475,current bitlogic/frontend run consolidated recheck
ex202,ex202_bf16_exp10_bitplane_sign_exp_mode,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,bitplane_sign_exp_mode,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/verilog/ex202_bf16_exp10_bitplane_sign_exp_mode.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/aigs/ex202_bf16_exp10_bitplane_sign_exp_mode.aig,1,1,4192,18,75456,0.673,current bitlogic/frontend run consolidated recheck
ex202,ex202_bf16_exp10_exp_mant_delta_pair,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,exp_mant_delta_pair,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/verilog/ex202_bf16_exp10_exp_mant_delta_pair.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/aigs/ex202_bf16_exp10_exp_mant_delta_pair.aig,1,1,3790,20,75800,0.674,current bitlogic/frontend run consolidated recheck
ex202,ex202_bf16_exp10_exp_mant_pair_hi_lo_xor,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,exp_mant_pair_hi_lo_xor,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/verilog/ex202_bf16_exp10_exp_mant_pair_hi_lo_xor.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/aigs/ex202_bf16_exp10_exp_mant_pair_hi_lo_xor.aig,1,1,4454,20,89080,0.683,current bitlogic/frontend run consolidated recheck
ex202,ex202_bf16_exp10_exp_mant_pair_no_defaults,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,exp_mant_pair_no_defaults,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/verilog/ex202_bf16_exp10_exp_mant_pair_no_defaults.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/aigs/ex202_bf16_exp10_exp_mant_pair_no_defaults.aig,1,1,3661,17,62237,0.635,current bitlogic/frontend run consolidated recheck
ex202,ex202_bf16_exp10_exp_pair_hybrid_runs_upto_16,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,exp_pair_hybrid_runs_upto_16,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/verilog/ex202_bf16_exp10_exp_pair_hybrid_runs_upto_16.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/aigs/ex202_bf16_exp10_exp_pair_hybrid_runs_upto_16.aig,1,1,3676,18,66168,0.670,current bitlogic/frontend run consolidated recheck
ex202,ex202_bf16_exp10_exp_pair_hybrid_runs_upto_2,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,exp_pair_hybrid_runs_upto_2,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/verilog/ex202_bf16_exp10_exp_pair_hybrid_runs_upto_2.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/aigs/ex202_bf16_exp10_exp_pair_hybrid_runs_upto_2.aig,1,1,3651,18,65718,0.669,current bitlogic/frontend run consolidated recheck
ex202,ex202_bf16_exp10_exp_pair_hybrid_runs_upto_32,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,exp_pair_hybrid_runs_upto_32,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/verilog/ex202_bf16_exp10_exp_pair_hybrid_runs_upto_32.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/aigs/ex202_bf16_exp10_exp_pair_hybrid_runs_upto_32.aig,1,1,3733,19,70927,0.672,current bitlogic/frontend run consolidated recheck
ex202,ex202_bf16_exp10_exp_pair_hybrid_runs_upto_4,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,exp_pair_hybrid_runs_upto_4,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/verilog/ex202_bf16_exp10_exp_pair_hybrid_runs_upto_4.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/aigs/ex202_bf16_exp10_exp_pair_hybrid_runs_upto_4.aig,1,1,3651,18,65718,0.651,current bitlogic/frontend run consolidated recheck
ex202,ex202_bf16_exp10_exp_pair_hybrid_runs_upto_64,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,exp_pair_hybrid_runs_upto_64,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/verilog/ex202_bf16_exp10_exp_pair_hybrid_runs_upto_64.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/aigs/ex202_bf16_exp10_exp_pair_hybrid_runs_upto_64.aig,1,1,3821,18,68778,0.663,current bitlogic/frontend run consolidated recheck
ex202,ex202_bf16_exp10_exp_pair_hybrid_runs_upto_8,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,exp_pair_hybrid_runs_upto_8,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/verilog/ex202_bf16_exp10_exp_pair_hybrid_runs_upto_8.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/aigs/ex202_bf16_exp10_exp_pair_hybrid_runs_upto_8.aig,1,1,3671,18,66078,0.672,current bitlogic/frontend run consolidated recheck
