case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex203,ex203_bf16_log_sign_exp_default_nan_positive_full,bf16_log,sign_exp_default_nan_positive_full,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex203/verilog/ex203_bf16_log_sign_exp_default_nan_positive_full.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex203/aigs/ex203_bf16_log_sign_exp_default_nan_positive_full.aig,1,1,1,4564,19,86716,6.703,,default NaN sign_exp positive-domain table
ex203,ex203_bf16_log_sign_exp_default_nan_positive_no_parallel,bf16_log,sign_exp_default_nan_positive_no_parallel,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex203/verilog/ex203_bf16_log_sign_exp_default_nan_positive_no_parallel.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex203/aigs/ex203_bf16_log_sign_exp_default_nan_positive_no_parallel.aig,1,1,1,4564,19,86716,6.887,,default NaN sign_exp positive-domain table
ex204,ex204_bf16_log2_sign_exp_default_nan_positive_full,bf16_log2,sign_exp_default_nan_positive_full,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex204/verilog/ex204_bf16_log2_sign_exp_default_nan_positive_full.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex204/aigs/ex204_bf16_log2_sign_exp_default_nan_positive_full.aig,1,1,1,2099,18,37782,5.546,,default NaN sign_exp positive-domain table
ex204,ex204_bf16_log2_sign_exp_default_nan_positive_no_parallel,bf16_log2,sign_exp_default_nan_positive_no_parallel,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex204/verilog/ex204_bf16_log2_sign_exp_default_nan_positive_no_parallel.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex204/aigs/ex204_bf16_log2_sign_exp_default_nan_positive_no_parallel.aig,1,1,1,2099,18,37782,5.556,,default NaN sign_exp positive-domain table
