case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex201,ex201_bf16_exp2_grouped_const_plain_casez,bf16_exp2,grouped_const_plain_casez,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_grouped_const_plain_casez.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_grouped_const_plain_casez.aig,1,1,1,1601,16,25616,1.525,,exp pair grouped constants without outer NaN if
ex201,ex201_bf16_exp2_grouped_const_plain_case,bf16_exp2,grouped_const_plain_case,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_grouped_const_plain_case.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_grouped_const_plain_case.aig,1,1,1,1601,15,24015,1.575,,exp pair grouped constants without outer NaN if
ex201,ex201_bf16_exp2_grouped_const_plain_case_no_parallel,bf16_exp2,grouped_const_plain_case_no_parallel,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_grouped_const_plain_case_no_parallel.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_grouped_const_plain_case_no_parallel.aig,1,1,1,1601,15,24015,1.537,,exp pair grouped constants without outer NaN if
ex202,ex202_bf16_exp10_grouped_const_plain_casez,bf16_exp10,grouped_const_plain_casez,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/verilog/ex202_bf16_exp10_grouped_const_plain_casez.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/aigs/ex202_bf16_exp10_grouped_const_plain_casez.aig,1,1,1,3666,18,65988,2.323,,exp pair grouped constants without outer NaN if
ex202,ex202_bf16_exp10_grouped_const_plain_case,bf16_exp10,grouped_const_plain_case,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/verilog/ex202_bf16_exp10_grouped_const_plain_case.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/aigs/ex202_bf16_exp10_grouped_const_plain_case.aig,1,1,1,3644,17,61948,2.333,,exp pair grouped constants without outer NaN if
ex202,ex202_bf16_exp10_grouped_const_plain_case_no_parallel,bf16_exp10,grouped_const_plain_case_no_parallel,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/verilog/ex202_bf16_exp10_grouped_const_plain_case_no_parallel.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/aigs/ex202_bf16_exp10_grouped_const_plain_case_no_parallel.aig,1,1,1,3644,17,61948,2.366,,exp pair grouped constants without outer NaN if
