case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex201,ex201_bf16_exp2_sign_exp_mant_case,bf16_exp2,sign_exp_mant_case,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_sign_exp_mant_case.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_sign_exp_mant_case.aig,1693,15,25395,4449,bf16 Verilog table factoring seed
ex202,ex202_bf16_exp10_split_sign_exp_mant_case,bf16_exp10,split_sign_exp_mant_case,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/verilog/ex202_bf16_exp10_split_sign_exp_mant_case.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/aigs/ex202_bf16_exp10_split_sign_exp_mant_case.aig,3703,17,62951,4703,bf16 Verilog table factoring seed
