case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex201,ex201_bf16_exp2_exp_mant_pair_no_defaults,bf16_exp2,exp_mant_pair_no_defaults,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_exp_mant_pair_no_defaults.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_exp_mant_pair_no_defaults.aig,1,1,1,1599,15,23985,1.638,,full-coverage case tables with defaults omitted
ex202,ex202_bf16_exp10_exp_mant_pair_no_defaults,bf16_exp10,exp_mant_pair_no_defaults,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/verilog/ex202_bf16_exp10_exp_mant_pair_no_defaults.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/aigs/ex202_bf16_exp10_exp_mant_pair_no_defaults.aig,1,1,1,3661,17,62237,2.335,,full-coverage case tables with defaults omitted
ex203,ex203_bf16_log_sign_exp_mant_no_defaults,bf16_log,sign_exp_mant_no_defaults,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex203/verilog/ex203_bf16_log_sign_exp_mant_no_defaults.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex203/aigs/ex203_bf16_log_sign_exp_mant_no_defaults.aig,1,1,1,4546,18,81828,6.828,,full-coverage case tables with defaults omitted
ex204,ex204_bf16_log2_exp_mant_pair_no_defaults,bf16_log2,exp_mant_pair_no_defaults,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex204/verilog/ex204_bf16_log2_exp_mant_pair_no_defaults.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex204/aigs/ex204_bf16_log2_exp_mant_pair_no_defaults.aig,1,1,1,2075,18,37350,6.080,,full-coverage case tables with defaults omitted
