case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex201,ex201_bf16_exp2_sign_exp_tail15_defaults,bf16_exp2,sign_exp_tail15_defaults,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/verilog/ex201_bf16_exp2_sign_exp_tail15_defaults.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex201/aigs/ex201_bf16_exp2_sign_exp_tail15_defaults.aig,1,1,1,1702,15,25530,2.182,,15-bit output tail default-exception by sign_exp
ex202,ex202_bf16_exp10_sign_exp_tail15_defaults,bf16_exp10,sign_exp_tail15_defaults,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/verilog/ex202_bf16_exp10_sign_exp_tail15_defaults.v,student/work/ex201_ex204_frontend_bitlogic_20260605_1412/ex202/aigs/ex202_bf16_exp10_sign_exp_tail15_defaults.aig,1,1,1,3709,17,63053,3.025,,15-bit output tail default-exception by sign_exp
